sloc1	scate2	platform	clks	clks_one_day
2378	168	pc	236	33
2378	212	pc	44	6
2378	26522	app	2	0
2378	8658	app	6	0
2378	96	m	596	85
2380	356	m	3	0
2380	35828	m	49	7
2380	36014	app	60	8
2389	102	pc	23	3
2392	234	pc	23	3
2394	96	pc	219	31
2395	14526	pc	16	2
2397	8442	m	26	3
2397	8558	pc	19	2
2404	186	pc	8	1
2404	36008	app	4	0
241	8523	app	3255	465
2422	168	pc	249	35
2422	212	pc	94	13
2422	8658	app	19	2
2422	96	m	1150	164
2429	8516	pc	141	20
265	35828	m	519	74
265	36014	app	124	17
291	23442	app	16	2
293	128	m	14	2
293	8546	m	2	0
296	22431	m	31	4
296	26516	app	180	25
296	8516	m	60	8
297	609	app	435	62
3	37866	pc	4	0
3	710	m	748	106
3	8659	app	787	112
3	95	pc	3468	495
3	97	m	2255	322
3163	35691	pc	6	0
3177	199	m	4	0
3184	171	pc	35	5
3184	199	app	7	1
319	343	app	418	59
319	35691	pc	63	9
319	8761	app	255	36
3209	8735	pc	40	5
3251	37981	m	5	0
3251	8523	m	475	67
3266	152	app	19	2
3266	314	app	15	2
3328	36011	app	240	34
3350	14326	pc	11	1
3359	113	app	7	1
3359	14363	pc	3	0
3359	203	pc	61	8
3359	26513	app	54	7
342	8855	app	167	23
3445	234	pc	48	6
3453	156	m	376	53
3479	798	m	33	4
3489	14000	m	4815	687
3489	8735	app	109	15
355	145	app	171	24
355	8493	m	56	8
357	125	app	71	10
357	710	pc	4	0
357	8543	app	26	3
357	97	pc	9	1
362	35136	m	565	80
362	37862	pc	1	0
362	8493	app	166	23
375	14539	app	16	2
394	26517	pc	5	0
394	29389	app	136	19
397	310	pc	18	2
399	130	m	4	0
399	156	app	282	40
4	113	app	232	33
4	203	pc	2228	318
4	35984	app	211	30
403	8523	app	385	55
413	26515	app	233	33
414	37981	app	94	13
424	14255	pc	153	21
424	14419	m	240	34
424	24056	pc	16	2
424	35694	pc	172	24
424	8692	pc	37	5
428	234	pc	20	2
450	130	app	116	16
455	26520	m	20	2
463	118	app	59	8
468	609	pc	10	1
469	798	app	6	0
469	8855	pc	4	0
471	128	pc	48	6
471	26520	pc	4	0
471	8546	pc	39	5
483	26518	pc	16	2
483	343	m	135	19
483	8761	m	48	6
497	111	app	336	48
497	203	m	688	98
500	14502	app	2	0
500	611	pc	45	6
500	8444	app	36	5
502	22431	m	10	1
502	26516	app	107	15
502	8516	m	110	15
518	8645	m	10	1
523	36488	m	7	1
531	35136	app	335	47
531	35721	pc	4	0
5333	111	m	31	4
5333	8645	pc	12	1
5334	14379	m	19	2
5334	460	app	186	26
5334	712	pc	1	0
536	207	pc	6	0
541	111	app	896	128
541	203	m	4113	587
556	29389	app	94	13
5632	199	pc	18	2
5653	37981	app	207	29
5653	8523	app	817	116
5669	234	app	495	70
5695	14502	app	22	3
5695	34807	pc	7	1
5709	14526	m	8	1
5722	234	pc	40	5
5733	14286	m	176	25
5756	798	m	7	1
5772	798	pc	3	0
5845	186	m	5	0
5853	310	pc	282	40
5853	35981	app	146	20
5898	311	pc	44	6
592	96	app	657	93
5928	14000	m	590	84
5928	8735	app	11	1
5936	8493	app	17	2
5942	311	pc	70	10
5958	23087	app	15	2
5958	350	app	2	0
613	168	m	713	101
613	212	m	218	31
613	37863	pc	37	5
613	8746	pc	44	6
618	14502	app	9	1
618	611	pc	19	2
618	8444	app	33	4
623	14001	app	66	9
623	35981	pc	18	2
629	26516	pc	18	2
629	26518	m	12	1
648	311	pc	28	4
652	343	app	14	2
652	35691	pc	24	3
669	26521	app	27	3
6718	37861	app	2	0
6718	8692	app	23	3
6745	36008	m	5	0
6745	8746	app	6	0
6752	186	pc	25	3
6752	36008	app	8	1
6760	152	m	22	3
6760	314	m	13	1
6770	168	pc	39	5
6770	212	pc	16	2
6770	96	m	7949	1135
6788	35136	pc	13	1
679	26513	m	16	2
679	8537	pc	19	2
6793	343	app	36	5
6803	118	m	4	0
6803	26516	pc	2	0
6803	26518	m	5	0
6803	611	pc	49	7
6803	8444	app	34	4
6805	8516	m	10	1
686	26513	app	138	19
693	14455	pc	223	31
693	38118	m	1	0
6964	343	pc	15	2
6964	8761	pc	1	0
697	35694	m	2	0
698	8752	app	2	0
710	133	m	54	7
710	203	app	445	63
7133	8537	app	1213	173
722	26521	pc	31	4
722	26523	m	211	30
728	196	pc	36	5
728	23087	pc	63	9
7289	234	app	106	15
740	37981	m	171	24
7452	14419	app	9	1
7452	360	m	58	8
7452	8445	m	4	0
7453	23087	m	232	33
7453	350	m	3	0
7468	156	m	470	67
7468	34807	app	22	3
751	23065	m	124	17
7576	460	pc	33	4
7620	460	pc	107	15
783	14286	m	282	40
79	311	pc	1695	242
79	36011	m	141	20
79	36488	app	38	5
791	22431	m	328	46
791	26516	app	61	8
791	8516	m	334	47
7921	125	m	545	77
7921	26523	pc	34	4
7921	8543	m	3	0
7921	8659	pc	151	21
7951	37863	m	27	3
7951	8692	pc	16	2
801	8558	app	545	77
811	14354	app	2453	350
836	95	pc	63	9
836	97	m	7	1
837	113	app	18	2
837	203	pc	2168	309
837	35984	app	67	9
8398	36011	m	22	3
845	125	m	6760	965
845	8543	m	105	15
845	8659	pc	590	84
8601	118	pc	12	1
8601	26518	pc	4	0
8601	8608	app	12	1
8694	14502	m	14	2
8716	102	app	2	0
8716	14354	m	5	0
872	350	m	4	0
8760	8855	app	8	1
882	14419	app	160	22
882	29389	m	143	20
882	771	app	11	1
8854	156	m	1004	143
891	14419	pc	20	2
891	186	app	8	1
891	771	pc	5	0
8973	190	m	71	10
8973	23087	pc	5	0
8973	350	pc	25	3
901	26513	pc	2	0
901	26515	m	7	1
910	14255	app	4	0
910	24056	app	19	2
910	35694	app	157	22
910	8692	app	13	1
914	234	app	1246	178
93	171	pc	75	10
93	199	app	160	22
9326	609	pc	71	10
9357	8717	pc	9	1
9357	8719	m	16	2
9363	26523	m	421	60
9363	8659	m	22	3
9389	314	m	1	0
9422	36012	m	116	16
944	14502	m	152	21
944	8442	pc	8	1
944	8444	m	69	9
9444	14526	m	1	0
9481	34323	app	70	10
9481	609	m	277	39
9499	37981	m	1	0
9499	8523	m	54	7
9517	111	app	10	1
9517	203	m	236	33
952	14286	app	2196	313
9551	24056	app	4	0
9551	35694	app	85	12
961	14286	pc	17	2
9656	34806	app	14	2
9656	8735	m	4	0
967	34323	pc	5	0
967	8735	app	26	3
968	145	app	28	4
968	8493	m	62	8
9688	23065	pc	30	4
9688	356	app	56	8
9688	35828	app	98	14
9709	190	pc	11	1
9709	36012	app	8	1
9749	26516	m	1	0
9749	611	m	21	3
9749	8442	app	57	8
977	145	pc	6	0
977	309	m	1	0
979	125	pc	8	1
979	460	m	46	6
9799	111	m	117	16
9799	8645	pc	12	1
9799	8717	app	46	6
9811	8516	m	237	33
9832	14000	app	140	20
9837	125	pc	39	5
9837	460	m	52	7
9837	8543	pc	3	0
984	309	app	237	33
984	8493	pc	722	103
9854	29389	app	63	9
9854	360	app	13	1
9854	8445	app	4	0
9854	8537	m	3	0
9871	190	app	6	0
9902	37863	app	11	1
993	309	pc	22	3
9976	26523	m	5	0
9976	8659	m	16	2
10015	8717	pc	3	0
10015	8719	m	45	6
10039	186	pc	2	0
10039	36008	app	23	3
1005	343	app	34	4
1005	8761	app	2	0
10088	34323	m	57	8
10097	15520	pc	5	0
10106	118	pc	10	1
10106	26518	pc	4	0
10120	8442	m	6	0
10120	8558	pc	72	10
10134	171	pc	8	1
10134	199	app	4	0
10171	125	pc	47	6
10171	460	m	95	13
10171	8543	pc	16	2
10175	23065	app	2	0
10229	8558	app	27	3
10260	128	m	8	1
10260	14286	pc	5	0
10260	8546	m	2	0
10266	34323	pc	8	1
10285	8493	app	31	4
10291	311	pc	37	5
10362	196	app	6	0
1039	35694	m	136	19
10394	128	pc	6	0
10394	8546	pc	1	0
10434	35721	app	2	0
10448	8645	app	2	0
10448	8735	pc	67	9
10467	460	pc	22	3
10485	190	app	10	1
10506	23087	m	364	52
10506	350	m	22	3
10513	23087	app	211	30
10513	350	app	23	3
10524	196	app	16	2
10536	168	m	186	26
10536	212	m	223	31
10536	23442	pc	2	0
10536	26520	app	4	0
10536	8746	pc	9	1
10539	14502	pc	1	0
10539	22431	app	25	3
10552	168	pc	9	1
10552	212	pc	6	0
10552	96	m	264	37
1057	37861	app	8	1
1067	310	m	272	38
1067	36014	pc	4	0
1078	156	m	3488	498
1078	34807	app	24	3
1096	14502	pc	154	22
1096	22431	app	361	51
11077	310	m	1	0
122	15520	app	603	86
122	199	pc	263	37
122	34323	m	1719	245
12291	37861	app	31	4
12291	8692	app	11	1
12804	8746	app	14	2
135	113	pc	280	40
135	14455	app	2337	333
135	34806	m	15	2
135	35984	pc	81	11
135	38116	app	33	4
13950	145	pc	7	1
13950	14539	app	2	0
13951	207	app	14	2
147	37981	m	278	39
158	23065	m	15110	2158
158	8752	pc	167	23
16	311	app	95	13
172	196	m	826	118
172	23087	m	3152	450
172	310	app	1567	223
172	356	pc	17	2
1734	8746	m	11	1
18	36488	m	206	29
2015	14502	m	62	8
2015	38117	pc	1	0
202	23065	m	3688	526
202	8752	pc	103	14
2032	128	m	13	1
2032	14286	pc	51	7
2032	8546	m	4	0
2037	8855	app	10	1
2038	34323	pc	28	4
2039	798	m	7	1
2040	118	app	10	1
2040	22431	pc	11	1
2040	35691	m	328	46
2042	8444	pc	1	0
2042	8516	app	183	26
2044	35721	app	29	4
2045	609	pc	617	88
2046	35136	m	24	3
2046	798	app	41	5
2046	8855	pc	15	2
2047	311	m	35	5
2049	14000	m	1193	170
2049	8735	app	53	7
2052	36011	m	52	7
2052	36488	app	37	5
2053	35136	app	2260	322
2053	35721	pc	48	6
2053	37864	app	4	0
2054	311	app	479	68
2055	798	pc	36	5
2247	8537	app	255	36
2284	8752	pc	4	0
2296	96	pc	160	22
2299	8442	m	60	8
2299	8558	pc	46	6
2303	36012	m	4	0
2307	130	app	49	7
2307	14001	app	31	4
2307	35981	pc	33	4
2315	168	app	663	94
2315	212	app	122	17
2315	36008	pc	5	0
2319	102	m	74	10
2319	128	app	4	0
2325	14526	m	3	0
2328	128	pc	8	1
2328	8546	pc	12	1
2329	118	pc	14	2
2329	26518	pc	4	0
2329	8608	app	12	1
2342	14354	pc	123	17
2347	343	app	4	0
2350	26516	m	49	7
2350	611	m	7	1
2350	8442	app	70	10
2364	15520	pc	7	1
2371	34323	pc	3	0
2372	798	m	36	5
2378	125	m	513	73
2378	26523	pc	31	4
2378	8543	m	59	8
2378	8659	pc	108	15
2380	311	m	89	12
2389	41588	app	5	0
2390	8493	app	18	2
2393	207	app	23	3
2394	125	pc	73	10
2394	460	m	211	30
2394	8543	pc	23	3
2397	24056	pc	1	0
2397	35694	pc	9	1
2398	23065	app	33	4
2404	95	app	1557	222
2408	14379	pc	2	0
241	14286	app	1965	280
2422	125	m	372	53
2422	26523	pc	53	7
2422	8543	m	101	14
2422	8659	pc	75	10
265	8645	app	97	13
265	8735	pc	186	26
276	207	pc	147	21
291	26521	app	4	0
293	14379	app	4	0
296	29389	app	20	2
297	196	app	55	7
297	23087	app	103	14
304	207	m	265	37
304	34806	app	154	22
3157	190	pc	74	10
3157	36012	app	10	1
3177	152	pc	9	1
3177	314	pc	14	2
3266	34806	app	4	0
3266	8735	m	12	1
330	14379	m	30	4
330	14539	pc	25	3
330	350	app	83	11
3328	36014	m	6	0
3328	8752	app	81	11
3350	37863	app	58	8
3359	26516	m	4	0
3359	611	m	62	8
3359	8442	app	65	9
342	14419	pc	385	55
342	186	app	147	21
342	771	pc	116	16
3445	145	pc	4	0
3445	309	m	3	0
3445	712	app	2	0
3453	111	m	49	7
3453	8645	pc	14	2
3470	14379	pc	23	3
3479	36008	m	85	12
3479	8746	app	6	0
3489	156	pc	234	33
355	148	m	17	2
355	36008	m	45	6
357	128	m	8	1
362	148	app	42	6
362	36008	app	1598	228
362	8658	m	29	4
367	14502	pc	4	0
367	22431	app	14	2
367	8444	pc	3	0
367	8516	app	124	17
369	26516	pc	1	0
37	309	pc	620	88
385	26518	pc	8	1
385	343	m	5	0
385	8761	m	18	2
399	111	app	19	2
399	203	m	134	19
4	34807	m	160	22
4	38117	app	74	10
4	611	m	4415	630
4	8442	app	1453	207
403	14286	app	845	120
408	14326	pc	37	5
409	34323	app	3	0
413	26516	pc	143	20
413	26518	m	56	8
414	609	pc	4493	641
424	35721	app	40	5
424	798	pc	82	11
428	145	pc	8	1
450	133	m	96	13
450	203	app	1436	205
463	26513	m	7	1
463	8537	pc	70	10
463	8609	app	271	38
468	23087	pc	6	0
497	8558	app	73	10
500	360	pc	46	6
500	8445	pc	2	0
502	29389	app	34	4
505	310	pc	382	54
518	14001	m	29	4
523	130	pc	117	16
531	168	pc	320	45
531	212	pc	79	11
531	8658	app	12	1
531	96	m	1565	223
5333	35691	app	10	1
5333	8558	m	5	0
5334	128	pc	6	0
5334	8546	pc	21	3
536	8608	app	3	0
541	38115	app	4	0
541	8558	app	618	88
5632	156	m	2882	411
5669	145	app	20	2
5669	8493	m	22	3
5695	8717	pc	28	4
5695	8719	m	20	2
5709	113	pc	1	0
5709	26513	pc	4	0
5722	145	pc	5	0
5722	14539	app	23	3
5756	36008	m	34	4
5756	8746	app	12	1
577	203	pc	25	3
5772	168	app	1094	156
5772	212	app	128	18
5772	36008	pc	21	3
5853	26531	app	13	1
5853	35984	m	34	4
592	125	app	770	110
592	710	pc	42	6
592	8543	app	129	18
592	97	pc	56	8
5928	156	pc	216	30
5942	38115	app	2	0
5958	36011	app	19	2
606	309	pc	217	31
613	8659	m	59	8
618	360	pc	17	2
623	14363	app	20	2
623	14455	m	580	82
623	26531	pc	37	5
623	38116	m	35	5
623	8719	pc	61	8
629	29389	pc	116	16
637	8752	m	18	2
656	96	app	68	9
669	14354	app	909	129
6700	168	m	513	73
6700	212	m	331	47
6700	26520	app	6	0
6700	8746	pc	43	6
6718	35136	m	110	15
6718	798	app	46	6
6718	8855	pc	7	1
6729	8493	app	63	9
6745	26521	app	8	1
6745	95	m	1397	199
6752	95	app	2146	306
6760	133	app	120	17
6760	14455	app	532	76
6760	34806	m	28	4
6760	35984	pc	8	1
6770	125	m	330	47
6770	26523	pc	53	7
6770	8659	pc	95	13
6776	190	pc	7	1
6776	36012	app	37	5
6788	234	m	138	19
6803	29389	pc	2	0
6803	360	pc	52	7
6803	8609	m	4	0
686	26516	m	89	12
693	22431	m	73	10
693	26516	app	24	3
693	8516	m	430	61
697	14326	pc	1	0
697	798	m	22	3
698	34323	app	27	3
700	96	app	4954	707
7133	14326	m	1113	159
7154	199	pc	2	0
722	14354	pc	136	19
725	14326	m	42	6
726	171	pc	9	1
726	199	app	2	0
728	15520	m	22	3
728	36011	pc	21	3
7289	145	app	2	0
7289	8493	m	1	0
7452	8516	pc	19	2
7453	36011	m	34	4
7453	36488	app	5	0
7468	111	m	164	23
7468	8645	pc	1	0
7468	8717	app	4	0
751	34323	pc	30	4
751	8735	app	43	6
771	207	pc	221	31
772	14539	app	45	6
791	29389	app	150	21
7951	798	pc	19	2
801	14455	pc	310	44
801	38118	m	5	0
811	37981	app	273	39
821	14255	pc	43	6
821	14419	m	41	5
821	24056	pc	9	1
821	35694	pc	57	8
821	8692	pc	15	2
831	23065	pc	4	0
831	35828	app	58	8
837	34807	m	21	3
837	38117	app	8	1
837	611	m	2221	317
837	8442	app	490	70
8582	8692	pc	8	1
8694	207	pc	41	5
8694	26517	app	2	0
8716	8523	m	16	2
8854	111	m	92	13
8854	8645	pc	31	4
8854	8717	app	9	1
8973	15520	m	1	0
8973	171	app	4	0
8973	36011	pc	6	0
901	8855	app	2	0
910	798	app	311	44
910	8855	pc	22	3
9123	8735	pc	89	12
914	145	app	54	7
914	8493	m	137	19
927	8523	pc	109	15
93	35828	m	127	18
93	36014	app	127	18
9326	196	pc	8	1
933	207	pc	25	3
9389	133	app	26	3
9389	14455	app	319	45
9389	34806	m	21	3
9389	35984	pc	5	0
9422	171	pc	3	0
9449	190	pc	2	0
9449	36012	app	6	0
9472	23065	pc	2	0
9472	356	app	28	4
9472	35828	app	28	4
9481	196	m	16	2
9481	310	app	565	80
9481	35828	pc	8	1
9517	8558	app	27	3
952	190	m	268	38
952	350	pc	144	20
9551	8516	m	165	23
967	156	pc	80	11
967	35981	app	23	3
968	148	m	3	0
968	36008	m	5	0
9687	35136	app	65	9
9687	35721	pc	170	24
9688	311	app	199	28
9704	8442	pc	27	3
9704	8444	m	9	1
9709	15520	pc	2	0
9717	798	m	1	0
9736	8735	pc	80	11
9749	14419	app	10	1
9749	360	m	109	15
9749	8445	m	17	2
977	102	m	141	20
977	128	app	38	5
977	26520	app	13	1
9799	35691	app	34	4
9799	8558	m	40	5
9832	130	pc	38	5
984	102	app	1584	226
984	148	pc	48	6
984	36008	pc	19	2
9871	34323	m	2	0
9902	35136	pc	2	0
993	102	pc	82	11
9993	8442	pc	14	2
9993	8444	m	13	1
1	460	app	9395	1342
1	712	pc	310	44
10039	95	app	1137	162
10070	8645	app	4	0
10070	8735	pc	8	1
10088	310	m	140	20
10088	36014	pc	7	1
10097	35981	m	128	18
10106	8609	pc	41	5
10120	14255	pc	64	9
10120	14419	m	15	2
10120	24056	pc	15	2
10120	35694	pc	61	8
10159	34323	app	26	3
10159	609	m	264	37
1016	234	pc	135	19
10175	36488	m	2	0
10175	609	pc	16	2
10198	14379	m	5	0
10198	460	app	109	15
10198	712	pc	4	0
102	356	m	142	20
102	41588	app	134	19
10229	24056	app	2	0
10229	35694	app	20	2
10266	310	pc	199	28
10266	35981	app	43	6
10285	148	app	12	1
10285	26520	pc	4	0
10387	190	app	100	14
1039	14326	pc	239	34
10454	168	pc	51	7
10454	212	pc	3	0
10454	96	m	216	30
10461	96	app	349	49
10492	34323	app	25	3
10492	609	m	449	64
10506	36011	m	24	3
10506	36488	app	6	0
10513	36011	app	74	10
10524	199	m	2	0
10536	26523	m	20	2
10536	8659	m	238	34
10539	8537	app	103	14
10552	125	m	237	33
10552	26523	pc	2	0
10552	8659	pc	15	2
1057	35136	m	98	14
1057	798	app	526	75
1057	8855	pc	32	4
1067	14000	app	201	28
1078	111	m	508	72
1078	8645	pc	19	2
1078	8717	app	66	9
1086	14379	app	56	8
1086	309	pc	50	7
1096	8537	app	422	60
11077	14000	app	5	0
11296	8752	app	2	0
122	156	m	8928	1275
122	36014	pc	132	18
12291	35136	m	125	17
12291	798	app	164	23
12291	8855	pc	23	3
12804	26521	app	2	0
12804	95	m	118	16
135	14502	m	87	12
135	8442	pc	67	9
135	8444	m	119	17
13950	102	m	230	32
13950	128	app	10	1
13951	118	app	6	0
13951	22431	pc	50	7
13951	26518	app	22	3
13951	35691	m	23	3
158	34323	pc	515	73
158	8735	app	750	107
16	36012	m	4	0
172	311	pc	1217	173
172	36011	m	118	16
172	36488	app	41	5
1734	26521	m	25	3
1734	309	app	18	2
1734	8493	pc	31	4
18	130	pc	1091	155
188	14379	m	263	37
188	14539	pc	174	24
188	350	app	319	45
2	207	pc	1938	276
2015	207	pc	259	37
2015	26517	app	26	3
202	34323	pc	456	65
202	8735	app	1087	155
2037	186	app	2	0
2037	37863	pc	24	3
2038	310	pc	23	3
2038	35981	app	44	6
2039	36008	m	4	0
2039	8746	app	6	0
2040	8537	pc	8	1
2041	190	app	83	11
2045	196	pc	159	22
2046	186	pc	7	1
2046	36008	app	29	4
2047	130	app	50	7
2047	14001	app	109	15
2047	35981	pc	14	2
2048	168	m	238	34
2048	212	m	207	29
2048	8746	pc	3	0
2049	156	pc	432	61
2050	190	pc	4	0
2052	8752	m	2	0
2053	37865	pc	2	0
2054	152	m	23	3
2054	314	m	40	5
2055	168	app	1108	158
2055	212	app	126	18
2055	36008	pc	3	0
2192	37861	pc	2	0
2192	37863	m	3	0
2192	8692	pc	17	2
222	207	pc	434	62
2247	14326	m	395	56
228	14255	pc	97	13
228	14419	m	128	18
228	24056	pc	13	1
228	35694	pc	205	29
228	771	m	13	1
228	8692	pc	10	1
2284	14000	m	588	84
2284	8735	app	65	9
2292	8493	app	11	1
2296	125	pc	41	5
2296	460	m	141	20
2296	8543	pc	22	3
2299	14255	pc	12	1
2299	14419	m	4	0
2299	24056	pc	4	0
2299	35694	pc	39	5
2303	171	pc	6	0
2303	199	app	20	2
2307	133	m	33	4
2307	14363	app	2	0
2307	14455	m	103	14
2307	203	app	406	58
2307	26531	pc	7	1
2315	26523	app	105	15
2315	8659	app	18	2
2315	95	pc	74	10
2315	97	m	129	18
2323	14455	pc	18	2
2325	113	pc	14	2
2325	26513	pc	24	3
2325	26515	m	11	1
2328	41588	m	11	1
2329	8609	pc	3	0
2337	23065	m	326	46
2342	37981	pc	4	0
2342	8523	pc	105	15
2344	23065	app	38	5
2346	356	m	2	0
2346	35828	m	62	8
2346	36014	app	65	9
2350	14419	app	18	2
2350	29389	m	13	1
2350	360	m	130	18
2350	8445	m	50	7
2354	37861	pc	12	1
2354	37863	m	11	1
2354	771	m	1	0
2354	8692	pc	13	1
2363	186	m	8	1
2364	35981	m	24	3
2371	310	pc	66	9
2371	35981	app	78	11
2372	36008	m	7	1
2373	130	m	17	2
2373	14001	m	126	18
2373	156	app	903	129
2380	130	app	14	2
2380	14001	app	66	9
2380	35981	pc	10	1
2381	168	m	426	60
2381	212	m	40	5
2389	609	app	856	122
2390	148	app	94	13
2390	26520	pc	1	0
2390	26522	m	18	2
2392	102	m	21	3
2392	128	app	6	0
2392	8546	app	5	0
2393	118	app	6	0
2393	22431	pc	4	0
2393	26518	app	6	0
2393	35691	m	1	0
2395	8444	pc	13	1
2395	8516	app	115	16
2395	8608	m	90	12
2398	36488	m	1	0
2398	609	pc	359	51
2404	96	pc	49	7
241	190	m	462	66
241	350	pc	185	26
2501	207	app	4	0
265	14001	app	463	66
265	35981	pc	103	14
276	118	pc	43	6
276	8608	app	196	28
291	14354	app	232	33
297	199	m	24	3
297	36011	app	66	9
3	14539	app	187	26
304	118	m	227	32
304	14502	app	458	65
304	34807	pc	77	11
304	611	pc	868	124
304	8444	app	343	49
3157	15520	pc	1	0
3163	8855	app	2	0
3177	34806	pc	37	5
3177	38118	app	25	3
3177	8645	m	6	0
3184	8735	pc	92	13
319	35721	m	25	3
319	37862	app	18	2
3198	23087	m	139	19
3209	8719	pc	11	1
3237	356	m	2	0
3237	35828	m	25	3
3237	36014	app	20	2
3266	14502	app	56	8
3266	34807	pc	16	2
3350	35136	pc	40	5
3359	14419	app	16	2
3359	29389	m	1	0
3359	360	m	88	12
3359	8445	m	33	4
3434	168	m	302	43
3434	212	m	115	16
3434	26520	app	5	0
3434	8746	pc	7	1
3439	118	m	2	0
3439	611	pc	21	3
3439	8444	app	82	11
3445	102	m	548	78
3445	128	app	32	4
3445	8546	app	6	0
3453	35691	app	86	12
3453	8558	m	4	0
3479	26521	app	8	1
3479	95	m	1399	199
3489	111	pc	57	8
3489	26513	m	13	1
3489	8719	app	102	14
355	26521	app	16	2
37	102	pc	1160	165
37	26522	app	29	4
375	190	pc	24	3
394	234	app	2249	321
394	37861	m	16	2
399	8558	app	23	3
4	360	m	11712	1673
4	38118	pc	12	1
4	8445	m	841	120
400	8537	app	12	1
403	190	m	126	18
403	350	pc	67	9
407	310	pc	14	2
408	37863	app	6	0
408	8746	app	2	0
409	130	m	3	0
409	156	app	189	27
409	35828	pc	4	0
413	29389	pc	234	33
414	196	pc	535	76
414	23087	pc	329	47
424	168	app	1952	278
424	212	app	573	81
424	37865	app	5	0
428	102	m	66	9
428	26520	app	2	0
468	15520	m	2	0
468	36011	pc	9	1
469	95	app	932	133
471	609	m	1108	158
497	14455	pc	50	7
497	38116	pc	1	0
497	38118	m	14	2
5	350	m	153	21
500	343	app	2	0
500	8761	app	4	0
505	36488	pc	16	2
518	8537	app	602	86
523	113	app	6	0
523	203	pc	204	29
523	35984	app	204	29
531	125	m	671	95
531	8543	m	80	11
531	8659	pc	114	16
5333	35694	m	3	0
536	8609	pc	39	5
537	190	pc	54	7
541	14455	pc	566	80
541	38116	pc	6	0
541	38118	m	133	19
556	234	app	2109	301
556	37861	m	1	0
5632	111	m	218	31
5632	8645	pc	9	1
5632	8717	app	22	3
5633	14539	pc	10	1
5633	460	app	87	12
5633	712	pc	2	0
5653	190	m	10	1
5653	23087	pc	9	1
5653	350	pc	15	2
5695	35691	pc	2	0
5709	8442	pc	15	2
5709	8444	m	31	4
572	37861	pc	28	4
572	37863	m	50	7
5722	102	m	137	19
5722	128	app	87	12
5722	8546	app	13	1
5756	26521	app	2	0
5756	95	m	1407	201
577	611	m	2	0
577	8442	app	14	2
5772	26523	app	102	14
5772	710	m	13	1
5772	8659	app	26	3
5772	95	pc	26	3
5772	97	m	30	4
5845	168	pc	80	11
5845	212	pc	6	0
5845	26522	app	2	0
5845	96	m	302	43
5853	14526	app	75	10
5853	38117	m	1	0
5898	133	pc	25	3
5898	14455	pc	119	17
592	128	m	54	7
592	8546	m	20	2
5928	111	pc	16	2
5928	113	m	2	0
5928	26513	m	24	3
5928	8719	app	20	2
5942	133	pc	5	0
5942	14455	pc	182	26
5942	38116	pc	4	0
606	102	pc	226	32
606	26522	app	30	4
615	14354	app	24	3
623	14526	pc	220	31
637	15520	app	86	12
637	199	pc	15	2
637	34323	m	198	28
648	133	pc	7	1
652	37862	app	2	0
656	125	app	40	5
656	8543	app	8	1
656	97	pc	11	1
669	37981	app	115	16
6700	26523	m	156	22
6700	8659	m	155	22
6718	186	pc	3	0
6718	36008	app	51	7
6729	148	app	4	0
6729	26520	pc	7	1
6729	8658	m	2	0
6745	14354	app	377	53
6745	8658	pc	8	1
6752	96	pc	152	21
6760	14502	m	19	2
6776	15520	pc	14	2
6788	145	m	5	0
6788	710	app	9	1
6788	97	app	10	1
679	14255	pc	4	0
679	14419	m	10	1
679	24056	pc	17	2
679	35694	pc	23	3
679	8692	pc	11	1
6803	343	app	2	0
686	14419	app	160	22
686	29389	m	20	2
686	771	app	2	0
693	29389	app	51	7
696	310	pc	21	3
6964	8493	app	67	9
697	37863	app	2	0
698	130	m	8	1
698	156	app	153	21
698	35828	pc	23	3
700	125	app	261	37
700	710	pc	21	3
700	8543	app	89	12
700	97	pc	5	0
710	34806	pc	35	5
710	38118	app	2	0
7133	37861	app	36	5
7133	8692	app	12	1
7154	156	m	251	35
7154	34807	app	60	8
722	356	app	93	13
726	35828	m	3	0
726	36014	app	2	0
7303	23065	pc	18	2
7303	356	app	58	8
7303	35828	app	234	33
740	310	pc	1053	150
7453	8752	m	9	1
7468	35691	app	61	8
7468	8558	m	41	5
751	156	pc	331	47
751	35981	app	34	4
7576	23065	m	12	1
7620	23065	m	188	26
771	118	pc	49	7
771	8608	app	322	46
776	311	app	6	0
783	171	m	34	4
79	133	pc	392	56
7921	23087	app	94	13
7921	350	app	19	2
7951	168	app	560	80
7951	212	app	115	16
7951	36008	pc	4	0
801	22431	m	174	24
801	26516	app	163	23
801	8516	m	774	110
811	609	pc	478	68
821	798	pc	19	2
834	460	app	60	8
834	712	pc	3	0
837	360	m	2949	421
837	38118	pc	10	1
837	8445	m	2383	340
8398	199	pc	9	1
845	14379	m	309	44
845	14539	pc	47	6
845	350	app	129	18
8481	23087	m	80	11
8481	350	m	11	1
858	310	pc	368	52
8582	798	pc	24	3
8694	118	pc	111	15
8694	8608	app	12	1
872	8752	m	23	3
882	234	m	687	98
8854	35691	app	151	21
8854	8558	m	6	0
891	96	app	3329	475
901	14419	pc	39	5
901	771	pc	1	0
910	186	pc	25	3
914	148	m	5	0
914	23442	app	4	0
914	36008	m	40	5
927	14286	pc	25	3
93	8645	app	48	6
93	8735	pc	227	32
9326	35984	app	16	2
933	118	pc	11	1
933	8608	app	33	4
9363	8523	pc	18	2
9409	168	pc	81	11
