sloc1	scate2	ps1	ps1a	as1	clk01	cost1	cash1	dispuser1	dispsub1	realcostuser1	realcostsub1
2372	343	25	0	0	0	0.0	0.0	0	0	0	0
2372	8761	0	0	0	0	0.0	0.0	0	0	0	0
2373	171	55	0	0	0	0.0	0.0	0	0	0	0
2389	26521	9	0	0	0	0.0	0.0	0	0	0	0
2393	133	34	0	0	0	0.0	0.0	0	0	0	0
2394	8659	165	0	0	0	0.0	0.0	0	0	0	0
2395	113	2	0	0	0	0.0	0.0	0	0	0	0
2395	35984	17	0	0	0	0.0	0.0	0	0	0	0
2397	14363	13	0	0	0	0.0	0.0	0	0	0	0
2404	35721	7	0	0	0	0.0	0.0	0	0	0	0
2408	712	14	0	0	0	0.0	0.0	0	0	0	0
2429	26517	3	0	0	0	0.0	0.0	0	0	0	0
265	15520	169	0	0	0	0.0	0.0	0	0	0	0
291	712	38	0	0	0	0.0	0.0	0	0	0	0
296	26515	8	0	0	0	0.0	0.0	0	0	0	0
297	37981	2	0	0	0	0.0	0.0	0	0	0	0
3	8658	659	342	670	4	18.09	15.05	2	2	2	2
304	203	4671	3478	4764	26	96.77	68.15	1	1	1	1
3157	350	33	0	0	0	0.0	0.0	0	0	0	0
3163	8537	95	0	0	0	0.0	0.0	0	0	0	0
3198	102	29	0	0	0	0.0	0.0	0	0	0	0
3251	26522	0	0	0	0	0.0	0.0	0	0	0	0
3266	36011	40	0	0	0	0.0	0.0	0	0	0	0
330	8523	783	0	0	0	0.0	0.0	0	0	0	0
342	14255	1027	0	0	0	0.0	0.0	0	0	0	0
342	24056	138	0	0	0	0.0	0.0	0	0	0	0
342	35694	705	0	0	0	0.0	0.0	0	0	0	0
342	8692	163	103	282	2	7.4	5.65	2	2	1	1
3439	203	42	0	0	0	0.0	0.0	0	0	0	0
3470	712	14	0	0	0	0.0	0.0	0	0	0	0
3489	36014	16	0	0	0	0.0	0.0	0	0	0	0
367	38117	1	0	0	0	0.0	0.0	0	0	0	0
367	8442	7	0	0	0	0.0	0.0	0	0	0	0
37	145	353	178	178	2	2.1	2.1	1	1	1	1
385	26516	60	0	0	0	0.0	0.0	0	0	0	0
399	8735	8	0	0	0	0.0	0.0	0	0	0	0
408	343	19	0	0	0	0.0	0.0	0	0	0	0
408	8761	0	0	0	0	0.0	0.0	0	0	0	0
409	171	7	0	0	0	0.0	0.0	0	0	0	0
424	14326	782	364	821	12	76.02	51.4	2	3	2	2
468	356	2	0	0	0	0.0	0.0	0	0	0	0
483	29389	316	116	116	1	7.8	5.2	1	1	1	1
497	35981	41	0	0	0	0.0	0.0	0	0	0	0
5	102	1155	0	0	0	0.0	0.0	0	0	0	0
500	38118	1	0	0	0	0.0	0.0	0	0	0	0
502	26515	10	0	0	0	0.0	0.0	0	0	0	0
505	41588	22	0	0	0	0.0	0.0	0	0	0	0
520	14419	3	0	0	0	0.0	0.0	0	0	0	0
520	771	0	0	0	0	0.0	0.0	0	0	0	0
523	35828	82	0	0	0	0.0	0.0	0	0	0	0
531	37863	40	0	0	0	0.0	0.0	0	0	0	0
531	8746	61	0	0	0	0.0	0.0	0	0	0	0
536	34807	0	0	0	0	0.0	0.0	0	0	0	0
536	611	47	0	0	0	0.0	0.0	0	0	0	0
541	35981	423	123	123	2	6.74	6.71	1	1	1	1
5632	152	41	0	0	0	0.0	0.0	0	0	0	0
5632	314	18	0	0	0	0.0	0.0	0	0	0	0
5632	36012	6	0	0	0	0.0	0.0	0	0	0	0
5709	111	91	0	0	0	0.0	0.0	0	0	0	0
592	37866	4	0	0	0	0.0	0.0	0	0	0	0
592	95	1469	68	68	0	4.67	3.11	0	0	0	0
5928	36014	20	0	0	0	0.0	0.0	0	0	0	0
5958	14286	5	0	0	0	0.0	0.0	0	0	0	0
5959	26516	4	0	0	0	0.0	0.0	0	0	0	0
606	145	145	71	71	0	8.17	8.17	1	1	1	1
613	8493	76	26	26	0	8.49	5.68	0	0	0	0
615	712	4	0	0	0	0.0	0.0	0	0	0	0
618	38118	0	0	0	0	0.0	0.0	0	0	0	0
623	14000	331	264	264	3	25.83	17.22	1	1	1	1
623	8717	34	0	0	0	0.0	0.0	0	0	0	0
645	29389	20	0	0	0	0.0	0.0	0	0	0	0
669	128	303	135	395	4	0.0	0.0	3	3	0	0
669	26520	44	0	0	0	0.0	0.0	0	0	0	0
669	8546	1342	0	0	0	0.0	0.0	0	0	0	0
6700	37861	16	0	0	0	0.0	0.0	0	0	0	0
6745	37862	0	0	0	0	0.0	0.0	0	0	0	0
6752	35721	10	0	0	0	0.0	0.0	0	0	0	0
6760	36488	28	0	0	0	0.0	0.0	0	0	0	0
6776	350	58	0	0	0	0.0	0.0	0	0	0	0
6788	186	10	0	0	0	0.0	0.0	0	0	0	0
679	8608	11	0	0	0	0.0	0.0	0	0	0	0
6803	38118	0	0	0	0	0.0	0.0	0	0	0	0
6805	26515	2	0	0	0	0.0	0.0	0	0	0	0
693	14526	44	0	0	0	0.0	0.0	0	0	0	0
697	343	1	0	0	0	0.0	0.0	0	0	0	0
698	171	13	0	0	0	0.0	0.0	0	0	0	0
7133	118	91	0	0	0	0.0	0.0	0	0	0	0
725	26518	7	0	0	0	0.0	0.0	0	0	0	0
728	311	139	0	0	0	0.0	0.0	0	0	0	0
751	199	70	0	0	0	0.0	0.0	0	0	0	0
791	26515	29	0	0	0	0.0	0.0	0	0	0	0
7951	14326	130	0	0	0	0.0	0.0	0	0	0	0
801	26531	60	20	20	0	7.29	4.86	1	1	1	1
801	8719	183	0	0	0	0.0	0.0	0	0	0	0
831	8752	16	0	0	0	0.0	0.0	0	0	0	0
836	8658	11	0	0	0	0.0	0.0	0	0	0	0
8481	102	86	0	0	0	0.0	0.0	0	0	0	0
8601	360	71	0	0	0	0.0	0.0	0	0	0	0
8601	8445	31	0	0	0	0.0	0.0	0	0	0	0
8760	14255	8	0	0	0	0.0	0.0	0	0	0	0
8760	24056	8	0	0	0	0.0	0.0	0	0	0	0
8760	35694	42	0	0	0	0.0	0.0	0	0	0	0
8760	8692	12	0	0	0	0.0	0.0	0	0	0	0
882	8855	28	0	0	0	0.0	0.0	0	0	0	0
891	798	82	0	0	0	0.0	0.0	0	0	0	0
9123	15520	4	0	0	0	0.0	0.0	0	0	0	0
9326	356	22	5	5	0	6.57	6.57	0	0	0	0
9363	148	15	0	0	0	0.0	0.0	0	0	0	0
9363	36008	14	0	0	0	0.0	0.0	0	0	0	0
9389	36488	11	0	0	0	0.0	0.0	0	0	0	0
9444	111	42	0	0	0	0.0	0.0	0	0	0	0
9449	350	24	0	0	0	0.0	0.0	0	0	0	0
9499	26522	1	0	0	0	0.0	0.0	0	0	0	0
9517	35981	6	0	0	0	0.0	0.0	0	0	0	0
9539	26518	0	0	0	0	0.0	0.0	0	0	0	0
9551	14526	22	0	0	0	0.0	0.0	0	0	0	0
9617	8537	45	0	0	0	0.0	0.0	0	0	0	0
967	36014	1	0	0	0	0.0	0.0	0	0	0	0
9704	38115	0	0	0	0	0.0	0.0	0	0	0	0
9704	8558	49	0	0	0	0.0	0.0	0	0	0	0
9717	343	14	0	0	0	0.0	0.0	0	0	0	0
9717	8761	1	0	0	0	0.0	0.0	0	0	0	0
9736	15520	5	0	0	0	0.0	0.0	0	0	0	0
9749	14455	152	0	0	0	0.0	0.0	0	0	0	0
9749	38116	0	0	0	0	0.0	0.0	0	0	0	0
9811	26515	8	0	0	0	0.0	0.0	0	0	0	0
9832	35828	11	0	0	0	0.0	0.0	0	0	0	0
9854	14502	10	0	0	0	0.0	0.0	0	0	0	0
9854	8444	22	0	0	0	0.0	0.0	0	0	0	0
9902	8855	3	0	0	0	0.0	0.0	0	0	0	0
993	23442	8	0	0	0	0.0	0.0	0	0	0	0
9976	148	8	0	0	0	0.0	0.0	0	0	0	0
9976	36008	10	0	0	0	0.0	0.0	0	0	0	0
9993	38115	0	0	0	0	0.0	0.0	0	0	0	0
9993	8558	30	0	0	0	0.0	0.0	0	0	0	0
10039	130	79	0	0	0	0.0	0.0	0	0	0	0
10120	14354	94	0	0	0	0.0	0.0	0	0	0	0
10171	38118	1	0	0	0	0.0	0.0	0	0	0	0
10175	14255	2	0	0	0	0.0	0.0	0	0	0	0
10175	24056	3	0	0	0	0.0	0.0	0	0	0	0
10175	35694	10	0	0	0	0.0	0.0	0	0	0	0
10175	8692	2	0	0	0	0.0	0.0	0	0	0	0
102	14379	733	206	253	2	27.65	26.4	1	1	1	1
10229	26522	0	0	0	0	0.0	0.0	0	0	0	0
10260	14502	30	0	0	0	0.0	0.0	0	0	0	0
10260	8444	16	0	0	0	0.0	0.0	0	0	0	0
10285	8645	12	0	0	0	0.0	0.0	0	0	0	0
1029	148	24	0	0	0	0.0	0.0	0	0	0	0
1029	36008	39	0	0	0	0.0	0.0	0	0	0	0
10291	35136	45	0	0	0	0.0	0.0	0	0	0	0
10291	37864	0	0	0	0	0.0	0.0	0	0	0	0
10304	15520	9	0	0	0	0.0	0.0	0	0	0	0
10362	186	7	0	0	0	0.0	0.0	0	0	0	0
10387	22431	26	0	0	0	0.0	0.0	0	0	0	0
10387	8516	180	135	135	0	0.0	0.0	1	1	0	0
10394	8608	1	0	0	0	0.0	0.0	0	0	0	0
10448	712	14	0	0	0	0.0	0.0	0	0	0	0
10467	360	87	0	0	0	0.0	0.0	0	0	0	0
10467	8445	27	0	0	0	0.0	0.0	0	0	0	0
10513	26517	0	0	0	0	0.0	0.0	0	0	0	0
10524	186	13	0	0	0	0.0	0.0	0	0	0	0
10536	35981	19	0	0	0	0.0	0.0	0	0	0	0
1078	15520	38	0	0	0	0.0	0.0	0	0	0	0
11077	37861	0	0	0	0	0.0	0.0	0	0	0	0
11226	26515	2	0	0	0	0.0	0.0	0	0	0	0
12291	41588	5	0	0	0	0.0	0.0	0	0	0	0
12804	156	89	41	41	1	0.0	0.0	1	1	0	0
13950	207	24	0	0	0	0.0	0.0	0	0	0	0
158	171	707	312	1455	15	13.91	11.64	5	8	4	7
16	356	21	0	0	0	0.0	0.0	0	0	0	0
18	23065	3893	2309	3512	63	51.94	40.66	1	1	1	1
2	133	1023	633	1638	7	109.99	81.46	2	3	2	3
2015	133	221	166	322	2	0.0	0.0	2	2	0	0
202	171	760	148	219	5	15.83	14.38	1	1	1	1
2032	125	413	330	530	26	37.54	23.82	1	1	1	1
2032	8543	50	29	29	0	10.53	6.48	1	1	1	1
2040	207	31	0	0	0	0.0	0.0	0	0	0	0
2042	38118	0	0	0	0	0.0	0.0	0	0	0	0
2044	26515	22	0	0	0	0.0	0.0	0	0	0	0
2045	37981	12	0	0	0	0.0	0.0	0	0	0	0
2046	14255	10	0	0	0	0.0	0.0	0	0	0	0
2046	24056	16	0	0	0	0.0	0.0	0	0	0	0
2046	35694	48	0	0	0	0.0	0.0	0	0	0	0
2046	8692	18	0	0	0	0.0	0.0	0	0	0	0
2047	41588	3	0	0	0	0.0	0.0	0	0	0	0
2050	14539	0	0	0	0	0.0	0.0	0	0	0	0
2054	356	49	0	0	0	0.0	0.0	0	0	0	0
2192	8609	33	0	0	0	0.0	0.0	0	0	0	0
222	133	387	236	636	9	0.0	0.0	3	3	0	0
228	8609	122	0	0	0	0.0	0.0	0	0	0	0
2284	171	25	0	0	0	0.0	0.0	0	0	0	0
2296	37866	0	0	0	0	0.0	0.0	0	0	0	0
2296	95	1015	0	0	0	0.0	0.0	0	0	0	0
2299	26531	20	0	0	0	0.0	0.0	0	0	0	0
2299	8719	71	0	0	0	0.0	0.0	0	0	0	0
2302	22431	58	0	0	0	0.0	0.0	0	0	0	0
2302	8516	195	0	0	0	0.0	0.0	0	0	0	0
2315	35721	10	0	0	0	0.0	0.0	0	0	0	0
2319	712	19	0	0	0	0.0	0.0	0	0	0	0
2323	36488	19	0	0	0	0.0	0.0	0	0	0	0
2328	460	155	0	0	0	0.0	0.0	0	0	0	0
2344	26521	1	0	0	0	0.0	0.0	0	0	0	0
2346	14379	52	0	0	0	0.0	0.0	0	0	0	0
2350	113	9	0	0	0	0.0	0.0	0	0	0	0
2350	35984	28	0	0	0	0.0	0.0	0	0	0	0
2354	8609	40	0	0	0	0.0	0.0	0	0	0	0
2360	26523	29	0	0	0	0.0	0.0	0	0	0	0
2373	8752	16	0	0	0	0.0	0.0	0	0	0	0
2378	8658	29	0	0	0	0.0	0.0	0	0	0	0
2380	41588	3	0	0	0	0.0	0.0	0	0	0	0
2389	26522	1	0	0	0	0.0	0.0	0	0	0	0
2390	37861	4	0	0	0	0.0	0.0	0	0	0	0
2397	14526	17	0	0	0	0.0	0.0	0	0	0	0
2398	14354	24	0	0	0	0.0	0.0	0	0	0	0
2408	23442	2	0	0	0	0.0	0.0	0	0	0	0
241	8523	3442	2943	8974	37	141.39	126.03	3	3	3	3
2422	8658	43	0	0	0	0.0	0.0	0	0	0	0
2429	26518	24	0	0	0	0.0	0.0	0	0	0	0
265	36014	137	0	0	0	0.0	0.0	0	0	0	0
291	23442	8	0	0	0	0.0	0.0	0	0	0	0
296	26516	19	0	0	0	0.0	0.0	0	0	0	0
297	609	207	175	1919	19	21.51	19.46	13	13	3	3
3	8659	2887	0	0	0	0.0	0.0	0	0	0	0
3177	36011	27	0	0	0	0.0	0.0	0	0	0	0
3184	199	38	0	0	0	0.0	0.0	0	0	0	0
319	343	142	0	0	0	0.0	0.0	0	0	0	0
319	8761	15	0	0	0	0.0	0.0	0	0	0	0
3209	8645	20	0	0	0	0.0	0.0	0	0	0	0
3237	14379	32	0	0	0	0.0	0.0	0	0	0	0
3251	26523	56	0	0	0	0.0	0.0	0	0	0	0
3266	152	31	0	0	0	0.0	0.0	0	0	0	0
3266	314	23	0	0	0	0.0	0.0	0	0	0	0
3266	36012	1	0	0	0	0.0	0.0	0	0	0	0
3359	113	8	0	0	0	0.0	0.0	0	0	0	0
3359	35984	20	0	0	0	0.0	0.0	0	0	0	0
342	8855	197	107	107	1	8.31	5.82	1	1	1	1
3470	23442	8	0	0	0	0.0	0.0	0	0	0	0
3489	8735	34	0	0	0	0.0	0.0	0	0	0	0
355	145	80	0	0	0	0.0	0.0	0	0	0	0
357	125	153	1	1	0	0.36	0.24	0	0	0	0
357	8543	20	0	0	0	0.0	0.0	0	0	0	0
362	8493	174	0	0	0	0.0	0.0	0	0	0	0
367	38118	1	0	0	0	0.0	0.0	0	0	0	0
369	26515	4	0	0	0	0.0	0.0	0	0	0	0
375	14539	16	0	0	0	0.0	0.0	0	0	0	0
385	26517	2	0	0	0	0.0	0.0	0	0	0	0
394	29389	59	36	97	1	0.0	0.0	3	3	0	0
399	156	107	0	0	0	0.0	0.0	0	0	0	0
4	113	365	208	208	2	6.04	5.17	0	0	0	0
4	35984	504	332	739	4	38.11	30.3	3	3	3	3
403	8523	198	2	2	0	1.05	0.7	0	0	0	0
409	8752	1	0	0	0	0.0	0.0	0	0	0	0
413	26515	235	0	0	0	0.0	0.0	0	0	0	0
414	37981	50	0	0	0	0.0	0.0	0	0	0	0
450	130	290	0	0	0	0.0	0.0	0	0	0	0
463	118	97	62	62	1	0.0	0.0	1	1	0	0
469	798	14	0	0	0	0.0	0.0	0	0	0	0
497	111	216	0	0	0	0.0	0.0	0	0	0	0
500	14502	14	0	0	0	0.0	0.0	0	0	0	0
500	8444	14	0	0	0	0.0	0.0	0	0	0	0
502	26516	22	0	0	0	0.0	0.0	0	0	0	0
531	35136	105	0	0	0	0.0	0.0	0	0	0	0
531	37864	2	0	0	0	0.0	0.0	0	0	0	0
5333	14000	84	0	0	0	0.0	0.0	0	0	0	0
5333	8717	16	0	0	0	0.0	0.0	0	0	0	0
5334	460	111	108	323	8	22.34	22.34	3	3	2	2
537	14539	8	0	0	0	0.0	0.0	0	0	0	0
541	111	610	375	824	8	66.46	43.35	2	2	2	2
556	29389	59	0	0	0	0.0	0.0	0	0	0	0
5632	15520	38	0	0	0	0.0	0.0	0	0	0	0
5653	8523	362	294	294	4	9.67	6.45	1	1	1	1
5669	234	226	0	0	0	0.0	0.0	0	0	0	0
5772	35721	0	0	0	0	0.0	0.0	0	0	0	0
5898	36488	25	0	0	0	0.0	0.0	0	0	0	0
592	96	1252	466	466	2	16.75	11.17	0	0	0	0
5928	8735	19	0	0	0	0.0	0.0	0	0	0	0
5936	8493	7	0	0	0	0.0	0.0	0	0	0	0
5942	36488	17	0	0	0	0.0	0.0	0	0	0	0
5958	350	3	0	0	0	0.0	0.0	0	0	0	0
5959	26517	0	0	0	0	0.0	0.0	0	0	0	0
615	23442	1	0	0	0	0.0	0.0	0	0	0	0
618	14502	6	0	0	0	0.0	0.0	0	0	0	0
618	8444	7	0	0	0	0.0	0.0	0	0	0	0
623	14001	72	0	0	0	0.0	0.0	0	0	0	0
648	36488	4	0	0	0	0.0	0.0	0	0	0	0
652	343	47	0	0	0	0.0	0.0	0	0	0	0
652	8761	3	0	0	0	0.0	0.0	0	0	0	0
669	26521	92	0	0	0	0.0	0.0	0	0	0	0
6700	37862	3	0	0	0	0.0	0.0	0	0	0	0
6718	14255	11	0	0	0	0.0	0.0	0	0	0	0
6718	24056	11	0	0	0	0.0	0.0	0	0	0	0
6718	35694	34	0	0	0	0.0	0.0	0	0	0	0
6718	8692	14	0	0	0	0.0	0.0	0	0	0	0
6729	37861	1	0	0	0	0.0	0.0	0	0	0	0
6745	37863	2	0	0	0	0.0	0.0	0	0	0	0
6745	8746	10	0	0	0	0.0	0.0	0	0	0	0
6770	8658	39	0	0	0	0.0	0.0	0	0	0	0
679	8609	39	0	0	0	0.0	0.0	0	0	0	0
6793	343	16	0	0	0	0.0	0.0	0	0	0	0
6793	8761	0	0	0	0	0.0	0.0	0	0	0	0
6803	14502	15	0	0	0	0.0	0.0	0	0	0	0
6803	8444	40	0	0	0	0.0	0.0	0	0	0	0
6805	26516	2	0	0	0	0.0	0.0	0	0	0	0
686	26513	60	0	0	0	0.0	0.0	0	0	0	0
698	8752	6	0	0	0	0.0	0.0	0	0	0	0
710	203	564	244	244	2	10.66	7.13	0	0	0	0
7133	8537	261	81	81	1	10.8	10.8	1	1	1	1
7289	234	126	0	0	0	0.0	0.0	0	0	0	0
79	36488	1694	0	0	0	0.0	0.0	0	0	0	0
791	26516	39	0	0	0	0.0	0.0	0	0	0	0
801	38115	3	0	0	0	0.0	0.0	0	0	0	0
801	8558	181	0	0	0	0.0	0.0	0	0	0	0
811	14354	276	0	0	0	0.0	0.0	0	0	0	0
836	8659	36	0	0	0	0.0	0.0	0	0	0	0
837	113	130	0	0	0	0.0	0.0	0	0	0	0
837	35984	172	0	0	0	0.0	0.0	0	0	0	0
8601	8608	5	0	0	0	0.0	0.0	0	0	0	0
8716	102	17	1	1	0	0.0	0.0	0	0	0	0
8760	8855	10	0	0	0	0.0	0.0	0	0	0	0
882	14419	73	0	0	0	0.0	0.0	0	0	0	0
882	771	17	0	0	0	0.0	0.0	0	0	0	0
891	186	33	0	0	0	0.0	0.0	0	0	0	0
910	14255	110	0	0	0	0.0	0.0	0	0	0	0
910	24056	28	0	0	0	0.0	0.0	0	0	0	0
910	35694	124	110	285	4	5.75	3.83	2	2	0	0
910	8692	34	0	0	0	0.0	0.0	0	0	0	0
9123	36014	0	0	0	0	0.0	0.0	0	0	0	0
914	234	343	135	450	7	31.92	21.28	4	4	1	1
93	199	193	88	112	1	6.95	6.37	1	1	1	1
9499	26523	31	0	0	0	0.0	0.0	0	0	0	0
9517	111	23	0	0	0	0.0	0.0	0	0	0	0
952	14286	388	219	1529	12	150.88	100.57	10	10	4	4
9529	14379	14	0	0	0	0.0	0.0	0	0	0	0
967	8735	12	10	10	0	0.0	0.0	1	1	0	0
968	145	49	0	0	0	0.0	0.0	0	0	0	0
9688	356	15	0	0	0	0.0	0.0	0	0	0	0
9704	14455	174	0	0	0	0.0	0.0	0	0	0	0
9704	38116	2	0	0	0	0.0	0.0	0	0	0	0
9706	26513	3	0	0	0	0.0	0.0	0	0	0	0
9736	36014	1	0	0	0	0.0	0.0	0	0	0	0
9749	38117	2	0	0	0	0.0	0.0	0	0	0	0
9749	8442	19	0	0	0	0.0	0.0	0	0	0	0
977	712	13	0	0	0	0.0	0.0	0	0	0	0
9799	14000	733	0	0	0	0.0	0.0	0	0	0	0
9799	8717	31	0	0	0	0.0	0.0	0	0	0	0
9811	26516	10	0	0	0	0.0	0.0	0	0	0	0
984	309	116	0	0	0	0.0	0.0	0	0	0	0
9854	360	44	0	0	0	0.0	0.0	0	0	0	0
9854	8445	11	0	0	0	0.0	0.0	0	0	0	0
9871	190	27	0	0	0	0.0	0.0	0	0	0	0
9902	14419	12	0	0	0	0.0	0.0	0	0	0	0
9902	771	0	0	0	0	0.0	0.0	0	0	0	0
9993	14455	82	0	0	0	0.0	0.0	0	0	0	0
9993	38116	1	0	0	0	0.0	0.0	0	0	0	0
1005	35691	18	0	0	0	0.0	0.0	0	0	0	0
10070	145	6	0	0	0	0.0	0.0	0	0	0	0
10097	37861	0	0	0	0	0.0	0.0	0	0	0	0
10106	190	49	0	0	0	0.0	0.0	0	0	0	0
10134	234	146	0	0	0	0.0	0.0	0	0	0	0
10171	14502	22	0	0	0	0.0	0.0	0	0	0	0
10171	8444	38	0	0	0	0.0	0.0	0	0	0	0
10175	8855	3	0	0	0	0.0	0.0	0	0	0	0
10184	798	3	0	0	0	0.0	0.0	0	0	0	0
10198	207	31	0	0	0	0.0	0.0	0	0	0	0
10229	26523	26	0	0	0	0.0	0.0	0	0	0	0
10260	360	50	0	0	0	0.0	0.0	0	0	0	0
10260	8445	23	0	0	0	0.0	0.0	0	0	0	0
10285	35981	7	0	0	0	0.0	0.0	0	0	0	0
10291	168	261	0	0	0	0.0	0.0	0	0	0	0
10291	212	61	0	0	0	0.0	0.0	0	0	0	0
10291	37865	0	0	0	0	0.0	0.0	0	0	0	0
10304	36014	2	0	0	0	0.0	0.0	0	0	0	0
1039	14363	26	19	19	0	10.86	10.86	1	1	1	1
10394	8609	10	0	0	0	0.0	0.0	0	0	0	0
10434	196	32	0	0	0	0.0	0.0	0	0	0	0
10434	23087	99	0	0	0	0.0	0.0	0	0	0	0
10448	23442	1	0	0	0	0.0	0.0	0	0	0	0
10467	8608	8	0	0	0	0.0	0.0	0	0	0	0
10485	343	13	0	0	0	0.0	0.0	0	0	0	0
10485	8761	0	0	0	0	0.0	0.0	0	0	0	0
10513	26518	19	0	0	0	0.0	0.0	0	0	0	0
10536	111	94	0	0	0	0.0	0.0	0	0	0	0
10552	113	3	0	0	0	0.0	0.0	0	0	0	0
10552	35984	14	0	0	0	0.0	0.0	0	0	0	0
1067	41588	5	0	0	0	0.0	0.0	0	0	0	0
1078	36014	32	0	0	0	0.0	0.0	0	0	0	0
11077	37862	0	0	0	0	0.0	0.0	0	0	0	0
11226	26516	2	0	0	0	0.0	0.0	0	0	0	0
122	199	545	183	341	3	18.97	15.77	2	2	2	2
135	113	94	0	0	0	0.0	0.0	0	0	0	0
135	35984	134	0	0	0	0.0	0.0	0	0	0	0
14357	22431	15	0	0	0	0.0	0.0	0	0	0	0
14357	8516	90	0	0	0	0.0	0.0	0	0	0	0
158	8752	195	123	123	1	4.31	2.45	1	2	1	2
172	356	158	0	0	0	0.0	0.0	0	0	0	0
1734	37861	5	0	0	0	0.0	0.0	0	0	0	0
202	8752	135	0	0	0	0.0	0.0	0	0	0	0
2039	14326	114	16	16	0	3.03	3.03	0	0	0	0
2042	14502	10	0	0	0	0.0	0.0	0	0	0	0
2042	8444	21	0	0	0	0.0	0.0	0	0	0	0
2043	14286	16	5	5	0	5.73	3.82	1	1	1	1
2044	26516	31	0	0	0	0.0	0.0	0	0	0	0
2045	609	557	427	2255	29	158.05	101.02	7	7	3	3
2046	8855	18	0	0	0	0.0	0.0	0	0	0	0
2049	34323	63	0	0	0	0.0	0.0	0	0	0	0
2055	798	39	0	0	0	0.0	0.0	0	0	0	0
2284	8752	7	0	0	0	0.0	0.0	0	0	0	0
2296	96	519	231	231	3	15.28	15.28	0	0	0	0
2299	38115	0	0	0	0	0.0	0.0	0	0	0	0
2299	8558	81	0	0	0	0.0	0.0	0	0	0	0
2319	23442	1	0	0	0	0.0	0.0	0	0	0	0
2328	128	35	0	0	0	0.0	0.0	0	0	0	0
2328	26520	10	0	0	0	0.0	0.0	0	0	0	0
2328	8546	19	0	0	0	0.0	0.0	0	0	0	0
2329	118	41	0	0	0	0.0	0.0	0	0	0	0
2344	26522	0	0	0	0	0.0	0.0	0	0	0	0
2347	35691	13	0	0	0	0.0	0.0	0	0	0	0
2372	14326	153	0	0	0	0.0	0.0	0	0	0	0
2378	8659	190	0	0	0	0.0	0.0	0	0	0	0
2389	26523	87	0	0	0	0.0	0.0	0	0	0	0
2390	37862	0	0	0	0	0.0	0.0	0	0	0	0
2392	145	12	0	0	0	0.0	0.0	0	0	0	0
2394	125	234	0	0	0	0.0	0.0	0	0	0	0
2394	8543	43	0	0	0	0.0	0.0	0	0	0	0
2395	34806	9	0	0	0	0.0	0.0	0	0	0	0
2422	8659	233	0	0	0	0.0	0.0	0	0	0	0
265	8735	286	188	760	10	49.61	48.04	5	5	4	4
276	207	150	97	215	1	6.71	4.46	3	3	1	1
296	26517	1	0	0	0	0.0	0.0	0	0	0	0
3157	190	42	0	0	0	0.0	0.0	0	0	0	0
3163	26513	28	0	0	0	0.0	0.0	0	0	0	0
3177	152	30	0	0	0	0.0	0.0	0	0	0	0
3177	314	25	0	0	0	0.0	0.0	0	0	0	0
3177	36012	13	2	2	0	3.38	2.25	0	0	0	0
3209	35981	11	0	0	0	0.0	0.0	0	0	0	0
3266	15520	20	0	0	0	0.0	0.0	0	0	0	0
330	14539	46	0	0	0	0.0	0.0	0	0	0	0
342	14419	1123	373	713	4	33.31	20.8	2	2	2	2
342	771	158	0	0	0	0.0	0.0	0	0	0	0
3445	145	23	0	0	0	0.0	0.0	0	0	0	0
3453	8645	33	0	0	0	0.0	0.0	0	0	0	0
3489	156	691	506	2298	36	49.79	33.19	4	4	2	2
367	14502	8	0	0	0	0.0	0.0	0	0	0	0
367	8444	3	0	0	0	0.0	0.0	0	0	0	0
369	26516	5	0	0	0	0.0	0.0	0	0	0	0
37	309	672	0	0	0	0.0	0.0	0	0	0	0
385	26518	12	0	0	0	0.0	0.0	0	0	0	0
397	36488	4	0	0	0	0.0	0.0	0	0	0	0
408	14326	69	0	0	0	0.0	0.0	0	0	0	0
413	26516	347	99	99	1	10.68	10.68	0	0	0	0
414	609	15134	14614	265672	1180	2309.4	1877.91	33	34	33	33
424	798	189	13	13	0	2.13	2.13	0	0	0	0
428	145	4	0	0	0	0.0	0.0	0	0	0	0
463	8537	249	0	0	0	0.0	0.0	0	0	0	0
468	196	11	0	0	0	0.0	0.0	0	0	0	0
468	23087	10	0	0	0	0.0	0.0	0	0	0	0
469	186	9	0	0	0	0.0	0.0	0	0	0	0
500	360	55	26	26	0	7.63	4.5	0	0	0	0
500	8445	12	0	0	0	0.0	0.0	0	0	0	0
502	26517	0	0	0	0	0.0	0.0	0	0	0	0
505	310	713	254	447	18	0.0	0.0	2	2	0	0
523	130	228	0	0	0	0.0	0.0	0	0	0	0
531	168	642	5	13	0	0.97	0.65	2	3	1	2
531	212	200	1	1	0	0.45	0.23	0	0	1	1
531	37865	1	0	0	0	0.0	0.0	0	0	0	0
5333	14001	24	0	0	0	0.0	0.0	0	0	0	0
5334	128	33	0	0	0	0.0	0.0	0	0	0	0
5334	26520	2	0	0	0	0.0	0.0	0	0	0	0
5334	8546	11	0	0	0	0.0	0.0	0	0	0	0
536	118	11	0	0	0	0.0	0.0	0	0	0	0
5632	36014	13	0	0	0	0.0	0.0	0	0	0	0
5695	14000	750	0	0	0	0.0	0.0	0	0	0	0
5695	8717	30	0	0	0	0.0	0.0	0	0	0	0
5709	113	17	0	0	0	0.0	0.0	0	0	0	0
