sloc1	scate2	ps1	ps1a	as1	clk01	cost1	cash1	dispuser1	dispsub1	realcostuser1	realcostsub1
10229	111	64	0	0	0	0.0	0.0	0	0	0	0
10260	125	234	0	0	0	0.0	0.0	0	0	0	0
10260	8543	25	0	0	0	0.0	0.0	0	0	0	0
10285	37861	3	0	0	0	0.0	0.0	0	0	0	0
10291	310	82	0	0	0	0.0	0.0	0	0	0	0
10362	609	149	0	0	0	0.0	0.0	0	0	0	0
1039	309	60	0	0	0	0.0	0.0	0	0	0	0
10394	460	30	0	0	0	0.0	0.0	0	0	0	0
10417	26523	30	0	0	0	0.0	0.0	0	0	0	0
10434	26515	8	0	0	0	0.0	0.0	0	0	0	0
10448	36014	1	0	0	0	0.0	0.0	0	0	0	0
10461	186	23	0	0	0	0.0	0.0	0	0	0	0
10524	609	169	86	86	1	5.7	5.7	1	1	1	1
10536	37862	0	0	0	0	0.0	0.0	0	0	0	0
10552	35136	30	0	0	0	0.0	0.0	0	0	0	0
10552	37864	0	0	0	0	0.0	0.0	0	0	0	0
1057	26521	18	0	0	0	0.0	0.0	0	0	0	0
1067	8609	40	0	0	0	0.0	0.0	0	0	0	0
1086	8752	29	13	13	0	0.0	0.0	1	1	0	0
1096	234	426	0	0	0	0.0	0.0	0	0	0	0
11296	350	7	0	0	0	0.0	0.0	0	0	0	0
122	26518	36	0	0	0	0.0	0.0	0	0	0	0
135	35136	277	0	0	0	0.0	0.0	0	0	0	0
135	37864	8	0	0	0	0.0	0.0	0	0	0	0
172	26513	549	358	2297	120	19.12	18.06	7	9	7	7
2037	26522	0	0	0	0	0.0	0.0	0	0	0	0
2045	14526	82	0	0	0	0.0	0.0	0	0	0	0
2046	14354	21	0	0	0	0.0	0.0	0	0	0	0
2049	343	30	0	0	0	0.0	0.0	0	0	0	0
2049	8761	1	0	0	0	0.0	0.0	0	0	0	0
2052	38117	2	0	0	0	0.0	0.0	0	0	0	0
2052	8442	93	0	0	0	0.0	0.0	0	0	0	0
2192	128	56	0	0	0	0.0	0.0	0	0	0	0
2192	26520	20	0	0	0	0.0	0.0	0	0	0	0
2192	8546	18	0	0	0	0.0	0.0	0	0	0	0
2247	145	45	0	0	0	0.0	0.0	0	0	0	0
228	128	194	9	9	0	4.32	2.88	0	0	0	0
228	26520	27	0	0	0	0.0	0.0	0	0	0	0
228	8546	44	0	0	0	0.0	0.0	0	0	0	0
2292	190	27	0	0	0	0.0	0.0	0	0	0	0
2303	38118	1	0	0	0	0.0	0.0	0	0	0	0
2307	14255	12	0	0	0	0.0	0.0	0	0	0	0
2307	24056	17	0	0	0	0.0	0.0	0	0	0	0
2307	35694	33	0	0	0	0.0	0.0	0	0	0	0
2307	8692	22	0	0	0	0.0	0.0	0	0	0	0
2315	356	26	0	0	0	0.0	0.0	0	0	0	0
2319	36014	17	0	0	0	0.0	0.0	0	0	0	0
2323	14419	20	0	0	0	0.0	0.0	0	0	0	0
2323	771	6	0	0	0	0.0	0.0	0	0	0	0
2342	130	234	0	0	0	0.0	0.0	0	0	0	0
2344	35981	10	0	0	0	0.0	0.0	0	0	0	0
2350	168	347	274	1057	11	26.27	20.08	4	4	3	3
2350	212	111	91	91	0	0.0	0.0	1	1	0	0
2350	37865	1	0	0	0	0.0	0.0	0	0	0	0
2354	128	67	0	0	0	0.0	0.0	0	0	0	0
2354	26520	12	0	0	0	0.0	0.0	0	0	0	0
2354	8546	15	0	0	0	0.0	0.0	0	0	0	0
2364	8608	18	0	0	0	0.0	0.0	0	0	0	0
2373	35691	14	0	0	0	1.93	1.93	0	0	0	0
2378	36488	26	0	0	0	0.0	0.0	0	0	0	0
2389	111	89	0	0	0	0.0	0.0	0	0	0	0
2392	199	31	0	0	0	0.0	0.0	0	0	0	0
2395	37866	1	0	0	0	0.0	0.0	0	0	0	0
2395	95	349	0	0	0	0.0	0.0	0	0	0	0
2398	26531	32	0	0	0	0.0	0.0	0	0	0	0
2398	8719	91	0	0	0	0.0	0.0	0	0	0	0
2408	8735	12	0	0	0	0.0	0.0	0	0	0	0
2422	36488	24	0	0	0	0.0	0.0	0	0	0	0
2429	14539	18	0	0	0	0.0	0.0	0	0	0	0
291	8735	98	0	0	0	0.0	0.0	0	0	0	0
296	8523	60	54	142	3	9.65	7.72	3	3	2	2
3177	29389	35	0	0	0	0.0	0.0	0	0	0	0
319	14379	307	64	77	0	5.72	4.22	0	0	0	0
3209	37861	1	0	0	0	0.0	0.0	0	0	0	0
3328	360	183	106	106	1	0.0	0.0	1	1	0	0
3328	8445	95	0	0	0	0.0	0.0	0	0	0	0
3350	26523	139	0	0	0	0.0	0.0	0	0	0	0
3359	168	254	163	163	0	15.45	10.3	1	1	1	1
3359	212	136	0	0	0	0.0	0.0	0	0	0	0
3359	37865	0	0	0	0	0.0	0.0	0	0	0	0
3445	199	33	0	0	0	0.0	0.0	0	0	0	0
3470	8735	51	3	3	0	3.59	3.59	0	0	0	0
362	23065	256	0	0	0	0.0	0.0	0	0	0	0
37	34323	871	53	53	0	6.79	4.19	0	0	0	0
394	14286	163	92	157	2	9.67	6.35	1	1	0	0
397	8855	2	0	0	0	0.0	0.0	0	0	0	0
4	168	12912	10180	95597	206	1040.07	848.59	13	16	13	14
4	212	3071	1832	2153	7	129.15	109.19	1	1	1	1
4	37865	24	0	0	0	0.0	0.0	0	0	0	0
400	234	46	16	16	0	2.88	1.9	1	1	0	0
409	35691	0	0	0	0	0.0	0.0	0	0	0	0
414	14526	364	186	186	1	11.56	11.04	1	1	1	1
428	199	6	0	0	0	0.0	0.0	0	0	0	0
450	798	125	0	0	0	0.0	0.0	0	0	0	0
463	712	54	0	0	0	0.0	0.0	0	0	0	0
468	26515	4	0	0	0	0.0	0.0	0	0	0	0
469	37981	1	0	0	0	0.0	0.0	0	0	0	0
471	14000	861	757	4503	34	146.22	94.89	6	6	4	4
471	8717	58	0	0	0	0.0	0.0	0	0	0	0
483	350	502	273	616	7	24.84	18.08	2	2	2	2
497	37863	44	0	0	0	0.0	0.0	0	0	0	0
497	8746	76	0	0	0	0.0	0.0	0	0	0	0
500	125	58	0	0	0	0.0	0.0	0	0	0	0
500	8543	15	0	0	0	0.0	0.0	0	0	0	0
502	8523	56	0	0	0	0.0	0.0	0	0	0	0
518	234	530	228	580	6	23.74	15.83	3	3	0	0
531	310	1312	80	159	3	16.78	11.18	1	1	0	1
541	37863	122	107	267	5	4.68	3.06	2	2	0	0
541	8746	201	146	146	1	0.0	0.0	1	1	0	0
556	14286	241	115	207	3	12.7	10.06	2	2	1	1
5669	171	59	0	0	0	0.0	0.0	0	0	0	0
5709	35136	68	0	0	0	0.0	0.0	0	0	0	0
5709	37864	0	0	0	0	0.0	0.0	0	0	0	0
5722	199	37	0	0	0	0.0	0.0	0	0	0	0
5733	133	44	0	0	0	0.0	0.0	0	0	0	0
577	35721	0	0	0	0	0.0	0.0	0	0	0	0
5772	356	4	0	0	0	0.0	0.0	0	0	0	0
5853	8855	19	0	0	0	0.0	0.0	0	0	0	0
5898	14419	51	0	0	0	0.0	0.0	0	0	0	0
5898	771	12	0	0	0	0.0	0.0	0	0	0	0
592	36011	90	0	0	0	0.0	0.0	0	0	0	0
5936	23065	4	0	0	0	0.0	0.0	0	0	0	0
5942	14419	35	0	0	0	0.0	0.0	0	0	0	0
5942	771	5	0	0	0	0.0	0.0	0	0	0	0
5958	34807	0	0	0	0	0.0	0.0	0	0	0	0
5958	611	19	0	0	0	0.0	0.0	0	0	0	0
606	34323	493	0	0	0	0.0	0.0	0	0	0	0
615	8735	8	0	0	0	0.0	0.0	0	0	0	0
618	125	38	0	0	0	0.0	0.0	0	0	0	0
618	8543	8	0	0	0	0.0	0.0	0	0	0	0
623	8493	77	0	0	0	0.0	0.0	0	0	0	0
645	350	72	0	0	0	0.0	0.0	0	0	0	0
648	14419	11	0	0	0	0.0	0.0	0	0	0	0
648	771	1	0	0	0	0.0	0.0	0	0	0	0
652	14379	74	0	0	0	0.0	0.0	0	0	0	0
656	196	31	0	0	0	0.0	0.0	0	0	0	0
656	23087	21	0	0	0	0.0	0.0	0	0	0	0
669	35981	290	1	1	0	0.0	0.0	0	0	0	0
6700	41588	6	0	0	0	0.0	0.0	0	0	0	0
6718	14354	36	0	0	0	0.0	0.0	0	0	0	0
6770	36488	15	0	0	0	0.0	0.0	0	0	0	0
679	128	59	0	0	0	0.0	0.0	0	0	0	0
679	26520	5	0	0	0	0.0	0.0	0	0	0	0
679	8546	30	0	0	0	0.0	0.0	0	0	0	0
6793	14379	22	0	0	0	0.0	0.0	0	0	0	0
6803	125	193	0	0	0	0.0	0.0	0	0	0	0
6803	8543	19	0	0	0	0.0	0.0	0	0	0	0
6805	8523	19	0	0	0	0.0	0.0	0	0	0	0
686	102	216	123	123	3	0.0	0.0	1	1	0	0
6964	190	83	0	0	0	0.0	0.0	0	0	0	0
698	35691	1	0	0	0	0.0	0.0	0	0	0	0
700	196	100	0	0	0	0.0	0.0	0	0	0	0
700	23087	137	0	0	0	0.0	0.0	0	0	0	0
7133	23442	6	0	0	0	0.0	0.0	0	0	0	0
7154	26518	15	0	0	0	0.0	0.0	0	0	0	0
722	14001	143	0	0	0	0.0	0.0	0	0	0	0
726	22431	18	0	0	0	0.0	0.0	0	0	0	0
726	8516	69	0	0	0	0.0	0.0	0	0	0	0
7289	171	27	0	0	0	0.0	0.0	0	0	0	0
7303	14001	71	0	0	0	0.0	0.0	0	0	0	0
7453	38117	2	0	0	0	0.0	0.0	0	0	0	0
7453	8442	42	0	0	0	0.0	0.0	0	0	0	0
751	343	39	0	0	0	0.0	0.0	0	0	0	0
751	8761	4	0	0	0	0.0	0.0	0	0	0	0
772	133	106	78	78	3	0.0	0.0	1	1	0	0
776	14363	1	0	0	0	0.0	0.0	0	0	0	0
783	14455	595	66	66	0	8.71	5.81	0	0	0	0
783	38116	10	0	0	0	0.0	0.0	0	0	0	0
79	14419	577	282	373	3	22.35	15.55	1	1	1	1
79	771	194	0	0	0	0.0	0.0	0	0	0	0
791	8523	171	134	490	11	4.79	4.79	4	4	0	0
811	26531	105	62	203	8	17.78	11.85	4	4	1	1
811	8719	198	66	86	0	11.2	8.9	1	1	1	1
837	168	3295	1943	12479	77	590.68	461.04	11	11	11	11
837	212	1432	945	1232	7	52.19	44.75	1	1	1	1
837	37865	7	0	0	0	0.0	0.0	0	0	0	0
8601	460	82	0	0	0	0.0	0.0	0	0	0	0
872	38117	4	0	0	0	0.0	0.0	0	0	0	0
872	8442	53	0	0	0	0.0	0.0	0	0	0	0
891	609	601	485	862	15	63.53	51.59	2	2	2	2
8973	14502	20	0	0	0	0.0	0.0	0	0	0	0
8973	8444	69	0	0	0	0.0	0.0	0	0	0	0
901	26522	1	0	0	0	0.0	0.0	0	0	0	0
910	14354	215	0	0	0	0.0	0.0	0	0	0	0
914	171	102	0	0	0	0.0	0.0	0	0	0	0
9146	14455	85	0	0	0	0.0	0.0	0	0	0	0
9146	38116	0	0	0	0	0.0	0.0	0	0	0	0
927	203	502	188	188	5	7.97	7.97	1	1	1	1
9326	26515	11	0	0	0	0.0	0.0	0	0	0	0
9363	130	55	0	0	0	0.0	0.0	0	0	0	0
9422	22431	22	0	0	0	0.0	0.0	0	0	0	0
9422	8516	95	0	0	0	0.0	0.0	0	0	0	0
9444	35136	35	0	0	0	0.0	0.0	0	0	0	0
9444	37864	0	0	0	0	0.0	0.0	0	0	0	0
946	26523	12	0	0	0	0.0	0.0	0	0	0	0
9472	14363	11	0	0	0	0.0	0.0	0	0	0	0
9481	26513	56	0	0	0	0.0	0.0	0	0	0	0
9517	37863	1	0	0	0	0.0	0.0	0	0	0	0
9517	8746	4	0	0	0	0.0	0.0	0	0	0	0
952	34806	73	45	45	0	0.0	0.0	1	1	0	0
961	38118	3	0	0	0	0.0	0.0	0	0	0	0
9704	8658	16	0	0	0	0.0	0.0	0	0	0	0
9706	102	12	0	0	0	0.0	0.0	0	0	0	0
9709	8608	4	0	0	0	0.0	0.0	0	0	0	0
9749	8659	112	0	0	0	0.0	0.0	0	0	0	0
977	36014	15	0	0	0	0.0	0.0	0	0	0	0
9811	8523	115	96	96	6	10.56	7.04	1	1	1	1
984	35828	190	92	92	2	10.87	10.87	1	1	1	1
9871	118	17	0	0	0	0.0	0.0	0	0	0	0
993	156	968	635	1617	15	29.51	29.51	3	3	1	1
9976	130	48	0	0	0	0.0	0.0	0	0	0	0
9993	8658	18	0	0	0	0.0	0.0	0	0	0	0
1	199	3942	1968	10203	18	629.89	469.03	6	7	6	6
10015	14000	251	209	209	1	12.15	9.42	1	1	1	1
10015	8717	25	0	0	0	0.0	0.0	0	0	0	0
10039	186	27	0	0	0	0.0	0.0	0	0	0	0
10106	118	36	0	0	0	0.0	0.0	0	0	0	0
10115	8608	2	0	0	0	0.0	0.0	0	0	0	0
10120	38115	1	0	0	0	0.0	0.0	0	0	0	0
10120	8558	84	0	0	0	0.0	0.0	0	0	0	0
10134	171	35	0	0	0	0.0	0.0	0	0	0	0
10171	125	226	0	0	0	0.0	0.0	0	0	0	0
10171	8543	27	10	10	0	3.59	2.39	0	0	0	0
10184	37981	1	0	0	0	0.0	0.0	0	0	0	0
10285	37862	0	0	0	0	0.0	0.0	0	0	0	0
1029	130	230	0	0	0	0.0	0.0	0	0	0	0
10291	311	45	0	0	0	0.0	0.0	0	0	0	0
1039	148	33	0	0	0	0.0	0.0	0	0	0	0
1039	36008	80	0	0	0	0.0	0.0	0	0	0	0
10394	128	19	0	0	0	0.0	0.0	0	0	0	0
10394	26520	1	0	0	0	0.0	0.0	0	0	0	0
10394	8546	4	0	0	0	0.0	0.0	0	0	0	0
10434	26516	16	0	0	0	0.0	0.0	0	0	0	0
10448	8735	16	0	0	0	0.0	0.0	0	0	0	0
10454	35721	9	0	0	0	0.0	0.0	0	0	0	0
10467	460	142	0	0	0	0.0	0.0	0	0	0	0
10485	14379	23	0	0	0	0.0	0.0	0	0	0	0
10513	14539	18	0	0	0	0.0	0.0	0	0	0	0
10536	37863	2	0	0	0	0.0	0.0	0	0	0	0
10536	8746	17	0	0	0	0.0	0.0	0	0	0	0
10552	168	137	0	0	0	0.0	0.0	0	0	0	0
10552	212	54	0	0	0	0.0	0.0	0	0	0	0
10552	37865	0	0	0	0	0.0	0.0	0	0	0	0
1057	26522	0	0	0	0	0.0	0.0	0	0	0	0
11077	41588	0	0	0	0	0.0	0.0	0	0	0	0
11226	8523	20	0	0	0	0.0	0.0	0	0	0	0
135	168	1837	1013	2968	24	148.19	98.87	4	4	4	4
135	212	501	383	1114	13	32.77	21.84	3	3	1	1
135	37865	6	0	0	0	0.0	0.0	0	0	0	0
13950	145	12	0	0	0	0.0	0.0	0	0	0	0
158	35691	257	117	186	1	47.56	43.26	2	2	2	2
16	26515	27	0	0	0	0.0	0.0	0	0	0	0
18	14255	686	0	0	0	0.0	0.0	0	0	0	0
18	24056	180	91	214	1	16.51	13.34	1	2	1	2
18	35694	997	766	2253	9	148.99	131.18	2	3	2	3
18	8692	194	0	0	0	0.0	0.0	0	0	0	0
188	133	415	176	319	4	28.65	26.65	1	1	1	1
202	35691	176	0	0	0	0.0	0.0	0	0	0	0
2037	26523	76	40	40	0	16.91	11.28	1	1	1	1
2038	26513	36	0	0	0	0.0	0.0	0	0	0	0
2040	145	15	0	0	0	0.0	0.0	0	0	0	0
2042	125	145	0	0	0	0.0	0.0	0	0	0	0
2042	8543	19	0	0	0	0.0	0.0	0	0	0	0
2043	34806	0	0	0	0	0.0	0.0	0	0	0	0
2044	8523	209	132	132	0	5.0	3.12	1	1	1	1
2050	207	21	0	0	0	0.0	0.0	0	0	0	0
2052	38118	2	0	0	0	0.0	0.0	0	0	0	0
2054	26515	31	0	0	0	0.0	0.0	0	0	0	0
2055	37981	3	0	0	0	0.0	0.0	0	0	0	0
2192	26521	21	0	0	0	0.0	0.0	0	0	0	0
228	26521	41	0	0	0	0.0	0.0	0	0	0	0
2284	35691	4	0	0	0	0.0	0.0	0	0	0	0
2296	36011	30	0	0	0	0.0	0.0	0	0	0	0
2303	14502	37	18	18	0	11.09	11.09	1	1	1	1
2303	8444	53	0	0	0	0.0	0.0	0	0	0	0
2307	8855	15	0	0	0	0.0	0.0	0	0	0	0
2319	8735	35	0	0	0	0.0	0.0	0	0	0	0
2325	35721	27	0	0	0	0.0	0.0	0	0	0	0
2328	8645	38	0	0	0	0.0	0.0	0	0	0	0
2329	712	13	0	0	0	0.0	0.0	0	0	0	0
2337	14000	609	558	1050	11	7.16	7.07	2	2	1	1
2337	8717	45	0	0	0	0.0	0.0	0	0	0	0
2344	111	98	0	0	0	0.0	0.0	0	0	0	0
2350	37866	0	0	0	0	0.0	0.0	0	0	0	0
2350	95	678	475	875	14	16.65	11.09	2	2	0	0
2354	26521	20	0	0	0	0.0	0.0	0	0	0	0
2360	113	7	0	0	0	0.0	0.0	0	0	0	0
2360	35984	11	0	0	0	0.0	0.0	0	0	0	0
2364	8609	41	0	0	0	0.0	0.0	0	0	0	0
2371	26513	26	0	0	0	0.0	0.0	0	0	0	0
2390	41588	0	0	0	0	0.0	0.0	0	0	0	0
2393	234	120	0	0	0	0.0	0.0	0	0	0	0
2395	96	274	0	0	0	0.0	0.0	0	0	0	0
2398	38115	4	0	0	0	0.0	0.0	0	0	0	0
2398	8558	56	0	0	0	0.0	0.0	0	0	0	0
2404	196	20	0	0	0	0.0	0.0	0	0	0	0
2404	23087	23	0	0	0	0.0	0.0	0	0	0	0
2408	156	199	0	0	0	0.0	0.0	0	0	0	0
291	156	1140	732	1781	17	21.25	14.17	2	2	0	0
3157	118	24	0	0	0	0.0	0.0	0	0	0	0
3163	102	150	0	0	0	0.0	0.0	0	0	0	0
3184	343	18	0	0	0	0.0	0.0	0	0	0	0
3184	8761	2	0	0	0	0.0	0.0	0	0	0	0
3198	203	312	0	0	0	0.0	0.0	0	0	0	0
3209	37862	0	0	0	0	0.0	0.0	0	0	0	0
3251	113	15	0	0	0	0.0	0.0	0	0	0	0
3251	35984	27	0	0	0	0.0	0.0	0	0	0	0
3328	8608	28	0	0	0	0.0	0.0	0	0	0	0
3359	37866	0	0	0	0	0.0	0.0	0	0	0	0
3359	95	616	367	717	16	18.02	12.02	2	2	1	1
3453	37861	0	0	0	0	0.0	0.0	0	0	0	0
3470	156	841	0	0	0	0.0	0.0	0	0	0	0
355	34323	77	0	0	0	0.0	0.0	0	0	0	0
367	125	33	0	0	0	0.0	0.0	0	0	0	0
367	8543	4	0	0	0	0.0	0.0	0	0	0	0
369	8523	73	10	19	1	3.89	3.89	0	0	0	0
37	35828	553	207	882	6	69.44	55.58	5	7	5	5
375	207	61	18	18	0	7.25	4.83	1	1	1	1
385	14539	26	0	0	0	0.0	0.0	0	0	0	0
394	350	100	0	0	0	0.0	0.0	0	0	0	0
397	14419	12	0	0	0	0.0	0.0	0	0	0	0
397	771	1	0	0	0	0.0	0.0	0	0	0	0
4	37866	75	0	0	0	0.0	0.0	0	0	0	0
4	95	13305	5558	11220	44	402.66	310.95	2	2	2	2
407	26513	5	0	0	0	0.0	0.0	0	0	0	0
413	8523	2664	2011	10456	41	182.27	147.91	5	6	5	6
424	37981	20	0	0	0	0.0	0.0	0	0	0	0
450	186	55	0	0	0	0.0	0.0	0	0	0	0
463	23442	14	0	0	0	0.0	0.0	0	0	0	0
468	26516	3	0	0	0	0.0	0.0	0	0	0	0
469	609	115	0	0	0	0.0	0.0	0	0	0	0
471	14001	136	0	0	0	0.0	0.0	0	0	0	0
497	35136	111	0	0	0	0.0	0.0	0	0	0	0
497	37864	1	0	0	0	0.0	0.0	0	0	0	0
5	203	7396	3503	5298	16	71.57	54.58	1	1	1	1
523	798	165	0	0	0	0.0	0.0	0	0	0	0
531	311	155	0	0	0	0.0	0.0	0	0	0	0
5333	8493	18	0	0	0	0.0	0.0	0	0	0	0
5334	8645	27	0	0	0	0.0	0.0	0	0	0	0
536	712	8	0	0	0	0.0	0.0	0	0	0	0
537	207	9	0	0	0	0.0	0.0	0	0	0	0
541	35136	445	352	651	38	4.89	3.19	2	2	1	1
541	37864	10	0	0	0	0.0	0.0	0	0	0	0
556	350	138	0	0	0	0.0	0.0	0	0	0	0
5633	199	36	0	0	0	0.0	0.0	0	0	0	0
5669	8752	6	0	0	0	0.0	0.0	0	0	0	0
5709	168	352	232	1295	26	18.78	12.53	7	8	3	4
5709	212	132	0	0	0	0.0	0.0	0	0	0	0
5709	37865	0	0	0	0	0.0	0.0	0	0	0	0
572	190	117	61	61	1	0.0	0.0	1	1	0	0
5845	356	15	0	0	0	0.0	0.0	0	0	0	0
5853	14419	67	31	62	1	0.0	0.0	2	2	0	0
5853	771	16	0	0	0	0.0	0.0	0	0	0	0
592	152	49	0	0	0	0.0	0.0	0	0	0	0
592	314	37	26	26	0	7.83	5.22	1	1	1	1
592	36012	13	0	0	0	0.0	0.0	0	0	0	0
5959	14539	1	0	0	0	0.0	0.0	0	0	0	0
606	35828	304	211	833	7	86.81	72.7	9	10	9	10
615	156	250	0	0	0	0.0	0.0	0	0	0	0
629	14286	85	0	0	0	0.0	0.0	0	0	0	0
637	22431	93	0	0	0	0.0	0.0	0	0	0	0
637	8516	589	335	375	3	2.21	1.48	1	1	0	0
669	111	599	472	905	14	2.59	2.59	2	2	0	0
6729	41588	1	0	0	0	0.0	0.0	0	0	0	0
6745	310	382	0	0	0	0.0	0.0	0	0	0	0
6752	196	46	0	0	0	0.0	0.0	0	0	0	0
6752	23087	58	0	0	0	0.0	0.0	0	0	0	0
6776	118	26	0	0	0	0.0	0.0	0	0	0	0
679	26521	18	0	0	0	0.0	0.0	0	0	0	0
696	26513	4	0	0	0	0.0	0.0	0	0	0	0
722	26531	85	52	80	1	5.95	2.76	1	1	0	0
722	8719	234	10	10	0	0.84	0.84	0	0	0	0
725	14379	21	0	0	0	0.0	0.0	0	0	0	0
728	29389	53	0	0	0	0.0	0.0	0	0	0	0
7289	8752	7	0	0	0	0.0	0.0	0	0	0	0
7303	26531	22	0	0	0	0.0	0.0	0	0	0	0
7303	8719	105	0	0	0	0.0	0.0	0	0	0	0
740	26513	171	0	0	0	0.0	0.0	0	0	0	0
7453	38118	1	0	0	0	0.0	0.0	0	0	0	0
7468	37861	0	0	0	0	0.0	0.0	0	0	0	0
7576	14000	88	0	0	0	0.0	0.0	0	0	0	0
7576	8717	15	0	0	0	0.0	0.0	0	0	0	0
7620	14000	652	0	0	0	0.0	0.0	0	0	0	0
7620	8717	42	0	0	0	0.0	0.0	0	0	0	0
776	14526	9	0	0	0	0.0	0.0	0	0	0	0
783	38117	5	0	0	0	0.0	0.0	0	0	0	0
783	8442	75	0	0	0	0.0	0.0	0	0	0	0
7921	133	40	0	0	0	0.0	0.0	0	0	0	0
7951	37981	7	0	0	0	0.0	0.0	0	0	0	0
801	8658	37	0	0	0	0.0	0.0	0	0	0	0
811	38115	5	0	0	0	0.0	0.0	0	0	0	0
811	8558	228	137	278	4	3.94	2.62	2	2	0	0
821	14354	95	0	0	0	0.0	0.0	0	0	0	0
834	199	6	0	0	0	0.0	0.0	0	0	0	0
837	37866	11	0	0	0	0.0	0.0	0	0	0	0
837	95	5657	3253	6734	58	154.08	107.39	3	3	3	3
8398	22431	8	0	0	0	0.0	0.0	0	0	0	0
8398	8516	101	0	0	0	0.0	0.0	0	0	0	0
845	133	185	142	365	3	22.65	15.97	2	2	2	2
8481	203	380	0	0	0	0.0	0.0	0	0	0	0
858	26513	71	0	0	0	0.0	0.0	0	0	0	0
8582	14354	20	0	0	0	0.0	0.0	0	0	0	0
8601	128	32	0	0	0	0.0	0.0	0	0	0	0
8601	26520	1	0	0	0	0.0	0.0	0	0	0	0
8601	8546	9	0	0	0	0.0	0.0	0	0	0	0
872	38118	0	0	0	0	0.0	0.0	0	0	0	0
8854	37861	1	0	0	0	0.0	0.0	0	0	0	0
8973	360	76	0	0	0	0.0	0.0	0	0	0	0
8973	8445	31	0	0	0	0.0	0.0	0	0	0	0
901	26523	96	0	0	0	0.0	0.0	0	0	0	0
914	8752	33	0	0	0	0.0	0.0	0	0	0	0
9146	38117	0	0	0	0	0.0	0.0	0	0	0	0
9146	8442	8	0	0	0	0.0	0.0	0	0	0	0
93	343	136	0	0	0	0.0	0.0	0	0	0	0
93	8761	18	0	0	0	0.0	0.0	0	0	0	0
9326	26516	14	0	0	0	0.0	0.0	0	0	0	0
9357	309	16	0	0	0	0.0	0.0	0	0	0	0
9409	356	15	0	0	0	0.0	0.0	0	0	0	0
9444	168	155	0	0	0	0.0	0.0	0	0	0	0
9444	212	43	0	0	0	0.0	0.0	0	0	0	0
9444	37865	0	0	0	0	0.0	0.0	0	0	0	0
9449	118	23	0	0	0	0.0	0.0	0	0	0	0
9472	14526	34	0	0	0	0.0	0.0	0	0	0	0
9499	113	10	0	0	0	0.0	0.0	0	0	0	0
9499	35984	13	0	0	0	0.0	0.0	0	0	0	0
9517	35136	15	0	0	0	0.0	0.0	0	0	0	0
9517	37864	0	0	0	0	0.0	0.0	0	0	0	0
952	34807	40	28	28	0	0.0	0.0	1	1	0	0
952	611	333	246	788	6	22.88	14.06	5	5	1	1
9530	199	29	0	0	0	0.0	0.0	0	0	0	0
9539	14379	7	0	0	0	0.0	0.0	0	0	0	0
961	14502	74	0	0	0	0.0	0.0	0	0	0	0
961	8444	56	0	0	0	0.0	0.0	0	0	0	0
9617	102	80	19	19	0	2.72	2.72	0	0	0	0
968	34323	76	0	0	0	0.0	0.0	0	0	0	0
9688	26515	7	0	0	0	0.0	0.0	0	0	0	0
9704	8659	114	0	0	0	0.0	0.0	0	0	0	0
9709	8609	14	0	0	0	0.0	0.0	0	0	0	0
977	8735	27	21	21	0	4.61	3.07	1	1	0	0
9799	8493	96	0	0	0	0.0	0.0	0	0	0	0
9832	798	26	0	0	0	0.0	0.0	0	0	0	0
9854	460	62	0	0	0	0.0	0.0	0	0	0	0
9871	8537	45	0	0	0	0.0	0.0	0	0	0	0
9993	8659	86	0	0	0	0.0	0.0	0	0	0	0
10015	14001	49	36	97	1	0.0	0.0	3	3	0	0
10070	34323	11	0	0	0	0.0	0.0	0	0	0	0
10097	41588	1	0	0	0	0.0	0.0	0	0	0	0
10106	8537	75	0	0	0	0.0	0.0	0	0	0	0
10115	8609	14	0	0	0	0.0	0.0	0	0	0	0
10120	14455	266	0	0	0	0.0	0.0	0	0	0	0
10120	38116	3	0	0	0	0.0	0.0	0	0	0	0
10134	8752	6	0	0	0	0.0	0.0	0	0	0	0
10159	14354	11	0	0	0	0.0	0.0	0	0	0	0
10184	609	62	0	0	0	0.0	0.0	0	0	0	0
10198	145	13	0	0	0	0.0	0.0	0	0	0	0
10229	113	4	0	0	0	0.0	0.0	0	0	0	0
10229	35984	9	0	0	0	0.0	0.0	0	0	0	0
10260	460	55	0	0	0	0.0	0.0	0	0	0	0
10266	356	15	9	9	0	10.93	10.93	1	1	1	1
10285	37863	6	0	0	0	0.0	0.0	0	0	0	0
10285	8746	10	0	0	0	0.0	0.0	0	0	0	0
10394	26521	1	0	0	0	0.0	0.0	0	0	0	0
10434	26517	3	0	0	0	0.0	0.0	0	0	0	0
10448	156	242	174	725	26	23.63	23.31	4	4	4	4
10467	128	45	0	0	0	0.0	0.0	0	0	0	0
10467	26520	2	0	0	0	0.0	0.0	0	0	0	0
10467	8546	15	0	0	0	0.0	0.0	0	0	0	0
10492	14354	85	0	0	0	0.0	0.0	0	0	0	0
10506	14286	49	12	12	0	4.38	2.91	0	0	0	0
10536	35136	67	0	0	0	0.0	0.0	0	0	0	0
10536	37864	0	0	0	0	0.0	0.0	0	0	0	0
10539	14000	287	0	0	0	0.0	0.0	0	0	0	0
10539	8717	8	0	0	0	0.0	0.0	0	0	0	0
10552	37866	0	0	0	0	0.0	0.0	0	0	0	0
