sloc1	scate2	platform	clks_one_day
914	8523	app	23
927	41588	app	0
927	8516	pc	0
93	22431	m	13
93	8493	pc	8
93	8516	m	202
9422	203	app	0
961	130	app	0
9656	14379	pc	0
967	14502	app	0
968	14286	app	0
9687	8493	app	0
9709	14455	app	0
9749	168	m	0
9749	212	m	2
984	14455	pc	14
1005	96	app	25
10115	14286	m	0
10134	8493	pc	0
102	798	pc	3
1029	14000	m	7
1029	15520	app	0
10461	609	m	1
10506	14000	app	4
10524	234	pc	0
10539	234	m	0
1067	168	pc	2
1078	14419	app	0
1086	8558	pc	0
1096	234	m	0
122	309	pc	14
122	38117	app	0
122	8442	app	13
12804	14526	pc	0
135	14326	app	7
14357	133	m	0
14357	14455	m	0
14357	311	app	0
147	186	pc	4
158	34806	app	6
16	14001	app	0
172	14000	app	25
172	8717	app	0
18	118	app	1
18	8659	pc	5
188	310	app	39
188	35691	pc	1
202	34806	app	4
2038	14502	app	0
2043	130	app	0
2047	22431	app	1
2047	95	pc	4
2048	203	pc	0
2054	14326	m	4
2055	128	app	0
2055	14455	pc	0
228	128	m	1
228	311	pc	4
228	8546	m	0
2302	95	app	5
2303	203	app	10
2323	14286	pc	0
2342	130	m	1
2347	96	app	25
2350	168	m	5
2350	212	m	4
2354	8546	m	0
2372	14286	app	0
2373	611	app	0
2378	360	pc	0
2380	22431	app	2
2380	95	pc	3
2381	203	pc	1
2398	8735	app	0
2422	34323	app	0
2422	360	pc	3
2422	8445	pc	1
2501	128	pc	0
265	22431	app	15
265	8516	app	127
291	8735	m	1
296	8523	m	3
297	111	app	5
297	234	pc	0
3	8608	pc	22
304	8855	app	0
3177	35694	app	0
319	125	app	44
319	130	pc	17
319	14379	m	7
319	8543	app	6
3237	22431	m	0
330	36488	app	0
3328	360	m	0
3350	152	pc	0
3359	168	m	10
3359	212	m	1
3434	203	pc	4
3479	14526	pc	0
362	190	app	12
37	34323	m	22
375	14326	pc	7
385	34323	pc	0
394	14286	m	0
394	8735	pc	0
397	125	pc	0
399	8523	pc	0
4	168	m	701
4	212	m	105
409	611	app	0
413	199	pc	5
414	14526	m	4
424	128	app	1
471	14000	m	34
471	14419	pc	0
471	15520	app	0
483	156	pc	90
497	14286	pc	0
5	23065	app	6
500	125	m	1
502	8523	m	2
505	96	pc	39
518	234	m	7
531	310	m	2
531	611	pc	4
537	14326	pc	0
541	14286	pc	9
556	14286	m	0
556	8735	pc	1
5632	102	pc	0
5633	35691	pc	0
5653	14526	m	0
5709	23087	pc	0
5733	133	m	0
5898	14286	pc	0
592	36011	m	0
592	609	app	4
592	8537	pc	0
606	34323	m	0
615	8735	m	0
623	8493	m	0
645	156	pc	4
652	125	app	4
652	130	pc	2
6729	15520	m	1
6752	207	pc	0
6770	360	pc	1
6776	14455	app	1
679	8546	m	0
6793	125	app	8
6793	130	pc	0
6803	125	m	5
6964	190	m	1
710	35694	app	1
7133	234	app	13
726	22431	m	0
726	8493	pc	0
726	8516	m	0
728	14526	app	0
7452	212	app	0
751	14502	app	0
783	14455	m	9
79	14419	m	0
791	8523	m	1
7921	310	app	0
7951	14455	pc	1
7951	8546	app	0
811	26531	m	1
811	8735	app	3
837	168	m	209
837	212	m	58
845	310	app	18
845	35691	pc	2
882	102	app	2
891	609	m	15
914	14286	app	0
927	203	m	1
93	36008	pc	0
9357	609	pc	1
9363	130	m	0
9389	14326	app	0
9449	14455	app	0
961	203	app	8
9617	14379	m	0
968	14526	pc	0
9688	14326	m	0
9811	8523	m	1
984	35828	m	0
993	156	m	24
1	15520	m	4
10015	609	pc	1
1005	125	app	5
1005	130	pc	1
1005	8543	app	1
10088	212	pc	0
10159	35691	m	0
102	8537	m	7
10266	96	pc	3
10291	14286	pc	0
10387	207	m	0
10454	310	m	1
10454	611	pc	1
10461	196	m	0
10513	26516	m	0
10564	196	pc	0
1086	35694	pc	1
11296	360	m	0
122	102	pc	13
12291	35984	pc	0
158	14502	app	12
16	14363	app	0
172	710	pc	9
172	97	pc	7
18	8609	app	4
188	36488	app	1
202	14502	app	2
202	8761	m	1
2038	96	pc	7
2039	14526	pc	0
2042	95	app	2
2053	34807	pc	0
2247	234	app	0
2292	15520	m	0
2302	14000	pc	0
2303	8493	pc	0
2303	8516	m	2
2325	23087	pc	0
2329	460	m	1
2342	203	m	23
2346	8537	m	0
2347	125	app	2
2347	130	pc	0
2347	8543	app	0
2363	460	app	12
2371	96	pc	9
2373	360	app	0
2373	8445	app	0
2378	310	app	4
2380	8537	app	0
2389	156	app	12
2390	8442	pc	0
241	34806	m	0
2422	310	app	13
296	8735	pc	0
297	8558	app	1
3	133	m	38
3	311	app	17
304	186	app	0
304	96	m	503
3184	8516	app	10
319	203	pc	35
3198	14000	app	0
3209	8493	m	0
3237	8537	m	0
330	611	m	1
3328	611	app	0
3359	26523	m	0
342	609	m	370
3439	96	m	0
3445	14326	pc	0
367	95	app	2
37	156	m	684
37	26516	pc	3
375	133	app	0
385	156	pc	23
394	8523	app	27
4	35721	app	5
4	8659	m	20
407	96	pc	1
414	26531	app	20
450	35694	app	1
463	128	m	0
463	311	pc	4
463	8546	m	0
468	14526	app	0
483	111	pc	43
5	35984	m	1
500	96	app	6
502	8735	pc	0
505	125	pc	13
505	8543	pc	1
531	360	pc	1
531	36488	m	0
531	8445	pc	0
556	8523	app	34
5695	609	pc	9
5709	36011	pc	0
5722	14326	pc	0
5845	611	pc	0
592	196	app	0
592	23087	app	0
5936	14419	pc	0
5959	156	pc	0
606	156	m	128
606	26516	pc	0
613	130	m	0
613	22431	pc	2
613	8516	pc	1
637	309	pc	0
645	111	pc	0
652	203	pc	2
656	609	app	2
669	26531	m	2
669	8735	app	2
6776	8608	m	0
6793	203	pc	0
686	309	app	0
693	8523	m	3
699	8558	pc	0
700	609	app	30
700	8537	pc	0
710	190	pc	1
710	95	m	8
728	128	pc	0
728	8546	pc	0
740	96	pc	58
7620	186	pc	0
772	14326	pc	3
776	14001	app	0
791	14286	m	0
791	8735	pc	0
811	14526	m	2
821	128	app	0
831	8608	app	0
837	35721	app	1
845	36488	app	0
8481	14000	app	0
858	96	pc	19
8582	14455	pc	0
8694	34323	pc	0
8760	609	m	2
891	196	m	2
93	22431	app	12
93	8516	app	72
9363	203	m	8
944	34323	pc	0
9472	14326	m	1
9481	35691	app	0
952	8444	m	0
9551	8523	m	3
961	22431	m	3
961	8493	pc	0
961	8516	m	1
968	8735	m	0
9706	314	pc	0
9749	168	app	1
9749	212	app	0
9799	309	m	0
9871	168	pc	1
993	111	m	4
9976	203	m	1
1005	203	pc	8
10097	8608	app	0
1016	199	m	0
102	37866	pc	0
102	95	pc	98
10260	22431	m	0
10266	125	pc	2
10285	14000	m	6
1029	14000	app	5
1039	309	app	0
10448	8493	m	0
10454	360	pc	0
10461	609	app	1
10485	212	pc	1
10513	360	m	0
10536	130	m	0
10536	8516	pc	0
1086	156	m	27
122	26523	pc	19
14357	133	app	0
14357	14455	app	0
147	96	pc	90
16	460	pc	4
172	14419	m	5
18	35721	m	3
188	34807	m	2
188	611	m	94
2032	22431	m	0
2037	609	m	6
2038	125	pc	0
2038	8543	pc	0
2052	309	pc	1
2054	14326	app	3
2054	460	pc	3
228	128	app	2
2299	199	pc	0
2328	35691	m	0
2342	130	app	1
2346	95	pc	3
2347	203	pc	2
2350	168	app	15
2350	212	app	2
2354	14455	pc	0
2364	8608	app	0
2371	125	pc	0
2371	8543	pc	0
2373	8523	pc	2
2389	234	pc	0
2389	35694	m	0
2390	14000	m	2
265	8493	m	16
276	460	m	25
291	26531	m	0
291	8735	app	2
296	8523	app	9
3	14326	pc	80
304	125	m	428
304	8543	m	1
3163	14379	app	0
3177	234	m	2
319	14379	app	9
319	41588	m	1
3237	22431	app	0
3237	95	pc	2
330	360	m	1
3350	14502	pc	1
3359	168	app	7
3359	212	app	0
342	196	m	37
342	23087	m	87
3439	125	m	0
3445	199	app	0
37	111	m	160
37	29389	pc	12
37	34323	app	13
385	111	pc	4
394	14286	app	1
394	26531	pc	0
397	14379	pc	0
4	168	app	273
4	212	app	80
400	234	app	0
403	14502	m	0
407	125	pc	0
414	14526	app	12
424	311	m	1
428	199	app	0
450	190	pc	3
450	95	m	50
471	14000	app	28
483	8558	pc	18
500	125	app	0
500	130	pc	0
502	8523	app	4
518	234	app	8
523	168	m	20
523	212	m	5
531	310	app	2
531	35691	pc	0
5333	102	m	0
541	8746	app	0
556	14286	app	0
5653	14526	app	0
572	14455	pc	3
592	35694	pc	0
606	111	m	65
606	34323	app	0
613	203	m	29
623	8493	app	0
629	14001	pc	0
637	102	pc	1
645	8558	pc	1
645	8752	m	0
669	14526	m	2
6700	130	m	0
6700	8516	pc	3
6729	14000	m	32
6729	15520	app	2
679	133	pc	0
679	8546	app	0
6803	125	app	1
6803	130	pc	0
693	14286	m	0
6964	190	app	2
698	8523	pc	0
726	22431	app	0
726	8516	app	1
7303	14326	m	1
740	125	pc	27
740	8543	pc	8
740	8855	m	0
771	310	pc	6
771	460	m	28
783	14455	app	7
783	38116	app	0
79	14419	app	1
791	8523	app	0
801	8523	m	23
811	26531	app	4
837	168	app	191
837	212	app	34
845	611	m	23
858	125	pc	5
858	8543	pc	2
8694	460	m	5
891	609	app	5
901	609	m	3
910	207	pc	8
914	171	app	0
914	8735	m	0
927	203	app	0
933	310	pc	0
9363	130	app	0
9409	360	pc	0
944	156	pc	1
9481	14286	pc	0
961	36008	pc	0
9617	14379	app	0
9656	609	pc	0
9688	460	pc	5
977	14001	m	0
9811	8523	app	1
9832	212	m	0
984	35828	app	2
993	156	app	14
993	8558	m	0
1	14000	m	710
1	14419	pc	22
1	15520	app	12
1	8717	m	0
10115	14526	pc	0
1016	14326	pc	2
10171	118	m	0
10184	460	pc	0
10198	37863	pc	0
102	14255	m	0
102	35694	m	21
102	8537	app	12
102	8692	m	0
10454	310	app	0
10513	26516	app	0
10536	203	m	14
1057	207	pc	0
1086	111	m	3
11296	360	app	0
135	34323	pc	0
13951	8546	m	0
147	125	pc	23
147	8543	pc	6
147	8855	m	0
158	8761	app	0
18	168	m	311
18	212	m	87
188	360	m	27
188	37863	pc	1
188	8445	m	23
2	310	pc	44
2	460	m	186
2015	310	pc	11
2015	460	m	165
202	8761	app	1
2037	22431	pc	0
2041	168	pc	4
2041	212	pc	0
2045	128	pc	1
2045	8546	pc	1
2052	102	pc	0
2053	35691	pc	0
222	310	pc	34
222	460	m	104
2292	14000	m	6
2292	14419	pc	0
2292	15520	app	0
2296	207	m	0
2303	8516	app	1
2307	190	pc	0
2307	95	m	15
2315	14455	m	1
2329	460	app	0
2337	96	pc	8
2342	203	app	14
2346	8537	app	0
2363	611	pc	0
2378	26516	m	0
2378	611	m	0
2381	130	m	0
2395	14000	pc	0
241	34806	app	0
2422	611	m	0
265	36008	m	1
276	36488	pc	0
291	14526	m	1
293	95	pc	1
3	133	app	11
304	96	app	409
3163	609	m	1
3237	8537	app	0
330	35691	m	1
330	611	app	7
3328	8523	pc	3
3359	26523	app	0
342	36011	m	0
342	609	app	92
342	8537	pc	5
3439	96	app	0
355	8735	app	0
362	35984	m	1
37	156	app	289
37	8558	m	63
385	8558	pc	2
394	14526	pc	3
397	96	m	1
4	35828	pc	77
4	8659	app	7
408	14502	pc	0
409	14286	pc	0
414	128	pc	26
414	8546	pc	10
455	95	pc	0
463	128	app	0
463	133	pc	2
463	8546	app	0
471	710	pc	1
471	97	pc	1
483	34323	m	3
497	8523	m	7
5	35984	app	0
500	203	pc	2
505	14379	pc	3
541	8523	m	78
556	14526	pc	1
577	168	app	0
5772	14455	m	0
5853	96	m	34
5958	360	app	0
606	156	app	72
606	8558	m	11
613	130	app	0
615	14526	m	0
618	203	pc	0
623	15520	pc	0
637	26523	pc	0
669	26531	app	2
6700	203	m	23
6803	203	pc	2
693	8523	app	9
6964	14000	m	16
700	14255	pc	0
700	35694	pc	0
700	8692	pc	0
710	95	app	7
740	186	m	6
7576	96	pc	6
7620	96	pc	21
772	35136	pc	0
776	460	pc	0
79	710	m	27
79	97	m	9
791	14286	app	1
7921	360	m	0
801	14286	m	2
801	8735	pc	2
811	14526	app	3
821	311	m	0
834	14000	m	0
837	35828	pc	10
845	360	m	53
845	37863	pc	1
845	8445	m	8
8760	609	app	3
891	196	app	0
901	196	m	0
901	23087	m	1
910	118	pc	0
927	8493	pc	0
927	8516	m	2
93	8493	m	10
9363	14363	app	0
9363	203	app	7
9472	14326	app	0
9472	460	pc	0
9517	8523	m	0
952	8444	app	1
9530	8717	m	0
9551	8523	app	5
961	22431	app	4
961	8516	app	1
9617	609	m	1
9656	14379	m	0
968	8735	app	0
9704	156	pc	0
9704	23087	m	0
9704	350	m	0
9799	309	app	0
984	14455	m	24
993	111	app	4
993	234	pc	2
9976	203	app	2
9993	156	pc	1
10134	8493	m	0
1016	199	app	0
10171	168	pc	0
10175	128	pc	0
10175	8546	pc	0
102	798	m	1
10260	22431	app	1
10285	14000	app	2
10362	234	m	0
10448	8493	app	0
10467	96	pc	17
10492	14286	pc	0
10513	360	app	0
10524	234	m	0
10536	130	app	0
1057	118	pc	0
1067	168	m	7
1086	156	app	16
1086	8558	m	1
122	309	m	5
12804	14526	m	0
135	156	pc	30
147	186	m	3
172	14419	app	10
18	212	NULL	0
18	35721	app	4
18	8659	m	2
188	34807	app	5
188	35691	m	3
188	611	app	7
2	36488	pc	3
2032	22431	app	2
2032	95	pc	6
2037	609	app	20
2040	128	app	0
2040	14455	pc	0
2047	190	pc	2
2047	95	m	11
2048	203	m	3
2055	14455	m	0
222	36488	pc	0
228	311	m	0
2319	14326	m	0
2323	14286	m	0
2328	35691	app	0
2328	97	pc	0
2337	125	pc	1
2342	8493	pc	0
2354	311	m	0
2360	14379	pc	0
2363	360	pc	2
2372	26531	m	0
2378	360	m	1
2380	95	m	12
2381	203	m	1
2389	35694	app	0
2390	14000	app	1
2394	168	pc	3
2398	8546	pc	0
2422	360	m	5
2422	8445	m	5
265	8493	app	14
276	460	app	14
291	26531	app	0
297	234	m	1
3	37864	pc	0
3	8608	m	14
304	125	app	26
304	130	pc	17
304	8543	app	5
3163	22431	pc	0
3177	234	app	0
319	130	m	21
319	22431	pc	7
319	41588	app	0
319	8516	pc	28
3266	196	pc	0
330	360	app	5
342	196	app	26
342	23087	app	10
3434	203	m	10
3479	14526	m	2
357	95	pc	0
37	111	app	97
37	234	pc	60
375	14326	m	8
375	8608	app	0
385	34323	m	0
397	125	m	3
397	41588	pc	0
399	8523	m	0
403	14502	app	0
413	199	m	2
424	311	app	2
450	95	app	61
455	8537	app	0
471	14419	m	0
483	156	m	258
483	26516	pc	0
497	14286	m	0
497	8735	pc	2
5	309	pc	12
505	186	app	0
505	96	m	145
523	168	app	35
523	212	app	2
531	611	m	0
5333	102	app	0
537	8608	app	0
541	14286	m	3
541	8735	pc	9
556	8735	m	0
5632	102	m	1
5633	35691	m	1
5669	8735	app	0
5709	23087	m	0
572	26517	pc	0
592	8537	m	0
5928	199	pc	0
5959	35694	pc	0
606	111	app	35
606	234	pc	14
613	203	app	34
645	156	m	16
652	130	m	0
652	22431	pc	0
652	8516	pc	4
669	14526	app	2
6700	130	app	0
6729	14000	app	1
6770	360	m	0
693	14286	app	0
7133	207	pc	0
722	460	pc	6
7303	14326	app	1
7303	460	pc	0
740	14379	pc	4
740	8855	app	0
7576	125	pc	0
7620	125	pc	8
7620	8543	pc	1
771	460	app	18
7951	133	m	0
7951	14455	m	2
801	8523	app	36
811	128	pc	3
811	8546	pc	0
845	35691	m	1
845	611	app	8
858	14379	pc	1
8601	611	pc	0
8694	460	app	2
872	26523	pc	0
891	35694	pc	1
901	609	app	2
914	26531	m	0
914	8735	app	1
93	36008	m	0
9357	609	m	5
9363	8493	pc	0
9389	310	pc	0
944	8558	pc	1
9444	156	pc	1
9481	37863	app	0
968	14526	m	1
9704	111	pc	0
9709	23087	pc	0
9736	8493	app	0
977	14001	app	0
9799	34806	pc	0
993	8558	app	1
9993	111	pc	0
1	14000	app	180
1	8717	app	0
10015	609	m	2
1005	130	m	1
1005	8516	pc	1
10070	8493	app	0
10171	26523	pc	0
102	14255	app	0
102	35694	app	22
102	8692	app	1
10266	96	m	16
10291	14286	m	0
10434	14326	pc	1
10454	611	m	0
10467	125	pc	6
10467	8543	pc	0
10536	203	app	23
10564	22431	pc	0
1086	111	app	5
1086	234	pc	1
1086	35694	m	3
122	102	m	31
12291	35984	m	0
135	111	pc	9
13951	14455	pc	1
147	14379	pc	4
147	8855	app	0
172	710	m	11
172	97	m	9
18	168	app	280
18	212	app	51
188	360	app	13
188	8445	app	34
2	460	app	115
2015	460	app	76
202	37862	app	0
2037	196	app	0
2038	96	m	21
2039	14526	m	0
2044	14326	pc	2
2047	36008	app	0
2053	34807	m	0
222	460	app	24
228	8608	pc	1
2292	14000	app	0
2296	212	pc	0
2302	14000	m	1
2303	8493	m	0
2307	95	app	13
2315	14455	app	1
2325	156	pc	14
2325	23087	m	4
2344	128	pc	0
2344	8546	pc	0
2347	130	m	0
2347	8516	pc	2
2354	8608	pc	0
2371	186	app	0
2371	96	m	9
2378	26516	app	0
2378	611	app	0
2381	130	app	0
2390	8442	m	0
2393	14455	pc	0
2422	611	app	1
265	15520	pc	4
265	36008	app	1
291	14526	app	2
296	8735	m	0
3	8658	pc	1
304	203	pc	44
3163	609	app	1
3184	8493	app	0
319	203	m	190
330	35691	app	2
330	8523	pc	25
342	35694	pc	24
342	36011	app	0
342	8692	pc	1
3434	130	app	0
3445	14326	m	0
362	35984	app	2
37	26516	m	2
37	8558	app	46
385	156	m	45
397	96	app	0
407	96	m	3
424	14326	pc	4
463	311	m	1
483	111	m	57
483	34323	app	3
497	8523	app	5
5	102	pc	12
502	8735	m	0
505	125	m	21
505	8543	m	1
520	14000	m	0
520	15520	app	0
531	360	m	1
531	8445	m	3
536	611	pc	0
541	8523	app	74
5632	309	app	0
5695	609	m	10
5709	111	pc	1
5722	14326	m	1
5772	14455	app	0
5853	96	app	48
592	95	pc	19
5959	156	m	2
606	8558	app	15
613	22431	m	2
613	8493	pc	1
613	8516	m	5
623	14000	pc	4
637	309	m	0
645	111	m	0
652	203	m	10
669	128	pc	3
669	8546	pc	1
6700	203	app	21
6793	203	m	2
693	14526	pc	0
6964	14000	app	8
700	8537	m	0
710	190	m	2
728	128	m	0
728	8546	m	0
740	186	app	1
740	96	m	452
751	199	pc	0
772	14326	m	14
79	710	app	22
79	97	app	8
791	8735	m	0
7921	360	app	1
801	14286	app	6
821	311	app	0
845	360	app	32
845	8445	app	11
858	186	app	0
858	96	m	27
8582	311	app	0
8760	8692	pc	0
901	23087	app	0
927	8516	app	0
93	8493	app	7
9357	22431	pc	0
9517	8523	app	0
961	8493	m	0
9617	609	app	0
9656	14379	app	0
9704	23087	app	0
9704	350	app	0
9704	8558	pc	0
9706	314	m	0
984	14455	app	35
9871	168	m	5
1	710	pc	69
1	97	pc	31
1005	203	m	18
10134	8493	app	0
10198	35691	app	0
10198	97	pc	0
102	190	pc	40
102	798	app	2
102	95	m	330
10266	125	m	8
10485	212	m	3
10536	8493	pc	0
10536	8516	m	2
1067	168	app	9
1078	34806	pc	0
1086	8558	app	3
122	152	pc	0
122	26523	m	36
122	309	app	5
122	314	pc	4
12804	14526	app	0
135	8558	pc	7
147	186	app	4
147	96	m	312
158	199	pc	10
16	310	pc	0
16	460	m	33
18	35828	pc	9
18	8659	app	2
188	35691	app	10
188	8523	pc	33
202	199	pc	5
2037	8692	pc	0
2038	125	m	2
2038	8543	m	0
2042	14000	m	1
2043	8493	m	0
2047	95	app	12
2048	203	app	0
2052	309	m	0
2054	310	pc	8
2054	460	m	25
2055	14455	app	1
2192	133	m	0
2192	14455	m	1
2247	118	pc	0
228	311	app	2
2307	14000	pc	0
2319	14326	app	0
2325	111	pc	0
2329	360	pc	0
2346	190	pc	0
2346	95	m	20
2347	203	m	8
2354	14455	m	1
2371	125	m	0
2371	8543	m	0
2372	26531	app	0
2373	8523	m	4
2378	360	app	1
2380	95	app	13
2381	203	app	1
2389	234	m	0
2397	14326	pc	0
2404	168	pc	0
2408	128	pc	0
2422	360	app	8
2422	8445	app	7
2501	14455	pc	0
276	34807	pc	0
276	611	pc	4
291	128	pc	0
291	8546	pc	1
297	234	app	1
3	14326	m	198
3	8608	app	18
3157	36011	pc	0
319	130	app	14
3237	95	m	14
330	14286	pc	2
3350	14502	m	0
3350	152	app	0
342	798	pc	0
3434	203	app	8
3470	128	pc	0
3470	8546	pc	0
3479	14526	app	1
362	309	pc	2
369	199	app	0
37	29389	m	9
375	14326	app	12
385	111	m	6
385	29389	pc	0
385	34323	app	0
394	26531	m	0
394	8735	app	0
397	125	app	1
399	8523	app	0
4	14455	pc	85
4	38116	pc	0
407	125	m	0
413	199	app	5
450	190	m	2
463	8608	pc	1
468	311	pc	0
471	14419	app	0
483	156	app	155
483	8558	m	19
497	26531	pc	0
5	26523	pc	16
505	96	app	113
518	207	pc	0
531	35691	m	0
531	611	app	1
536	360	pc	0
537	14326	app	0
541	14286	app	6
541	26531	pc	4
556	8735	app	0
5632	102	app	1
5632	34806	pc	0
5709	23087	app	0
572	14455	m	5
5853	130	pc	2
5898	14286	app	1
592	35694	m	0
592	8537	app	0
613	36008	pc	0
618	22431	pc	0
637	102	m	3
645	156	app	9
645	8558	m	0
652	130	app	0
656	95	pc	0
6700	8493	pc	1
6700	8516	m	12
6752	168	pc	1
6752	212	pc	1
679	133	m	0
6793	130	app	0
6803	130	m	0
6803	8516	pc	0
693	8735	m	0
696	125	m	1
698	8523	m	0
700	95	pc	6
740	125	m	239
740	8543	m	3
771	310	m	2
771	34807	pc	1
771	611	pc	10
783	609	pc	12
7951	133	app	0
7951	14455	app	0
837	14455	pc	14
845	35691	app	4
845	8523	pc	39
858	125	m	6
858	8543	m	0
8694	611	pc	0
882	186	pc	0
901	35694	pc	1
910	207	m	3
93	15520	pc	0
9326	128	m	0
933	310	m	0
9357	609	app	2
944	156	m	17
961	37861	app	0
9656	609	m	0
968	14526	app	1
9688	310	pc	1
9688	460	m	6
9704	35694	pc	0
977	460	pc	1
9976	8516	app	0
9993	35694	pc	0
1	14419	m	13
10015	609	app	2
1005	130	app	1
10088	212	app	0
10115	14526	m	0
10120	14326	pc	0
1016	14326	m	4
10184	460	m	0
10198	37863	m	0
10266	96	app	6
10291	14286	app	0
10417	609	pc	1
10485	26523	m	0
1057	207	m	1
1057	35984	app	0
1067	26523	app	0
1078	14502	pc	1
1086	35694	app	2
122	102	app	22
135	34323	m	0
13950	460	pc	1
147	125	m	210
147	41588	pc	0
147	8543	m	0
158	36014	pc	0
172	710	app	6
172	97	app	14
188	14286	pc	5
188	37863	m	1
2	310	m	15
2	34807	pc	13
2	611	pc	92
2015	26516	pc	0
2015	310	m	7
2015	611	pc	11
2037	22431	m	3
2038	96	app	46
2039	14526	app	0
2041	168	m	8
2041	212	m	0
2045	128	m	0
2045	311	pc	0
2047	14000	pc	5
2048	8493	pc	0
2052	102	m	1
2053	34807	app	0
2053	35691	m	1
222	310	m	16
222	611	pc	25
228	14326	pc	9
2299	14326	pc	0
2302	14000	app	2
2303	8493	app	0
2325	23087	app	1
2337	96	m	46
2346	15520	pc	0
2347	130	app	0
2360	609	pc	2
2363	611	m	0
2371	96	app	18
2373	8735	pc	0
2378	8523	pc	1
2380	14000	pc	1
2381	8493	pc	0
2381	8516	m	2
2390	8442	app	0
2392	460	pc	1
2395	14000	m	1
2422	8523	pc	7
265	14000	pc	19
276	360	pc	3
293	190	pc	0
293	95	m	5
296	8735	app	0
3163	8692	pc	0
319	203	app	129
3237	15520	pc	0
3251	609	pc	6
3328	8523	m	15
3350	186	pc	0
342	8537	m	6
3434	8493	pc	0
3434	8516	m	1
3445	14326	app	0
3445	460	pc	2
355	8546	pc	0
37	26516	app	5
37	26521	pc	1
385	156	app	32
385	8558	m	3
394	14526	m	2
397	203	pc	0
4	35828	m	19
407	96	app	3
414	128	m	42
414	311	pc	38
414	8546	m	6
450	35984	pc	0
455	190	pc	0
455	95	m	0
463	133	m	3
463	311	app	1
471	710	m	1
471	97	m	1
483	111	app	60
483	234	pc	20
500	203	m	2
505	125	app	16
505	130	pc	9
505	14379	m	0
505	8543	app	3
520	14000	app	0
531	360	app	1
531	8445	app	1
536	310	app	0
541	14526	pc	3
556	14526	m	1
5695	609	app	10
5695	8537	pc	0
5709	35694	pc	0
5722	14326	app	1
5722	460	pc	0
5733	23087	pc	0
577	14455	pc	0
5845	611	app	0
5853	203	pc	4
5898	14526	pc	1
5959	156	app	2
606	26516	app	0
613	22431	app	3
613	8516	app	5
618	203	m	0
637	152	pc	0
637	309	app	0
645	111	app	0
652	203	app	8
656	35694	m	0
6752	26523	pc	0
6770	8523	pc	0
6788	96	pc	0
6793	203	app	1
6803	203	m	3
700	14255	m	0
700	35694	m	3
700	8537	app	0
710	190	app	1
728	128	app	0
728	8546	app	0
740	96	app	204
7576	96	m	13
7620	96	m	36
771	360	pc	9
771	8445	pc	0
772	14326	app	15
772	350	pc	0
776	460	m	2
783	196	pc	0
791	8735	app	0
801	8735	m	1
831	156	pc	3
837	35828	m	7
845	14286	pc	4
845	37863	m	0
858	96	app	73
8582	14455	app	0
8694	360	pc	0
891	95	pc	12
910	118	m	0
910	35721	pc	0
927	8493	m	0
933	360	pc	0
944	29389	pc	0
944	34323	app	0
9444	35694	pc	0
9472	310	pc	1
9472	460	m	3
9499	609	pc	3
9530	14286	pc	2
961	8493	app	0
9704	156	m	4
9799	314	m	0
9811	8735	app	0
9837	212	m	0
9871	168	app	12
993	234	m	2
9993	156	m	5
1005	203	app	15
10097	156	pc	0
10159	14286	m	0
10171	168	m	1
10175	128	m	0
102	23065	pc	27
102	37866	app	0
102	95	app	296
10266	125	app	1
10266	130	pc	0
10285	102	pc	0
10454	360	app	0
10467	96	m	32
10485	212	app	0
10492	14286	m	0
10536	8516	app	1
122	26523	app	12
12291	118	m	0
135	156	m	73
135	26516	pc	0
147	96	app	230
16	460	app	17
1734	14379	pc	0
2	360	pc	132
2	36488	m	5
2	8445	pc	20
2015	29389	pc	0
2015	360	pc	11
2015	8445	pc	3
202	8645	pc	0
2032	190	pc	0
2032	95	m	35
2038	125	app	1
2038	130	pc	1
2038	8543	app	1
2040	14455	m	6
2042	14000	app	1
2046	212	pc	1
2047	190	m	0
2052	152	pc	0
2052	309	app	1
2052	314	pc	1
2054	460	app	25
2192	14455	app	1
222	360	pc	39
222	8445	pc	7
2315	8608	app	0
2325	35694	pc	2
2337	125	m	15
2342	8493	m	1
2346	95	app	11
2347	203	app	6
2354	14455	app	2
2360	14379	m	0
2363	360	m	0
2371	125	app	0
2371	8543	app	0
2373	8523	app	5
2389	234	app	0
2394	168	m	6
2394	212	m	1
2398	128	m	0
276	35691	pc	0
296	14526	m	0
3	14326	app	83
3	350	pc	1
3	37864	m	0
304	130	m	24
304	22431	pc	19
304	8516	pc	39
3163	22431	m	1
3184	36488	m	0
319	22431	m	12
319	8493	pc	12
319	8516	m	173
3237	95	app	20
3251	14379	m	0
3266	196	m	0
3328	8735	pc	0
3350	14502	app	1
342	95	pc	76
357	95	m	1
362	26523	pc	0
37	14354	pc	4
37	234	m	206
37	29389	app	7
385	111	app	4
385	234	pc	3
394	26531	app	0
397	14379	app	0
4	26517	pc	0
450	190	app	2
463	14326	pc	2
468	133	pc	0
483	26516	m	0
483	8558	app	45
497	8735	m	0
5	309	m	5
505	203	pc	20
523	14455	pc	3
531	35691	app	1
531	8523	pc	3
541	8735	m	1
5669	8546	pc	0
572	14455	app	3
592	35694	app	1
5959	111	app	0
5959	234	pc	0
606	234	m	38
637	102	app	3
645	8558	app	2
652	22431	m	2
652	8493	pc	0
652	8516	m	17
6700	8516	app	17
679	133	app	0
6793	8493	pc	0
