sloc1	scate2	sloc-scate	online_price	member_price
1078	95	1078-95	50.64	37.98
811	128	811-128	50.64	37.98
652	234	652-234	50.64	37.98
2363	609	2363-609	50.64	37.98
450	609	450-609	50.64	37.98
4	8658	4-8658	50.64	37.98
135	111	135-111	50.64	37.98
652	95	652-95	50.64	37.98
592	95	592-95	50.64	37.98
531	609	531-609	50.64	37.98
541	360	541-360	50.88	38.16
2342	96	2342-96	50.88	38.16
2054	168	2054-168	50.88	38.16
592	156	592-156	50.88	38.16
2429	156	2429-156	50.88	38.16
1016	156	1016-156	50.88	38.16
556	14000	556-14000	50.88	38.16
858	14000	858-14000	50.88	38.16
424	14455	424-14455	50.88	38.16
901	156	901-156	50.88	38.16
679	156	679-156	50.88	38.16
505	14455	505-14455	50.88	38.16
523	14455	523-14455	50.88	38.16
276	14000	276-14000	50.88	38.16
910	14455	910-14455	50.88	38.16
463	310	463-310	50.88	38.16
2045	14000	2045-14000	50.88	38.16
637	14455	637-14455	50.88	38.16
613	14455	613-14455	50.88	38.16
414	360	414-360	51.12	38.34
102	8608	102-8608	51.12	38.34
414	207	414-207	51.12	38.34
5	360	5-360	51.12	38.34
102	26531	102-26531	51.12	38.34
158	8558	158-8558	51.12	38.34
669	168	669-168	51.12	38.34
1	798	1-798	51.12	38.34
147	611	147-611	51.12	38.34
79	311	79-311	51.12	38.34
158	128	158-128	51.12	38.34
1	36008	1-36008	51.12	38.34
837	207	837-207	51.12	38.34
2	26531	2-26531	51.12	38.34
79	8558	79-8558	51.12	38.34
414	26531	414-26531	51.12	38.34
845	26523	845-26523	51.12	38.34
79	310	79-310	51.12	38.34
5	190	5-190	51.12	38.34
102	133	102-133	51.12	38.34
319	102	319-102	51.12	38.34
5	130	5-130	51.12	38.34
414	8493	414-8493	51.12	38.34
265	207	265-207	51.12	38.34
5	8493	5-8493	51.12	38.34
122	102	122-102	51.12	38.34
188	102	188-102	51.12	38.34
330	168	330-168	51.12	38.34
188	8493	188-8493	51.12	38.34
4	8445	4-8445	51.12	38.34
1	14526	1-14526	51.12	38.34
18	8445	18-8445	51.12	38.34
837	102	837-102	51.12	38.34
882	95	882-95	51.12	38.34
811	203	811-203	51.12	38.34
102	8735	102-8735	51.12	38.34
4	14379	4-14379	51.12	38.34
3	309	3-309	51.12	38.34
330	111	330-111	51.12	38.34
222	234	222-234	51.36	38.52
202	360	202-360	51.36	38.52
606	460	606-460	51.36	38.52
375	95	375-95	51.36	38.52
158	8659	158-8659	51.36	38.52
424	168	424-168	51.36	38.52
202	37981	202-37981	51.36	38.52
18	35721	18-35721	51.36	38.52
265	22431	265-22431	51.36	38.52
772	8516	772-8516	51.36	38.52
158	35721	158-35721	51.36	38.52
79	14526	79-14526	51.36	38.52
375	14000	375-14000	51.36	38.52
172	199	172-199	51.36	38.52
37	118	37-118	51.36	38.52
276	95	276-95	51.6	38.7
3470	609	3470-609	51.6	38.7
984	460	984-460	51.6	38.7
330	23087	330-23087	51.6	38.7
984	14286	984-14286	51.84	38.88
222	95	222-95	51.84	38.88
2015	14326	2015-14326	51.84	38.88
135	203	135-203	51.84	38.88
984	234	984-234	51.84	38.88
147	14502	147-14502	51.84	38.88
79	102	79-102	52.08	39.06
845	460	845-460	52.08	39.06
362	203	362-203	52.32	39.24
385	125	385-125	52.32	39.24
483	128	483-128	52.32	39.24
330	234	330-234	52.32	39.24
93	8659	93-8659	52.32	39.24
188	8523	188-8523	84.96	63.72
342	8523	342-8523	81.84	61.38
483	212	483-212	52.56	39.42
2053	14326	2053-14326	52.56	39.42
135	95	135-95	52.56	39.42
700	95	700-95	52.56	39.42
2052	95	2052-95	52.56	39.42
265	360	265-360	52.8	39.6
1	35828	1-35828	52.8	39.6
37	207	37-207	52.8	39.6
158	8543	158-8543	52.8	39.6
837	360	837-360	52.8	39.6
483	14286	483-14286	52.8	39.6
18	311	18-311	52.8	39.6
188	207	188-207	52.8	39.6
342	190	342-190	52.8	39.6
202	8537	202-8537	52.8	39.6
1	26516	1-26516	52.8	39.6
342	26531	342-26531	52.8	39.6
122	190	122-190	52.8	39.6
606	111	606-111	52.8	39.6
837	26523	837-26523	52.8	39.6
222	23087	222-23087	52.8	39.6
172	8493	172-8493	52.8	39.6
79	14286	79-14286	52.8	39.6
845	14419	845-14419	52.8	39.6
241	130	241-130	52.8	39.6
172	311	172-311	52.8	39.6
172	8543	172-8543	52.8	39.6
837	130	837-130	52.8	39.6
304	196	304-196	52.8	39.6
740	360	740-360	52.8	39.6
241	8493	241-8493	52.8	39.6
188	8543	188-8543	52.8	39.6
845	8543	845-8543	52.8	39.6
4	309	4-309	52.8	39.6
5	8543	5-8543	52.8	39.6
319	8543	319-8543	52.8	39.6
202	8445	202-8445	52.8	39.6
1	145	1-145	52.8	39.6
241	8543	241-8543	52.8	39.6
37	133	37-133	52.8	39.6
18	133	18-133	52.8	39.6
342	8558	342-8558	52.8	39.6
18	14354	18-14354	52.8	39.6
2	8735	2-8735	52.8	39.6
4	8735	4-8735	52.8	39.6
93	130	93-130	52.8	39.6
414	97	414-97	52.8	39.6
4	14001	4-14001	52.8	39.6
265	133	265-133	52.8	39.6
4	15520	4-15520	52.8	39.6
241	8445	241-8445	52.8	39.6
1	34807	1-34807	52.8	39.6
740	26531	740-26531	52.8	39.6
172	8735	172-8735	52.8	39.6
93	360	93-360	52.8	39.6
18	14419	18-14419	52.8	39.6
79	130	79-130	52.8	39.6
3	8735	3-8735	52.8	39.6
319	611	319-611	53.04	39.78
5	8659	5-8659	53.04	39.78
102	710	102-710	53.04	39.78
188	35694	188-35694	53.04	39.78
1	8609	1-8609	53.04	39.78
4	34323	4-34323	53.04	39.78
304	26523	304-26523	53.04	39.78
228	95	228-95	53.04	39.78
3	34323	3-34323	53.04	39.78
319	26523	319-26523	53.04	39.78
241	34323	241-34323	53.04	39.78
342	23065	342-23065	53.04	39.78
740	35694	740-35694	53.04	39.78
2	34323	2-34323	53.04	39.78
740	26523	740-26523	53.04	39.78
37	35694	37-35694	53.04	39.78
265	34323	265-34323	53.04	39.78
172	35694	172-35694	53.04	39.78
463	234	463-234	53.28	39.96
541	611	541-611	53.28	39.96
450	96	450-96	53.28	39.96
952	14286	952-14286	53.28	39.96
291	96	291-96	53.28	39.96
122	23065	122-23065	53.28	39.96
330	609	330-609	53.52	40.14
276	609	276-609	53.52	40.14
556	156	556-156	53.52	40.14
927	156	927-156	53.52	40.14
2015	26523	2015-26523	53.52	40.14
523	609	523-609	53.52	40.14
276	168	276-168	53.76	40.32
265	26523	265-26523	53.76	40.32
572	168	572-168	53.76	40.32
2053	14000	2053-14000	54	40.5
669	14455	669-14455	54.24	40.68
172	212	172-212	54.48	40.86
79	8659	79-8659	54.48	40.86
845	196	845-196	54.48	40.86
202	97	202-97	54.48	40.86
362	125	362-125	54.72	41.04
147	26523	147-26523	54.72	41.04
424	14000	424-14000	54.72	41.04
771	95	771-95	54.72	41.04
483	196	483-196	54.72	41.04
362	609	362-609	54.96	41.22
188	130	188-130	54.96	41.22
772	14000	772-14000	54.96	41.22
722	14000	722-14000	54.96	41.22
961	156	961-156	54.96	41.22
572	156	572-156	54.96	41.22
79	710	79-710	54.96	41.22
7133	125	7133-125	55.2	41.4
3	8493	3-8493	55.2	41.4
910	14000	910-14000	55.2	41.4
265	8493	265-8493	55.2	41.4
858	609	858-609	55.44	41.58
18	207	18-207	55.44	41.58
4	199	4-199	55.44	41.58
858	156	858-156	55.44	41.58
342	35694	342-35694	55.44	41.58
265	8558	265-8558	55.68	41.76
202	8516	202-8516	55.92	41.94
37	14286	37-14286	55.92	41.94
483	234	483-234	55.92	41.94
202	310	202-310	55.92	41.94
3177	96	3177-96	55.92	41.94
362	168	362-168	55.92	41.94
837	97	837-97	55.92	41.94
722	212	722-212	55.92	41.94
3	14419	3-14419	55.92	41.94
523	95	523-95	55.92	41.94
276	14455	276-14455	55.92	41.94
2015	23087	2015-23087	55.92	41.94
2	14419	2-14419	55.92	41.94
910	95	910-95	55.92	41.94
1	26515	1-26515	55.92	41.94
772	14455	772-14455	55.92	41.94
414	196	414-196	55.92	41.94
202	14286	202-14286	55.92	41.94
135	14455	135-14455	55.92	41.94
304	35694	304-35694	55.92	41.94
241	102	241-102	55.92	41.94
147	14286	147-14286	55.92	41.94
623	14455	623-14455	55.92	41.94
342	8493	342-8493	56.16	42.12
362	234	362-234	56.16	42.12
3	102	3-102	56.16	42.12
811	14326	811-14326	56.4	42.3
1	186	1-186	56.4	42.3
637	96	637-96	56.4	42.3
751	95	751-95	56.4	42.3
497	156	497-156	56.4	42.3
471	14000	471-14000	56.4	42.3
1	8546	1-8546	56.4	42.3
2	186	2-186	56.4	42.3
952	23087	952-23087	56.4	42.3
811	460	811-460	56.4	42.3
12291	156	12291-156	56.4	42.3
2346	156	2346-156	56.4	42.3
801	95	801-95	56.4	42.3
2015	111	2015-111	56.4	42.3
2015	8558	2015-8558	56.4	42.3
2328	14000	2328-14000	56.4	42.3
984	310	984-310	56.4	42.3
5	310	5-310	56.64	42.48
79	14326	79-14326	56.64	42.48
202	102	202-102	56.64	42.48
102	8493	102-8493	56.64	42.48
811	234	811-234	56.64	42.48
801	609	801-609	56.64	42.48
541	310	541-310	56.64	42.48
2054	609	2054-609	56.88	42.66
837	310	837-310	56.88	42.66
265	190	265-190	56.88	42.66
342	102	342-102	56.88	42.66
505	95	505-95	56.88	42.66
811	8516	811-8516	57.12	42.84
122	360	122-360	57.12	42.84
1057	609	1057-609	57.12	42.84
424	203	424-203	57.12	42.84
952	14455	952-14455	57.12	42.84
424	460	424-460	57.12	42.84
122	14419	122-14419	57.12	42.84
265	128	265-128	57.36	43.02
122	14326	122-14326	57.36	43.02
122	8493	122-8493	57.36	43.02
984	203	984-203	57.6	43.2
669	611	669-611	57.6	43.2
122	234	122-234	57.84	43.38
37	14326	37-14326	57.84	43.38
158	360	158-360	57.84	43.38
265	14326	265-14326	57.84	43.38
241	14326	241-14326	57.84	43.38
18	360	18-360	57.84	43.38
172	360	172-360	57.84	43.38
845	234	845-234	57.84	43.38
837	14326	837-14326	57.84	43.38
1	14354	1-14354	57.84	43.38
1078	609	1078-609	57.84	43.38
5	460	5-460	57.84	43.38
413	190	413-190	57.84	43.38
18	190	18-190	57.84	43.38
304	14326	304-14326	57.84	43.38
158	196	158-196	57.84	43.38
37	196	37-196	57.84	43.38
147	14455	147-14455	57.84	43.38
330	14455	330-14455	57.84	43.38
505	156	505-156	57.84	43.38
79	207	79-207	57.84	43.38
188	128	188-128	57.84	43.38
771	203	771-203	57.84	43.38
342	212	342-212	57.84	43.38
241	128	241-128	57.84	43.38
471	156	471-156	57.84	43.38
837	128	837-128	57.84	43.38
172	8659	172-8659	57.84	43.38
2054	14455	2054-14455	57.84	43.38
7921	156	7921-156	57.84	43.38
1078	14000	1078-14000	57.84	43.38
342	22431	342-22431	57.84	43.38
414	8543	414-8543	57.84	43.38
122	128	122-128	57.84	43.38
669	234	669-234	57.84	43.38
265	130	265-130	57.84	43.38
523	14000	523-14000	57.84	43.38
968	14000	968-14000	57.84	43.38
2328	156	2328-156	57.84	43.38
122	111	122-111	57.84	43.38
1	8735	1-8735	57.84	43.38
1	34806	1-34806	57.84	43.38
319	128	319-128	57.84	43.38
740	196	740-196	57.84	43.38
531	156	531-156	57.84	43.38
222	212	222-212	57.84	43.38
606	23087	606-23087	57.84	43.38
10266	14000	10266-14000	57.84	43.38
79	190	79-190	57.84	43.38
6760	156	6760-156	57.84	43.38
1734	156	1734-156	57.84	43.38
6700	14455	6700-14455	57.84	43.38
450	14000	450-14000	57.84	43.38
2378	156	2378-156	57.84	43.38
265	23065	265-23065	57.84	43.38
505	609	505-609	58.08	43.56
375	609	375-609	58.08	43.56
330	125	330-125	58.08	43.56
2052	609	2052-609	58.08	43.56
1016	95	1016-95	58.08	43.56
79	8493	79-8493	58.32	43.74
541	128	541-128	58.32	43.74
3	710	3-710	58.32	43.74
952	111	952-111	58.56	43.92
403	96	403-96	58.56	43.92
2053	168	2053-168	58.8	44.1
645	14000	645-14000	58.8	44.1
265	212	265-212	58.8	44.1
556	203	556-203	58.8	44.1
135	234	135-234	59.04	44.28
424	234	424-234	59.04	44.28
158	710	158-710	59.04	44.28
342	611	342-611	59.28	44.46
102	207	102-207	59.28	44.46
2045	125	2045-125	59.28	44.46
2053	203	2053-203	59.28	44.46
122	196	122-196	59.28	44.46
394	125	394-125	59.28	44.46
79	35136	79-35136	59.28	44.46
4	360	4-360	59.76	44.82
541	14455	541-14455	59.76	44.82
413	118	413-118	59.76	44.82
424	125	424-125	59.76	44.82
342	26523	342-26523	59.76	44.82
5	26523	5-26523	59.76	44.82
241	26523	241-26523	59.76	44.82
3	118	3-118	59.76	44.82
740	611	740-611	59.76	44.82
413	26523	413-26523	59.76	44.82
845	14286	845-14286	59.76	44.82
122	26523	122-26523	59.76	44.82
2	118	2-118	59.76	44.82
147	34323	147-34323	59.76	44.82
79	34323	79-34323	59.76	44.82
414	22431	414-22431	59.76	44.82
202	34323	202-34323	59.76	44.82
222	203	222-203	60	45
12291	96	12291-96	60	45
984	35694	984-35694	60	45
385	14000	385-14000	60	45
637	156	637-156	60	45
394	168	394-168	60	45
669	156	669-156	60.24	45.18
222	611	222-611	60.24	45.18
1078	156	1078-156	60.24	45.18
424	95	424-95	60.24	45.18
188	35136	188-35136	60.24	45.18
2039	14000	2039-14000	60.24	45.18
9472	156	9472-156	60.24	45.18
4	118	4-118	60.48	45.36
910	125	910-125	60.48	45.36
2	133	2-133	60.48	45.36
79	8735	79-8735	60.48	45.36
740	22431	740-22431	60.48	45.36
413	23065	413-23065	60.48	45.36
102	8558	102-8558	60.72	45.54
811	14455	811-14455	60.72	45.54
102	26523	102-26523	60.96	45.72
1	34323	1-34323	60.96	45.72
3	26523	3-26523	60.96	45.72
304	611	304-611	60.96	45.72
188	26523	188-26523	60.96	45.72
1	35721	1-35721	60.96	45.72
4	26523	4-26523	60.96	45.72
414	26523	414-26523	60.96	45.72
37	26523	37-26523	60.96	45.72
158	26523	158-26523	60.96	45.72
241	234	241-234	61.2	45.9
5	207	5-207	61.44	46.08
845	8516	845-8516	61.44	46.08
413	8516	413-8516	61.44	46.08
37	311	37-311	61.44	46.08
342	8543	342-8543	61.44	46.08
202	130	202-130	61.68	46.26
18	34323	18-34323	61.68	46.26
7133	156	7133-156	61.68	46.26
202	35694	202-35694	61.92	46.44
4	26531	4-26531	61.92	46.44
4	14286	4-14286	61.92	46.44
385	168	385-168	61.92	46.44
4	14419	4-14419	61.92	46.44
523	96	523-96	61.92	46.44
394	609	394-609	68.64	51.48
414	8558	414-8558	62.16	46.62
771	609	771-609	62.16	46.62
414	128	414-128	62.16	46.62
37	8659	37-8659	62.16	46.62
669	203	669-203	62.4	46.8
2053	125	2053-125	62.4	46.8
319	8516	319-8516	62.64	46.98
188	8516	188-8516	62.64	46.98
740	8516	740-8516	62.64	46.98
265	8537	265-8537	62.64	46.98
102	14286	102-14286	62.64	46.98
606	23065	606-23065	62.64	46.98
319	152	319-152	62.64	46.98
910	609	910-609	62.88	47.16
914	96	914-96	62.88	47.16
772	234	772-234	62.88	47.16
572	95	572-95	62.88	47.16
518	96	518-96	63.12	47.34
403	156	403-156	63.12	47.34
984	14455	984-14455	63.36	47.52
882	96	882-96	63.6	47.7
483	310	483-310	63.6	47.7
102	190	102-190	63.6	47.7
740	8659	740-8659	63.6	47.7
276	96	276-96	63.84	47.88
147	14326	147-14326	63.84	47.88
3	190	3-190	64.08	48.06
158	311	158-311	64.08	48.06
5	22431	5-22431	64.08	48.06
984	8523	984-8523	64.08	48.06
18	8608	18-8608	64.08	48.06
910	168	910-168	68.4	51.3
483	14326	483-14326	64.32	48.24
414	8659	414-8659	64.32	48.24
4	710	4-710	64.32	48.24
505	14000	505-14000	64.32	48.24
606	234	606-234	64.56	48.42
202	14455	202-14455	64.56	48.42
342	196	342-196	64.56	48.42
241	8523	241-8523	64.56	48.42
606	8523	606-8523	64.56	48.42
342	128	342-128	64.56	48.42
172	196	172-196	64.56	48.42
122	212	122-212	64.56	48.42
241	196	241-196	64.56	48.42
342	111	342-111	64.56	48.42
93	23087	93-23087	64.56	48.42
37	128	37-128	64.56	48.42
202	26523	202-26523	64.8	48.6
2054	156	2054-156	64.8	48.6
606	212	606-212	64.8	48.6
102	611	102-611	78.96	59.22
4	35694	4-35694	65.04	48.78
845	23087	845-23087	65.04	48.78
202	203	202-203	65.04	48.78
4	133	4-133	65.04	48.78
135	168	135-168	65.04	48.78
18	8543	18-8543	65.04	48.78
122	23087	122-23087	65.04	48.78
102	34323	102-34323	65.04	48.78
541	311	541-311	65.04	48.78
1057	96	1057-96	65.04	48.78
414	35694	414-35694	65.04	48.78
241	8516	241-8516	65.28	48.96
147	8516	147-8516	65.28	48.96
79	95	79-95	65.28	48.96
304	234	304-234	65.28	48.96
304	168	304-168	65.28	48.96
2	8493	2-8493	65.28	48.96
158	460	158-460	65.28	48.96
79	460	79-460	65.28	48.96
845	611	845-611	65.28	48.96
241	460	241-460	65.28	48.96
3	133	3-133	65.28	48.96
147	102	147-102	65.28	48.96
102	102	102-102	65.28	48.96
414	190	414-190	65.28	48.96
18	310	18-310	65.28	48.96
37	8558	37-8558	65.28	48.96
2	35136	2-35136	65.28	48.96
172	190	172-190	65.28	48.96
18	23065	18-23065	65.28	48.96
5	111	5-111	65.28	48.96
265	102	265-102	65.28	48.96
147	460	147-460	65.28	48.96
241	111	241-111	65.28	48.96
837	212	837-212	65.28	48.96
2045	609	2045-609	65.76	49.32
102	35694	102-35694	65.76	49.32
228	168	228-168	65.76	49.32
413	14000	413-14000	66	49.5
79	196	79-196	66	49.5
413	22431	413-22431	66	49.5
801	96	801-96	66.24	49.68
2053	111	2053-111	66.24	49.68
265	125	265-125	151.92	113.94
37	234	37-234	66.72	50.04
102	196	102-196	66.72	50.04
147	196	147-196	66.72	50.04
4	460	4-460	66.72	50.04
319	14326	319-14326	66.96	50.22
362	95	362-95	66.96	50.22
2	26523	2-26523	67.2	50.4
172	14455	172-14455	67.2	50.4
740	14455	740-14455	67.2	50.4
241	212	241-212	67.2	50.4
158	207	158-207	67.2	50.4
265	14455	265-14455	67.2	50.4
4	8493	4-8493	67.2	50.4
424	609	424-609	67.2	50.4
413	212	413-212	67.2	50.4
122	14455	122-14455	67.2	50.4
413	23087	413-23087	67.68	50.76
2	234	2-234	67.92	50.94
158	14326	158-14326	67.92	50.94
342	234	342-234	67.92	50.94
172	234	172-234	67.92	50.94
188	196	188-196	67.92	50.94
5	14326	5-14326	67.92	50.94
172	14326	172-14326	67.92	50.94
304	460	304-460	67.92	50.94
37	111	37-111	67.92	50.94
740	234	740-234	67.92	50.94
740	14326	740-14326	67.92	50.94
5	196	5-196	67.92	50.94
952	360	952-360	68.16	51.12
18	8659	18-8659	68.16	51.12
319	97	319-97	68.16	51.12
228	96	228-96	71.28	53.46
722	156	722-156	68.4	51.3
147	234	147-234	68.64	51.48
518	156	518-156	68.64	51.48
93	310	93-310	68.64	51.48
158	8493	158-8493	68.64	51.48
414	102	414-102	68.88	51.66
93	14455	93-14455	69.12	51.84
2380	156	2380-156	69.12	51.84
606	203	606-203	76.08	57.06
1039	96	1039-96	69.6	52.2
606	8516	606-8516	70.08	52.56
669	609	669-609	70.08	52.56
276	156	276-156	70.32	52.74
629	156	629-156	70.32	52.74
414	8523	414-8523	70.56	52.92
700	156	700-156	70.56	52.92
385	203	385-203	70.56	52.92
2	23065	2-23065	70.8	53.1
93	234	93-234	71.04	53.28
910	203	910-203	71.04	53.28
845	14326	845-14326	71.28	53.46
463	95	463-95	71.28	53.46
228	609	228-609	71.28	53.46
188	8659	188-8659	71.28	53.46
202	23065	202-23065	71.28	53.46
463	203	463-203	71.52	53.64
172	22431	172-22431	71.76	53.82
122	611	122-611	72	54
811	168	811-168	72	54
241	203	241-203	72	54
722	96	722-96	72	54
740	203	740-203	72	54
837	8516	837-8516	72.24	54.18
3	207	3-207	72.24	54.18
158	212	158-212	72.24	54.18
93	8516	93-8516	72.24	54.18
740	460	740-460	72.24	54.18
330	156	330-156	72.24	54.18
4	102	4-102	72.24	54.18
606	26523	606-26523	72.72	54.54
102	8543	102-8543	72.96	54.72
606	95	606-95	72.96	54.72
228	156	228-156	72.96	54.72
18	8558	18-8558	73.2	54.9
241	611	241-611	73.2	54.9
2045	96	2045-96	73.2	54.9
483	111	483-111	73.2	54.9
2	207	2-207	73.68	55.26
304	23087	304-23087	73.68	55.26
188	14455	188-14455	74.16	55.62
319	14455	319-14455	74.16	55.62
172	8516	172-8516	74.16	55.62
413	234	413-234	74.16	55.62
5	14455	5-14455	74.16	55.62
811	95	811-95	74.16	55.62
556	609	556-609	74.16	55.62
413	14455	413-14455	74.16	55.62
304	212	304-212	74.16	55.62
5	14000	5-14000	196.56	147.42
910	156	910-156	74.4	55.8
158	234	158-234	74.88	56.16
414	168	414-168	74.88	56.16
5	234	5-234	74.88	56.16
304	8516	304-8516	74.88	56.16
837	234	837-234	74.88	56.16
241	23087	241-23087	74.88	56.16
158	22431	158-22431	74.88	56.16
147	8659	147-8659	75.12	56.34
722	125	722-125	75.36	56.52
541	26523	541-26523	75.84	56.88
483	8516	483-8516	76.08	57.06
202	14326	202-14326	76.08	57.06
4	8558	4-8558	76.08	57.06
135	611	135-611	76.08	57.06
424	156	424-156	76.08	57.06
637	14000	637-14000	76.08	57.06
304	14455	304-14455	76.32	57.24
541	95	541-95	76.56	57.42
771	125	771-125	76.8	57.6
2015	8516	2015-8516	76.8	57.6
2015	310	2015-310	76.8	57.6
102	8659	102-8659	76.8	57.6
1078	96	1078-96	77.04	57.78
541	14326	541-14326	77.04	57.78
2429	96	2429-96	77.04	57.78
3	310	3-310	77.28	57.96
102	22431	102-22431	77.28	57.96
158	111	158-111	77.28	57.96
740	14286	740-14286	77.28	57.96
952	156	952-156	228.72	171.54
147	111	147-111	77.76	58.32
3	8543	3-8543	77.76	58.32
265	234	265-234	78	58.5
265	8516	265-8516	78	58.5
2015	203	2015-203	78	58.5
837	23087	837-23087	78.24	58.68
319	8523	319-8523	78.48	58.86
1	152	1-152	78.48	58.86
413	611	413-611	78.72	59.04
93	611	93-611	78.72	59.04
2015	8523	2015-8523	78.72	59.04
79	22431	79-22431	78.72	59.04
4	8523	4-8523	78.72	59.04
362	156	362-156	78.72	59.04
2	360	2-360	78.96	59.22
37	611	37-611	78.96	59.22
188	168	188-168	78.96	59.22
122	168	122-168	78.96	59.22
172	611	172-611	78.96	59.22
845	168	845-168	78.96	59.22
265	611	265-611	78.96	59.22
188	203	188-203	78.96	59.22
342	14326	342-14326	78.96	59.22
202	611	202-611	78.96	59.22
413	203	413-203	78.96	59.22
147	203	147-203	78.96	59.22
463	168	463-168	78.96	59.22
424	96	424-96	78.96	59.22
158	35694	158-35694	78.96	59.22
122	203	122-203	78.96	59.22
18	35694	18-35694	78.96	59.22
952	203	952-203	79.2	59.4
3	14502	3-14502	79.2	59.4
952	95	952-95	79.44	59.58
1	8445	1-8445	79.44	59.58
342	14455	342-14455	79.68	59.76
147	212	147-212	79.68	59.76
319	234	319-234	79.92	59.94
837	95	837-95	79.92	59.94
1	118	1-118	79.92	59.94
37	14455	37-14455	80.4	60.3
968	156	968-156	80.4	60.3
414	23087	414-23087	80.4	60.3
304	95	304-95	80.88	60.66
122	8516	122-8516	80.88	60.66
394	96	394-96	81.12	60.84
845	14455	845-14455	81.12	60.84
2052	96	2052-96	81.12	60.84
37	310	37-310	81.36	61.02
4	35136	4-35136	81.6	61.2
342	460	342-460	88.8	66.6
541	8516	541-8516	81.84	61.38
265	460	265-460	81.84	61.38
414	203	414-203	82.56	61.92
2	710	2-710	82.8	62.1
2015	460	2015-460	83.04	62.28
102	130	102-130	83.28	62.46
414	111	414-111	83.28	62.46
952	14000	952-14000	83.52	62.64
541	168	541-168	83.76	62.82
330	14000	330-14000	83.76	62.82
79	234	79-234	84	63
102	111	102-111	84.24	63.18
4	8444	4-8444	84.24	63.18
837	203	837-203	84.48	63.36
222	125	222-125	84.72	63.54
2	8523	2-8523	96.96	72.72
265	8523	265-8523	84.96	63.72
2052	156	2052-156	84.96	63.72
202	8523	202-8523	84.96	63.72
837	8523	837-8523	84.96	63.72
102	97	102-97	84.96	63.72
414	14286	414-14286	84.96	63.72
541	460	541-460	85.2	63.9
771	156	771-156	85.44	64.08
222	168	222-168	85.44	64.08
202	22431	202-22431	85.44	64.08
2053	96	2053-96	85.68	64.26
606	611	606-611	85.92	64.44
188	111	188-111	85.92	64.44
37	609	37-609	87.12	65.34
4	152	4-152	87.12	65.34
158	611	158-611	87.36	65.52
541	234	541-234	87.36	65.52
1	35694	1-35694	87.36	65.52
3	611	3-611	151.2	113.4
222	14000	222-14000	87.84	65.88
3	8558	3-8558	88.08	66.06
79	125	79-125	269.52	202.14
79	212	79-212	88.32	66.24
2	196	2-196	88.32	66.24
172	310	172-310	88.32	66.24
18	102	18-102	88.8	66.6
102	234	102-234	88.8	66.6
122	609	122-609	88.8	66.6
241	609	241-609	88.8	66.6
79	611	79-611	88.8	66.6
188	234	188-234	88.8	66.6
414	234	414-234	88.8	66.6
102	8516	102-8516	88.8	66.6
3	234	3-234	88.8	66.6
413	609	413-609	88.8	66.6
241	14455	241-14455	88.8	66.6
342	8516	342-8516	88.8	66.6
102	14326	102-14326	88.8	66.6
669	125	669-125	88.8	66.6
414	14326	414-14326	88.8	66.6
37	8516	37-8516	88.8	66.6
4	14326	4-14326	88.8	66.6
414	8516	414-8516	88.8	66.6
3	460	3-460	88.8	66.6
188	14326	188-14326	88.8	66.6
93	95	93-95	88.8	66.6
2	35694	2-35694	88.8	66.6
1	710	1-710	88.8	66.6
1	102	1-102	88.8	66.6
2	102	2-102	88.8	66.6
5	95	5-95	89.04	66.78
122	8659	122-8659	89.04	66.78
414	14455	414-14455	89.28	66.96
5	212	5-212	90	67.5
202	196	202-196	90.24	67.68
2	8659	2-8659	90.24	67.68
79	23087	79-23087	90.24	67.68
202	128	202-128	90.24	67.68
222	8523	222-8523	90.24	67.68
172	128	172-128	90.24	67.68
135	609	135-609	90.48	67.86
837	168	837-168	90.72	68.04
837	611	837-611	90.72	68.04
686	96	686-96	90.72	68.04
158	97	158-97	90.96	68.22
1	8442	1-8442	90.96	68.22
79	14455	79-14455	91.2	68.4
2	190	2-190	91.2	68.4
37	212	37-212	91.2	68.4
7133	96	7133-96	91.44	68.58
414	212	414-212	91.44	68.58
483	23065	483-23065	91.44	68.58
202	8659	202-8659	91.44	68.58
385	96	385-96	91.68	68.76
541	203	541-203	91.68	68.76
135	156	135-156	92.16	69.12
669	14000	669-14000	92.16	69.12
202	234	202-234	92.4	69.3
158	14455	158-14455	92.4	69.3
413	95	413-95	92.4	69.3
772	168	772-168	92.64	69.48
414	611	414-611	93.36	70.02
362	96	362-96	93.36	70.02
3	130	3-130	93.36	70.02
102	128	102-128	93.36	70.02
4	8659	4-8659	93.36	70.02
1	15520	1-15520	93.36	70.02
772	95	772-95	93.84	70.38
984	168	984-168	94.32	70.74
740	168	740-168	94.32	70.74
811	156	811-156	94.56	70.92
2053	609	2053-609	94.8	71.1
18	196	18-196	95.28	71.46
1	14419	1-14419	95.76	71.82
3	22431	3-22431	95.76	71.82
394	14000	394-14000	95.76	71.82
342	203	342-203	102.24	76.68
93	156	93-156	96.24	72.18
18	23087	18-23087	96.24	72.18
740	95	740-95	96.48	72.36
3	14286	3-14286	96.48	72.36
319	310	319-310	96.48	72.36
222	609	222-609	97.68	73.26
375	96	375-96	97.68	73.26
1	8659	1-8659	98.4	73.8
18	22431	18-22431	98.4	73.8
483	14000	483-14000	98.88	74.16
2	310	2-310	99.36	74.52
4	190	4-190	99.6	74.7
