sloc1	scate2	platform	cost	dispcnt	jz_cpm
1734	212	m	16.57	13	1274.6153846153845
18	8609	pc	30.9	27	1144.4444444444443
188	36488	pc	22.79	13	1753.076923076923
2	14001	m	2.0	1	2000.0
202	14502	pc	20.7	22	940.9090909090909
2042	95	pc	4.5	4	1125.0
2047	609	app	72.96	29	2515.862068965517
2047	8537	pc	0.9	1	900.0
2053	8516	app	1136.47	172	6607.383720930233
2054	199	m	10.09	5	2018.0
2247	111	app	74.55	29	2570.689655172414
2247	234	pc	2.36	2	1180.0
2247	35694	m	10.82	9	1202.2222222222222
228	14526	app	53.6	14	3828.5714285714284
2299	14526	app	1.0	1	1000.0
2342	96	app	537.25	100	5372.5
2346	609	m	30.51	34	897.3529411764706
2347	125	pc	70.01	17	4118.235294117647
2363	14326	app	27.38	23	1190.4347826086957
2363	35136	m	0.9	1	900.0
2363	460	pc	75.92	19	3995.7894736842104
2373	34323	app	0.9	1	900.0
2373	360	pc	3.23	1	3230.0
2378	310	pc	9.14	8	1142.5
2378	460	m	116.76	35	3336.0
2380	8537	pc	3.22	3	1073.3333333333333
2389	156	pc	25.3	15	1686.6666666666667
2398	8523	app	208.87	33	6329.393939393939
2408	8523	m	2.7	3	900.0
2422	310	pc	49.16	27	1820.7407407407406
2422	460	m	435.69	51	8542.941176470587
265	203	m	16129.69	1806	8931.168327796235
291	8523	m	605.11	100	6051.1
296	360	app	9.26	2	4630.0
297	8558	pc	8.09	5	1618.0
3	128	m	2575.14	540	4768.777777777777
3	311	pc	1774.38	240	7393.25
3	8546	m	326.46	64	5100.9375
304	186	pc	36.18	19	1904.2105263157894
3177	156	m	415.91	274	1517.9197080291972
3184	130	m	6.2	3	2066.6666666666665
3184	8516	pc	16.19	9	1798.888888888889
319	186	m	31.49	23	1369.1304347826087
3198	14000	pc	1.03	1	1030.0
3209	130	app	4.5	3	1500.0
3237	609	m	34.82	31	1123.225806451613
330	460	app	724.73	80	9059.125
3328	26516	pc	1.0	1	1000.0
3328	611	pc	9.0	10	900.0
3453	14000	app	14.91	4	3727.5
3470	8523	m	189.32	49	3863.673469387755
3479	37863	app	0.91	1	910.0
367	95	pc	19.68	3	6560.0
369	14502	app	1.0	1	1000.0
375	128	app	11.87	12	989.1666666666666
375	133	pc	1.0	1	1000.0
375	8546	app	2.79	2	1395.0
385	14326	m	32.45	24	1352.0833333333333
394	35691	app	28.12	17	1654.1176470588234
394	8523	pc	137.45	30	4581.666666666667
4	118	m	228.67	101	2264.059405940594
4	35721	pc	311.76	87	3583.448275862069
400	156	app	9.05	6	1508.3333333333333
400	8558	m	3.0	2	1500.0
409	360	pc	6.46	3	2153.3333333333335
413	14502	app	33.95	21	1616.6666666666667
413	8444	app	2.0	2	1000.0
414	14286	app	197.11	65	3032.4615384615386
414	171	m	18.4	20	920.0
414	26531	pc	889.21	60	14820.166666666666
450	35694	pc	21.6	11	1963.6363636363637
450	36011	app	1.8	2	900.0
450	8692	pc	1.82	2	910.0
463	26531	app	4.0	4	1000.0
468	14526	pc	0.9	1	900.0
497	611	m	11.66	9	1295.5555555555557
500	96	pc	20.38	12	1698.3333333333333
502	360	app	11.86	4	2965.0
505	152	m	1.8	2	900.0
518	156	app	841.97	118	7135.338983050848
518	8558	m	6.6	6	1100.0
541	611	m	179.42	29	6186.896551724138
556	35691	app	2.7	3	900.0
556	8523	pc	741.96	87	8528.275862068966
5653	14286	app	0.9	1	900.0
5709	14455	app	16.57	12	1380.8333333333333
5756	37863	app	0.9	1	900.0
592	196	pc	1.83	1	1830.0
592	23087	pc	1.8	2	900.0
613	125	m	1058.81	109	9713.853211009175
613	8543	m	23.78	11	2161.818181818182
623	203	app	723.12	85	8507.29411764706
637	190	app	26.58	10	2658.0
652	186	m	1.0	1	1000.0
656	609	pc	5.4	4	1350.0
669	14286	m	23.04	12	1920.0
669	8735	pc	35.91	17	2112.3529411764707
6700	96	m	1347.89	238	5663.403361344538
6745	710	m	10.09	4	2522.5
6745	97	m	7.13	4	1782.5
6760	199	app	1.0	1	1000.0
6770	460	m	6.3	7	900.0
679	14526	app	0.9	1	900.0
686	309	pc	6.98	7	997.1428571428571
6921	8493	m	10.41	7	1487.142857142857
693	35691	m	4.01	3	1336.6666666666667
693	611	app	4.0	4	1000.0
698	360	pc	4.0	4	1000.0
700	609	pc	380.26	50	7605.2
7133	8558	app	2.16	2	1080.0
7154	14000	m	68.2	28	2435.714285714286
728	8735	m	4.7	4	1175.0
7468	14000	app	89.12	28	3182.8571428571427
7620	102	app	34.4	31	1109.6774193548388
776	14001	pc	13.58	3	4526.666666666667
791	360	app	5.57	5	1114.0
801	360	m	3.65	4	912.5
801	8445	m	2.48	1	2480.0
811	8523	app	4457.36	403	11060.44665012407
821	128	pc	0.64	1	640.0
821	8546	pc	4.66	3	1553.3333333333333
837	118	m	19.89	19	1046.842105263158
837	35721	pc	30.22	23	1313.9130434782608
845	36488	pc	5.4	5	1080.0
8582	128	pc	1.0	1	1000.0
872	35984	pc	1.0	1	1000.0
8854	14000	app	114.01	22	5182.272727272727
927	125	app	34.41	15	2294.0
927	130	pc	1.8	1	1800.0
927	8543	app	2.0	2	1000.0
93	130	m	545.74	240	2273.9166666666665
93	22431	pc	66.76	37	1804.3243243243244
93	8516	pc	609.91	115	5303.565217391304
9363	96	app	506.24	117	4326.8376068376065
9444	14455	app	3.0	2	1500.0
9481	35691	pc	1.0	1	1000.0
961	14379	app	1.0	1	1000.0
9687	8516	app	2.0	2	1000.0
9736	203	m	101.31	49	2067.5510204081634
9749	168	pc	1.8	2	900.0
9749	212	pc	1.81	2	905.0
977	199	pc	0.9	1	900.0
9811	29389	app	1.5	1	1500.0
9811	360	app	3.31	1	3310.0
984	168	app	6814.11	518	13154.65250965251
984	212	app	1113.51	144	7732.708333333333
9871	207	pc	1.0	1	1000.0
1	8493	app	2938.15	240	12242.291666666666
10134	130	m	3.14	2	1570.0
10198	8493	app	2.0	2	1000.0
102	196	m	1744.03	309	5644.11003236246
102	23087	m	3370.48	646	5217.461300309597
10229	360	m	11.79	6	1965.0
1029	14000	pc	25.81	11	2346.3636363636365
1039	309	pc	3.0	3	1000.0
10461	609	pc	9.9	11	900.0
10536	125	m	26.85	27	994.4444444444445
10539	234	pc	1.0	1	1000.0
1078	14000	app	1682.29	104	16175.865384615385
1096	35694	m	11.75	12	979.1666666666666
122	23065	app	223.31	88	2537.6136363636365
135	8608	m	1.0	1	1000.0
188	460	app	9592.4	494	19417.813765182185
2	14363	m	0.9	1	900.0
2	8645	app	6.36	3	2120.0
2047	196	app	1.0	1	1000.0
2048	96	m	132.34	80	1654.25
2049	14526	m	39.97	13	3074.6153846153848
2052	190	app	9.52	7	1360.0
2054	14326	pc	15.76	11	1432.7272727272727
2192	8546	pc	2.8	3	933.3333333333334
2247	8558	app	15.71	12	1309.1666666666667
2248	609	m	83.93	55	1526.0
228	128	pc	7.2	8	900.0
228	8546	pc	16.99	8	2123.75
2325	14455	app	93.65	29	3229.310344827586
2342	125	app	49.92	16	3120.0
2342	130	pc	22.19	16	1386.875
2350	168	pc	28.63	16	1789.375
2350	212	pc	21.97	12	1830.8333333333333
2354	128	pc	0.9	1	900.0
2354	8546	pc	2.21	1	2210.0
2364	8608	pc	2.11	2	1055.0
2371	314	m	1.99	2	995.0
2373	310	app	9.0	10	900.0
2392	199	pc	1.0	1	1000.0
265	130	app	313.78	43	7297.209302325581
291	14286	m	12.14	7	1734.2857142857142
291	8735	pc	25.41	16	1588.125
293	609	m	7.15	6	1191.6666666666667
296	35691	app	1.9	1	1900.0
296	8523	pc	8.86	1	8860.0
3163	14379	pc	1.0	1	1000.0
3177	111	m	17.8	14	1271.4285714285713
3184	203	m	194.52	133	1462.5563909774437
319	14379	pc	168.9	50	3378.0
319	8855	app	2.0	2	1000.0
3237	196	m	5.27	3	1756.6666666666667
3237	22431	pc	1.8	2	900.0
3251	36012	m	0.9	1	900.0
3328	360	pc	1.0	1	1000.0
3359	168	pc	116.59	23	5069.130434782609
3359	212	pc	0.9	1	900.0
3434	96	m	85.63	68	1259.264705882353
355	8523	m	390.87	70	5583.857142857143
362	95	app	1154.82	228	5065.0
37	34323	pc	197.53	101	1955.7425742574258
394	14286	pc	11.41	7	1630.0
4	168	pc	9252.06	826	11201.041162227602
4	207	app	1264.68	128	9880.3125
4	212	pc	2893.1	291	9941.92439862543
4	8609	m	10.0	10	1000.0
409	310	app	1.2	1	1200.0
414	14526	pc	187.1	49	3818.3673469387754
455	609	m	14.08	7	2011.4285714285713
463	14526	app	42.03	23	1827.391304347826
471	14000	pc	478.44	35	13669.714285714286
471	8717	pc	1.0	1	1000.0
483	14326	app	638.36	162	3940.4938271604938
497	360	m	72.75	18	4041.6666666666665
497	8445	m	3.5	2	1750.0
5	190	m	819.1	163	5025.1533742331285
500	125	pc	129.3	8	16162.5
502	8523	pc	8.81	5	1762.0
518	111	app	86.63	35	2475.1428571428573
518	234	pc	80.17	22	3644.090909090909
523	207	m	3.0	3	1000.0
531	310	pc	27.65	22	1256.8181818181818
531	460	m	188.77	60	3146.1666666666665
541	360	m	606.12	103	5884.660194174758
541	8445	m	347.27	93	3734.0860215053763
541	8746	pc	7.14	6	1190.0
556	14286	pc	2.89	2	1445.0
5632	14000	app	151.26	38	3980.5263157894738
5653	14526	pc	1.0	1	1000.0
572	168	m	605.32	195	3104.2051282051284
5733	128	app	0.9	1	900.0
5733	133	pc	0.9	1	900.0
592	36011	pc	0.9	1	900.0
5936	95	app	37.23	13	2863.846153846154
606	34323	pc	4.5	5	900.0
613	96	app	1567.34	196	7996.632653061224
623	8493	pc	3.14	2	1570.0
623	8516	m	611.93	156	3922.628205128205
648	14000	m	17.7	3	5900.0
669	8523	app	1645.62	225	7313.866666666667
6700	125	m	121.95	53	2300.943396226415
6700	8543	m	4.0	2	2000.0
6718	234	m	4.79	4	1197.5
6729	15520	pc	6.03	5	1206.0
6745	14286	m	3.17	3	1056.6666666666667
6752	234	app	1.0	1	1000.0
679	128	pc	1.8	2	900.0
679	8546	pc	6.42	4	1605.0
6803	125	pc	8.07	6	1345.0
693	360	app	1.8	2	900.0
6964	190	pc	28.28	10	2828.0
6964	95	m	351.63	203	1732.1674876847292
7133	24056	app	0.9	1	900.0
7133	35694	app	114.22	25	4568.8
726	8516	pc	3.31	2	1655.0
740	152	m	12.47	8	1558.75
740	314	m	45.21	15	3014.0
7453	190	app	4.05	3	1350.0
772	128	app	8.86	8	1107.5
772	8546	app	10.42	3	3473.3333333333335
783	14455	pc	19.5	14	1392.857142857143
79	14000	m	3458.96	549	6300.473588342441
79	14419	pc	11.58	12	965.0
79	15520	app	14.57	4	3642.5
791	35691	app	6.5	2	3250.0
791	8523	pc	5.6	5	1120.0
801	35691	m	0.9	1	900.0
801	611	app	7.83	5	1566.0
811	14286	app	238.94	70	3413.4285714285716
811	26531	pc	1.77	1	1770.0
831	311	app	1.0	1	1000.0
837	168	pc	5464.6	469	11651.599147121535
837	207	app	323.27	88	3673.5227272727275
837	212	pc	519.48	95	5468.210526315789
837	8609	m	3.55	2	1775.0
8398	14000	m	116.02	33	3515.757575757576
845	460	app	1536.74	187	8217.860962566845
8601	14326	app	2.0	2	1000.0
8694	14326	m	11.58	12	965.0
872	190	app	26.78	7	3825.714285714286
891	609	pc	121.74	28	4347.857142857143
910	234	m	64.64	25	2585.6
914	171	pc	0.92	1	920.0
914	37863	app	3.6	4	900.0
927	203	pc	3.0	3	1000.0
93	203	m	5243.63	971	5400.236869207003
9363	125	app	223.93	16	13995.625
9363	130	pc	0.9	1	900.0
9363	8543	app	0.9	1	900.0
9551	360	app	1.48	1	1480.0
9617	14379	pc	0.9	1	900.0
968	8523	m	352.14	61	5772.786885245901
9811	8523	pc	0.9	1	900.0
984	35828	pc	9.88	6	1646.6666666666667
984	8659	app	6.0	6	1000.0
993	156	pc	67.3	39	1725.6410256410256
1	148	app	1.0	1	1000.0
1	15520	pc	186.97	84	2225.8333333333335
1	36008	app	171.35	68	2519.8529411764707
10070	130	app	1.0	1	1000.0
10097	14455	m	26.04	12	2170.0
10134	203	m	24.12	23	1048.695652173913
10171	23065	m	1.8	2	900.0
102	609	app	13764.56	1045	13171.827751196171
102	8537	pc	92.83	60	1547.1666666666667
10260	609	m	21.15	22	961.3636363636364
10285	95	app	33.12	31	1068.3870967741937
10362	156	m	8.1	9	900.0
10387	207	pc	3.03	3	1010.0
10448	203	app	6.83	7	975.7142857142857
10454	310	pc	6.3	6	1050.0
10461	196	pc	1.5	1	1500.0
10506	190	app	2.9	3	966.6666666666666
10524	156	m	0.9	1	900.0
10536	96	app	338.91	88	3851.25
1057	234	m	20.63	22	937.7272727272727
1078	8442	m	10.8	10	1080.0
1096	8558	app	4.18	2	2090.0
122	35984	m	44.94	20	2247.0
12291	234	m	53.26	23	2315.6521739130435
147	314	m	96.21	24	4008.75
158	8761	pc	1.0	1	1000.0
16	199	app	9.64	3	3213.3333333333335
1734	168	app	300.51	54	5565.0
1734	212	app	5.55	4	1387.5
18	207	m	1236.67	255	4849.686274509804
2	14001	app	3.0	2	1500.0
2015	14326	m	278.19	127	2190.472440944882
202	8761	pc	3.6	4	900.0
2032	609	m	57.07	56	1019.1071428571429
2045	8735	m	4.0	4	1000.0
2048	125	m	43.72	44	993.6363636363636
2048	8543	m	6.2	2	3100.0
2050	311	m	2.0	1	2000.0
2052	14000	m	127.95	62	2063.7096774193546
2053	8493	m	4.6	4	1150.0
2054	199	app	18.69	8	2336.25
2247	35694	app	7.32	2	3660.0
2292	15520	pc	2.44	2	1220.0
2303	130	m	2.29	2	1145.0
2303	8516	pc	3.0	3	1000.0
2315	128	m	0.9	1	900.0
2315	8546	m	1.1	1	1100.0
2323	35691	m	0.61	1	610.0
2329	460	pc	0.9	1	900.0
2342	203	pc	95.62	33	2897.5757575757575
2346	609	app	31.17	31	1005.483870967742
2346	8537	pc	1.8	2	900.0
2363	35136	app	0.9	1	900.0
2364	14455	m	19.1	13	1469.2307692307693
2372	710	m	3.6	4	900.0
2372	97	m	3.0	2	1500.0
2378	460	app	112.69	33	3414.848484848485
2380	8692	pc	0.9	1	900.0
2381	125	m	50.61	47	1076.8085106382978
2408	8523	app	4.5	5	900.0
241	34806	pc	5.0	5	1000.0
2422	460	app	693.76	71	9771.267605633802
2429	168	m	480.5	100	4805.0
2429	212	m	28.89	23	1256.0869565217392
265	203	app	14255.21	750	19006.946666666667
265	37861	pc	2.7	3	900.0
291	8523	app	734.18	122	6017.868852459016
293	196	m	2.58	1	2580.0
293	23087	m	6.37	7	910.0
297	156	m	32.27	35	922.0
3	128	app	654.88	84	7796.190476190476
3	133	pc	306.48	74	4141.621621621622
3	8546	app	139.94	15	9329.333333333334
304	96	pc	4381.4	422	10382.464454976303
3157	35828	app	2.0	2	1000.0
3177	156	app	183.52	85	2159.0588235294117
3177	8558	m	11.6	11	1054.5454545454545
3184	130	app	2.56	1	2560.0
319	186	app	31.81	11	2891.818181818182
319	96	m	34882.65	4346	8026.380579843534
3209	8493	pc	7.21	2	3605.0
3237	609	app	10.8	10	1080.0
3237	8537	pc	1.0	1	1000.0
330	310	m	108.06	43	2513.0232558139537
330	611	pc	120.99	27	4481.111111111111
3359	26523	pc	1.0	1	1000.0
342	609	pc	2612.7	374	6985.828877005348
3434	125	m	90.2	58	1555.1724137931035
3434	8543	m	5.33	4	1332.5
3470	8523	app	323.69	69	4691.159420289855
3479	14286	m	4.9	3	1633.3333333333333
355	14286	m	5.27	5	1054.0
355	8735	pc	7.11	4	1777.5
37	156	pc	3105.6	776	4002.061855670103
385	14326	app	33.58	20	1679.0
4	118	app	96.11	52	1848.2692307692307
4	8659	pc	626.0	334	1874.251497005988
400	8558	app	2.23	1	2230.0
414	171	app	31.28	34	920.0
414	8735	m	12.64	10	1264.0
450	8537	m	1.0	1	1000.0
463	128	pc	4.8	5	960.0
463	8546	pc	29.5	7	4214.285714285715
469	234	app	1.0	1	1000.0
497	34807	app	1.0	1	1000.0
497	35691	m	4.91	4	1227.5
497	611	app	11.82	9	1313.3333333333333
5	35984	pc	13.29	13	1022.3076923076923
505	8855	pc	1.0	1	1000.0
518	8558	app	8.9	8	1112.5
541	35691	m	33.69	9	3743.3333333333335
541	611	app	610.58	81	7538.024691358025
5669	37981	m	0.9	1	900.0
5756	14286	m	2.7	3	900.0
5853	186	pc	2.0	2	1000.0
5853	34806	app	1.0	1	1000.0
5898	35691	m	0.9	1	900.0
606	156	pc	1819.14	291	6251.340206185567
613	125	app	994.48	59	16855.593220338982
613	130	pc	13.58	13	1044.6153846153845
613	14379	m	5.4	6	900.0
613	8543	app	41.53	19	2185.7894736842104
652	96	m	1152.82	361	3193.4072022160667
669	14286	app	34.09	14	2435.0
669	171	m	66.77	36	1854.7222222222222
669	26531	pc	9.78	9	1086.6666666666667
6700	96	app	1671.9	179	9340.22346368715
6745	710	app	2.0	2	1000.0
6745	97	app	9.52	6	1586.6666666666667
6770	460	app	0.9	1	900.0
6921	8493	app	2.98	2	1490.0
693	35691	app	1.9	1	1900.0
693	8523	pc	79.62	6	13270.0
710	95	pc	29.21	30	973.6666666666666
7154	14000	app	19.19	6	3198.3333333333335
722	199	m	1.9	1	1900.0
726	203	m	3.0	3	1000.0
728	8735	app	2.0	2	1000.0
7453	14000	m	354.3	101	3507.920792079208
783	35828	m	3.6	4	900.0
791	14286	pc	6.11	5	1222.0
7951	35828	pc	0.9	1	900.0
801	360	app	13.28	12	1106.6666666666667
811	14526	pc	74.18	21	3532.3809523809523
837	118	app	3.54	3	1180.0
8760	609	pc	9.9	10	990.0
882	309	m	6.89	7	984.2857142857143
891	196	pc	37.23	12	3102.5
910	145	m	0.9	1	900.0
914	8523	m	564.77	101	5591.782178217822
93	130	app	84.89	20	4244.5
9363	14363	pc	0.9	1	900.0
9363	203	pc	12.13	10	1213.0
9422	203	m	3.0	3	1000.0
9472	14326	pc	1.8	2	900.0
952	8444	pc	1.0	1	1000.0
9551	8523	pc	4.59	4	1147.5
961	130	m	4.8	4	1200.0
961	22431	pc	13.2	12	1100.0
968	14286	m	0.99	1	990.0
968	8735	pc	1.03	1	1030.0
9709	14455	m	24.97	8	3121.25
9736	203	app	17.35	9	1927.7777777777778
9799	309	pc	0.9	1	900.0
993	111	pc	25.36	15	1690.6666666666667
9976	203	pc	2.18	2	1090.0
1005	96	m	502.46	168	2990.8333333333335
1016	199	pc	2.7	3	900.0
102	196	app	900.81	106	8498.207547169812
102	23087	app	2804.42	372	7538.763440860215
10229	360	app	5.11	2	2555.0
10260	22431	pc	0.9	1	900.0
10285	14000	pc	16.94	4	4235.0
10448	8493	pc	2.62	1	2620.0
10506	14000	m	73.74	22	3351.818181818182
10513	360	pc	9.81	8	1226.25
10536	125	app	8.68	9	964.4444444444445
10536	130	pc	3.0	3	1000.0
1078	14419	m	2.22	2	1110.0
1086	156	pc	119.87	45	2663.777777777778
1096	35694	app	7.2	8	900.0
122	38117	m	0.9	1	900.0
122	8442	m	58.3	29	2010.344827586207
12804	710	app	3.1	3	1033.3333333333333
135	14326	m	80.5	63	1277.7777777777778
135	8608	app	11.3	9	1255.5555555555557
158	34806	m	123.47	33	3741.5151515151515
172	14000	m	6284.33	956	6573.566945606694
172	14419	pc	174.68	44	3970.0
172	15520	app	5.18	4	1295.0
18	118	m	39.27	43	913.2558139534884
18	35721	pc	206.04	42	4905.714285714285
188	310	m	492.74	160	3079.625
188	34807	pc	108.36	19	5703.1578947368425
188	611	pc	484.83	64	7575.46875
2	14363	app	6.3	6	1050.0
202	34806	m	129.47	36	3596.3888888888887
2032	196	m	2.5	2	1250.0
2032	22431	pc	2.7	3	900.0
2037	609	pc	360.78	49	7362.857142857143
2038	14502	m	1.8	2	900.0
2039	14286	m	2.7	3	900.0
2040	128	pc	6.61	3	2203.3333333333335
2040	8546	pc	1.0	1	1000.0
2047	22431	m	14.66	4	3665.0
2048	96	app	134.79	66	2042.2727272727273
2049	14526	app	68.56	15	4570.666666666667
2248	609	app	11.45	5	2290.0
2302	95	m	80.16	32	2505.0
2303	203	m	100.95	87	1160.344827586207
2307	8537	m	3.6	4	900.0
2347	96	m	261.64	120	2180.3333333333335
2372	14286	m	2.79	3	930.0
2373	611	m	1.51	1	1510.0
2380	22431	m	4.95	5	990.0
2389	35694	pc	6.96	4	1740.0
2398	8735	m	3.84	3	1280.0
2422	34323	m	2.7	3	900.0
265	22431	m	246.22	70	3517.4285714285716
265	8493	pc	383.58	83	4621.44578313253
265	8516	m	6541.25	1638	3993.4371184371184
276	460	pc	292.67	24	12194.583333333334
291	14286	app	13.73	13	1056.1538461538462
291	26531	pc	1.8	2	900.0
297	111	m	37.73	16	2358.125
304	125	pc	1049.54	146	7188.630136986301
304	8543	pc	83.8	31	2703.2258064516127
3157	14455	m	7.44	3	2480.0
3177	111	app	9.9	11	900.0
3177	234	pc	1.78	1	1780.0
3177	35694	m	9.5	7	1357.142857142857
3184	203	app	109.74	50	2194.8
319	125	m	10794.12	2650	4073.252830188679
319	41588	pc	4.0	4	1000.0
319	8543	m	165.88	31	5350.967741935484
3237	196	app	2.72	3	906.6666666666666
3251	36012	app	0.9	1	900.0
330	360	pc	49.01	9	5445.555555555556
330	8445	pc	0.9	1	900.0
342	196	pc	806.95	132	6113.257575757576
342	23087	pc	36.87	31	1189.3548387096773
3434	96	app	87.93	52	1690.9615384615386
3439	125	pc	2.0	2	1000.0
355	8523	app	611.22	83	7364.096385542169
362	190	m	115.77	66	1754.090909090909
37	111	pc	2708.52	277	9778.050541516246
399	611	app	4.41	1	4410.0
4	8609	app	23.22	17	1365.8823529411766
403	14502	pc	3.0	3	1000.0
424	128	m	33.08	25	1323.2
424	311	pc	34.65	21	1650.0
424	8546	m	23.71	8	2963.75
450	95	pc	103.21	89	1159.6629213483145
455	609	app	22.74	9	2526.6666666666665
471	15520	m	5.0	5	1000.0
497	360	app	32.01	14	2286.4285714285716
5	190	app	504.3	58	8694.827586206897
5	23065	m	574.74	495	1161.090909090909
523	168	pc	87.73	53	1655.2830188679245
523	207	app	2.0	2	1000.0
523	212	pc	10.43	9	1158.888888888889
531	460	app	219.85	51	4310.78431372549
5333	102	pc	2.0	2	1000.0
537	8608	pc	1.0	1	1000.0
541	360	app	727.69	126	5775.31746031746
541	8445	app	269.53	71	3796.1971830985917
5632	14419	m	0.9	1	900.0
5669	8735	pc	2.35	2	1175.0
572	168	app	891.32	193	4618.238341968912
592	609	m	52.31	50	1046.2
606	111	pc	1217.21	125	9737.68
613	203	pc	81.29	33	2463.3333333333335
623	8516	app	614.36	115	5342.260869565217
648	14000	app	11.88	1	11880.0
652	125	m	321.75	99	3250.0
669	14526	pc	28.49	14	2035.0
6700	125	app	91.71	21	4367.142857142857
6700	130	pc	23.16	15	1544.0
6700	8543	app	7.0	5	1400.0
6718	234	app	0.9	1	900.0
6729	14000	pc	36.86	7	5265.714285714285
6745	14286	app	4.1	4	1025.0
6760	14326	m	0.9	1	900.0
6776	14455	m	16.83	11	1530.0
6793	125	m	185.61	82	2263.5365853658536
696	8855	pc	2.66	1	2660.0
6964	95	app	558.65	248	2252.6209677419356
710	35694	m	17.61	8	2201.25
7133	234	m	123.4	38	3247.3684210526317
728	14526	m	1.8	2	900.0
7303	14326	pc	7.2	6	1200.0
740	152	app	3.32	2	1660.0
740	314	app	20.58	7	2940.0
7452	212	m	17.5	5	3500.0
751	14502	m	1.8	2	900.0
771	460	pc	199.17	33	6035.454545454545
79	14000	app	1674.55	152	11016.776315789473
79	8717	app	1.8	2	900.0
7921	310	m	2.7	3	900.0
801	35691	app	24.87	18	1381.6666666666667
801	8523	pc	258.16	26	9929.23076923077
811	8735	m	15.37	6	2561.6666666666665
837	8609	app	1.0	1	1000.0
8398	14000	app	12.36	4	3090.0
845	310	m	213.27	124	1719.9193548387098
845	611	pc	746.81	118	6328.8983050847455
8694	14326	app	4.12	4	1030.0
8694	460	pc	2.7	3	900.0
8760	14379	m	2.98	1	2980.0
882	102	m	23.4	26	900.0
901	609	pc	14.0	12	1166.6666666666667
910	234	app	136.52	47	2904.68085106383
914	14286	m	0.9	1	900.0
914	8735	pc	5.17	5	1034.0
93	203	app	4640.2	520	8923.461538461539
9422	130	app	3.66	3	1220.0
944	14326	app	0.9	1	900.0
9449	14455	m	1.84	2	920.0
9517	360	app	1.0	1	1000.0
961	203	m	93.71	75	1249.4666666666667
967	34806	app	0.99	1	990.0
968	8523	app	524.52	93	5640.0
9736	8493	pc	1.4	1	1400.0
977	14001	pc	3.6	4	900.0
993	8558	pc	6.72	3	2240.0
1	14000	pc	5866.16	273	21487.765567765568
1	8717	pc	6.9	7	985.7142857142857
1005	125	m	487.51	181	2693.425414364641
1005	8543	m	4.7	4	1175.0
10097	14455	app	0.99	1	990.0
10134	203	app	7.11	6	1185.0
10171	118	pc	1.61	1	1610.0
102	14255	pc	24.58	15	1638.6666666666667
102	35694	pc	451.66	117	3860.3418803418804
102	8692	pc	31.06	22	1411.8181818181818
10260	609	app	8.6	8	1075.0
10362	156	app	5.4	6	900.0
10461	14379	app	0.9	1	900.0
10536	203	pc	13.1	11	1190.909090909091
1057	234	app	22.32	23	970.4347826086956
1078	8442	app	13.5	13	1038.4615384615386
1086	111	pc	49.94	16	3121.25
1086	36011	m	0.9	1	900.0
122	35984	app	82.19	27	3044.074074074074
12291	234	app	84.03	35	2400.8571428571427
12804	14286	app	8.53	4	2132.5
147	152	app	0.9	1	900.0
147	314	app	45.7	13	3515.3846153846152
147	8855	pc	1.8	2	900.0
158	14502	m	46.21	34	1359.1176470588234
18	168	pc	8865.14	599	14799.899833055091
18	207	app	399.57	57	7010.0
18	212	pc	2434.56	201	12112.23880597015
18	8609	m	226.78	156	1453.7179487179487
188	360	pc	620.98	83	7481.686746987952
188	36488	m	109.36	57	1918.5964912280701
188	8445	pc	633.29	81	7818.395061728395
2	460	pc	5140.84	237	21691.308016877636
2015	14326	app	174.9	78	2242.3076923076924
2015	460	pc	572.94	45	12732.0
202	14502	m	9.0	10	900.0
2032	609	app	37.4	28	1335.7142857142858
2037	196	pc	3.6	4	900.0
2038	186	pc	2.65	2	1325.0
2039	710	app	0.9	1	900.0
2042	95	m	8.0	6	1333.3333333333333
2045	8735	app	10.0	10	1000.0
2048	125	app	4.8	4	1200.0
2048	130	pc	1.08	1	1080.0
2048	8543	app	3.99	3	1330.0
2050	14455	m	0.91	1	910.0
2050	311	app	2.0	1	2000.0
2052	14000	app	230.37	85	2710.235294117647
2053	8493	app	31.66	24	1319.1666666666667
222	460	pc	721.09	82	8793.780487804877
2247	234	m	4.72	4	1180.0
2303	130	app	10.06	4	2515.0
2307	22431	app	10.8	12	900.0
2307	95	pc	27.39	24	1141.25
2315	128	app	0.9	1	900.0
2315	14455	pc	2.0	1	2000.0
2323	35691	app	3.75	3	1250.0
2347	125	m	153.85	54	2849.074074074074
2363	460	m	492.64	121	4071.404958677686
2364	14455	app	14.06	9	1562.2222222222222
2372	710	app	4.5	3	1500.0
2372	97	app	3.0	3	1000.0
2373	360	m	8.01	3	2670.0
2378	26516	pc	1.8	2	900.0
2378	310	m	12.13	13	933.0769230769231
2378	611	pc	5.53	4	1382.5
2380	8537	m	1.98	2	990.0
2381	125	app	6.4	6	1066.6666666666667
2381	130	pc	1.92	2	960.0
2381	8543	app	1.0	1	1000.0
