sloc1	scate2	platform	common_pos
10171	97	pc	1
10198	234	pc	1
102	460	m	23
10229	14000	m	5
10285	360	app	3
10387	14286	pc	1
10454	8537	app	1
10492	234	app	1
10506	8523	pc	7
10564	199	app	1
1057	35691	m	3
1067	14286	app	1
1086	8516	app	5
1096	34807	pc	1
1096	36488	app	1
122	8523	app	6
12804	118	app	1
135	130	m	4
135	203	pc	10
135	41588	app	1
13951	34806	pc	1
14357	125	pc	1
14357	8543	pc	1
14357	96	m	1
147	128	m	4
147	8546	m	3
16	609	pc	14
188	37866	m	1
188	95	m	11
2	36011	m	1
2	609	app	11
2015	609	app	5
2037	14326	pc	1
2037	8645	app	1
2041	14286	pc	1
2042	611	pc	1
2045	309	app	1
2047	460	app	5
2052	8523	m	13
2053	111	app	4
2053	14255	m	2
2053	35694	m	10
2054	14379	app	4
2054	609	pc	5
2055	8855	pc	1
2192	34806	app	1
222	36011	m	1
222	609	app	6
2248	460	pc	6
2302	360	pc	2
2302	611	m	1
2303	23087	pc	1
2307	310	pc	1
2325	130	pc	1
2329	22431	pc	1
2337	128	pc	1
2337	8546	pc	6
2346	460	m	2
2347	14455	app	3
2350	14526	pc	2
2354	34806	app	1
2364	125	app	1
2373	15520	pc	3
2373	190	m	4
2378	95	pc	1
2380	34323	pc	1
2380	460	app	7
2390	360	app	1
2394	710	pc	1
2394	97	pc	2
2398	102	m	1
241	35721	app	2
241	8659	m	1
2422	36008	m	1
2422	8692	app	1
2422	95	pc	2
2429	14526	app	1
2501	314	pc	1
265	34323	pc	5
265	350	app	1
276	196	app	1
291	309	pc	1
293	460	pc	1
3	8855	app	1
3	96	pc	12
304	133	pc	5
3157	96	app	1
3177	36488	m	2
319	8608	m	4
3209	156	pc	1
3237	460	m	9
3266	199	pc	1
3359	14526	pc	1
342	14001	app	1
3439	14455	pc	6
3453	8735	pc	1
3470	309	pc	2
3479	118	app	1
362	35691	app	2
367	611	pc	2
369	14455	m	3
37	37861	m	1
37	8493	pc	7
375	125	m	8
375	8543	m	1
385	203	app	4
385	22431	pc	1
385	8516	pc	3
397	311	pc	1
399	190	app	1
409	190	m	3
413	14455	m	22
413	38116	m	1
414	26523	m	26
414	309	app	4
450	310	m	4
450	36488	pc	2
455	460	pc	1
468	102	app	2
471	234	app	2
483	22431	m	2
483	8516	m	19
505	128	app	2
505	8546	app	3
518	15520	m	3
520	8558	app	1
5333	8735	m	2
537	125	m	3
537	8543	m	1
556	35984	app	1
5633	234	pc	1
5653	26523	m	1
5669	14419	app	1
5709	130	m	2
5709	14363	pc	1
5709	203	pc	2
5733	125	pc	3
5733	8543	pc	1
5733	96	m	2
5772	8855	m	1
5845	8537	app	1
5853	311	pc	1
5958	95	app	1
5959	203	app	1
606	37861	m	1
606	8493	pc	7
615	309	pc	1
623	111	pc	3
623	156	m	8
637	14286	m	1
645	8516	m	3
652	8608	m	1
669	102	pc	2
669	309	m	2
6729	360	app	2
6760	196	m	1
6770	95	pc	2
6776	96	app	3
6793	8608	m	2
686	8735	app	1
6921	35694	app	1
6964	26516	app	1
6964	611	app	1
698	190	m	1
7133	35691	pc	2
7154	8523	app	1
725	360	m	1
728	26523	app	1
7453	8523	m	7
7576	128	pc	2
7576	8546	pc	2
7620	128	pc	1
7620	8546	pc	1
771	196	app	5
771	23087	app	2
772	125	pc	8
772	186	app	5
772	8543	pc	2
772	96	m	7
79	14354	app	1
7951	8855	pc	1
801	23065	app	1
801	35984	pc	1
811	102	m	2
811	26523	pc	6
834	234	pc	1
836	96	pc	1
845	95	m	6
8601	8537	pc	1
8694	196	app	1
8694	38118	pc	1
872	14286	pc	1
872	8523	m	2
8854	8735	pc	1
910	14000	app	5
933	196	app	1
933	23087	app	1
9389	196	m	1
9409	8692	m	1
944	130	app	2
9444	130	m	1
9449	96	app	2
9517	14000	m	5
952	168	app	6
952	212	app	1
9530	234	pc	2
9551	14000	app	1
9687	111	app	1
9687	35694	m	1
9688	14379	app	1
9688	41588	m	3
9688	609	pc	1
9704	203	m	6
9709	125	app	1
9709	8543	app	2
9749	14526	m	3
9799	8735	m	1
993	8493	m	3
9993	203	m	1
1	145	pc	5
1	234	m	26
1	29389	app	4
10015	199	app	1
10088	14286	app	1
10171	14286	pc	1
10171	97	m	1
10198	234	m	1
10266	128	app	1
10387	14286	m	1
10394	234	app	5
10448	156	pc	1
10461	14326	app	1
10467	128	pc	1
10467	8546	pc	3
10506	8523	m	7
1078	8735	pc	2
1086	8493	pc	2
1096	34807	m	1
122	14286	app	5
135	203	m	11
13951	14502	pc	1
13951	34806	m	1
14357	125	m	1
14357	8543	m	1
16	196	pc	7
16	23087	pc	2
16	609	m	29
172	26521	app	1
2	196	app	5
2	23087	app	6
2015	196	app	4
2015	38118	pc	1
2032	460	pc	1
2037	14326	m	1
2038	128	app	1
2039	118	app	1
2041	14286	m	1
2042	360	pc	1
2042	611	m	1
2045	102	app	1
2046	35691	app	3
2046	37863	pc	1
2047	310	pc	2
2050	96	app	3
2053	8558	app	5
2054	196	pc	2
2054	609	m	4
2055	186	pc	1
2192	14502	app	1
222	196	app	4
222	23087	app	3
2247	35691	pc	2
2248	460	m	7
2292	360	app	2
2296	37863	app	1
2296	97	pc	1
2302	360	m	2
2303	23087	m	1
2307	310	m	1
2319	14379	pc	1
2325	130	m	1
2325	203	pc	10
2328	234	app	1
2329	22431	m	1
2329	8537	pc	1
2337	128	m	1
2337	8546	m	5
2350	14526	m	2
2354	14502	app	1
2371	128	app	1
2372	118	app	1
2373	15520	m	2
2378	95	m	1
2380	310	pc	1
2380	34323	m	1
2389	8493	app	1
2394	14286	pc	1
2394	710	m	1
2394	97	m	1
2395	26516	pc	1
2395	611	pc	1
241	168	app	10
241	212	app	3
2422	95	m	2
2501	314	m	1
2501	34806	pc	1
265	156	pc	10
265	34323	m	3
291	102	pc	3
291	309	m	1
293	460	m	1
296	35984	app	1
3	125	pc	17
3	186	app	4
3	8543	pc	6
3	96	m	11
304	133	m	5
304	311	app	5
3157	125	app	1
3163	14326	pc	1
319	14326	pc	10
3198	8523	pc	1
3209	111	pc	1
3266	199	m	1
330	95	app	2
3328	15520	pc	3
3359	14526	m	1
342	14363	app	2
3439	14455	m	9
3453	8735	m	1
3470	102	pc	1
3470	309	m	2
355	309	pc	1
367	360	pc	1
367	611	m	3
37	36008	pc	1
37	8493	m	15
375	96	app	7
385	22431	m	1
385	8516	m	4
397	311	m	1
4	34806	pc	5
400	14000	pc	2
403	168	app	4
403	212	app	5
407	128	app	1
407	8546	app	1
414	102	app	5
424	186	pc	1
450	36488	m	3
455	460	m	2
497	35984	pc	1
5	37863	app	2
5	8523	pc	9
500	133	app	3
500	8608	pc	1
505	311	pc	2
518	14000	pc	6
531	35694	app	4
531	95	pc	2
536	8537	pc	1
537	96	app	6
541	23065	app	6
541	35984	pc	1
556	38117	app	1
5632	8735	pc	1
5633	234	m	1
5653	168	app	3
5653	212	app	1
5695	199	app	1
5709	14363	m	1
5709	203	m	2
572	14502	app	1
5733	125	m	3
5733	8543	m	1
5853	311	m	1
5958	190	pc	1
606	36008	pc	1
606	8493	m	16
613	14326	app	1
618	8608	pc	1
623	111	m	3
623	8558	pc	2
629	14455	app	3
637	8523	app	7
652	14326	pc	2
669	102	m	2
669	26523	pc	6
6718	35691	app	1
6718	37863	pc	1
6745	168	pc	7
6745	212	pc	2
6760	609	app	1
6770	95	m	2
6776	125	app	1
6776	8543	app	1
6803	133	app	1
6803	14455	app	5
696	128	app	1
6964	360	app	1
6964	8445	app	1
710	310	app	1
7133	35691	m	2
725	611	app	1
740	128	app	3
740	8546	app	4
7576	128	m	2
7576	8546	m	2
7620	128	m	2
7620	8546	m	1
772	125	m	10
772	8543	m	2
776	609	pc	7
7951	186	pc	1
7951	8855	m	1
801	35984	m	1
811	26523	m	9
811	309	app	6
834	234	m	1
836	125	pc	1
836	8543	pc	1
836	96	m	1
837	34806	pc	4
8481	8523	pc	6
858	128	app	2
858	8546	app	4
8601	8537	m	1
8694	38118	m	1
872	14286	m	1
8854	8735	m	1
910	14419	pc	1
9123	156	pc	2
9123	36011	app	1
93	34323	pc	6
933	36011	app	1
9389	609	app	1
944	203	app	4
944	8516	pc	4
9449	125	app	1
9449	8543	app	1
9472	609	pc	7
9530	234	m	2
9617	14326	pc	1
9687	8558	app	1
9688	196	pc	1
9688	609	m	1
9704	130	app	4
9736	156	pc	1
9993	130	app	2
1	145	m	5
1	23442	pc	1
10070	156	pc	2
10171	14286	m	1
10184	196	pc	1
102	460	app	9
10229	14000	app	3
10266	311	pc	1
1029	8523	pc	2
10291	35984	pc	1
10448	156	m	1
10467	128	m	1
10467	8546	m	2
10513	190	pc	3
10564	14326	pc	8
1057	35691	app	3
1057	37863	pc	1
1078	8735	m	2
1086	8493	m	3
1096	35691	pc	1
122	8735	pc	2
12804	168	pc	7
12804	212	pc	2
135	130	app	4
13951	14502	m	1
14357	96	app	1
147	128	app	4
147	356	pc	1
147	8546	app	4
158	35828	pc	8
16	196	m	9
16	23087	m	2
188	37866	app	1
188	95	app	5
2	36011	app	1
2015	22431	pc	4
2015	38118	m	1
202	35828	pc	6
2032	460	m	1
2038	311	pc	1
2041	97	app	1
2042	360	m	1
2046	37863	m	1
2047	310	m	3
2052	171	pc	1
2052	8523	app	7
2053	14255	app	2
2053	35694	app	7
2054	196	m	3
222	36011	app	1
2247	35691	m	2
2296	14286	pc	1
2302	611	app	1
2315	96	pc	5
2319	14379	m	1
2325	203	m	14
2329	8537	m	1
2346	34323	pc	1
2346	460	app	2
2371	311	pc	1
2373	14000	pc	3
2373	190	app	4
2380	310	m	1
2394	14286	m	1
2395	26516	m	1
2395	360	pc	1
2395	611	m	1
2398	102	app	1
2404	97	pc	1
241	8659	app	1
2422	36008	app	1
2501	14502	pc	3
2501	34806	m	1
265	111	pc	8
265	156	m	13
291	102	m	3
291	26523	pc	1
3	125	m	17
3	8543	m	7
3163	14326	m	1
3184	156	pc	1
319	14326	m	21
319	8608	app	3
3198	8523	m	1
3209	111	m	1
3237	34323	pc	1
3237	460	app	7
330	190	pc	3
3328	15520	m	1
3445	14379	pc	3
3470	102	m	1
3479	168	pc	4
3479	212	pc	4
355	309	m	1
367	360	m	1
369	14455	app	2
37	36008	m	1
37	37861	app	1
375	125	app	6
375	8543	app	1
4	14502	pc	5
4	34806	m	6
400	14000	m	3
409	190	app	1
413	14455	app	5
413	38116	app	1
414	26523	app	5
424	186	m	2
450	310	app	3
483	22431	app	2
483	37861	pc	1
483	8516	app	6
5	14286	pc	7
5	8523	m	11
500	8608	m	1
505	311	m	2
518	14000	m	9
518	15520	app	3
520	234	pc	5
531	95	m	2
5333	8735	app	2
536	8537	m	1
537	125	app	2
537	8543	app	1
541	35984	m	1
541	38117	pc	1
541	8442	pc	1
5632	8735	m	1
5653	26523	app	1
5669	309	pc	2
5709	130	app	1
5722	14379	pc	3
5733	96	app	2
5756	168	pc	6
5756	212	pc	6
5772	8855	app	1
5772	96	pc	5
5853	14455	pc	5
5958	15520	pc	1
5958	190	m	1
606	36008	m	1
606	37861	app	1
623	156	app	6
623	8558	m	2
637	14286	app	1
645	8516	app	3
652	14326	m	2
652	8608	app	1
669	26523	m	7
669	309	app	2
6718	37863	m	1
6745	168	m	6
6745	212	m	2
6745	26523	pc	1
6745	8659	pc	1
6760	196	app	1
6793	8608	app	1
696	311	pc	1
698	190	app	1
699	8493	pc	1
710	611	pc	1
7154	8735	pc	2
722	609	pc	2
725	360	app	1
7303	609	pc	1
740	311	pc	5
7453	8523	app	6
771	8537	pc	1
772	14379	pc	1
772	96	app	6
776	196	pc	1
776	23087	pc	4
776	609	m	7
7951	186	m	1
811	102	app	2
821	186	pc	1
831	130	pc	2
836	125	m	1
836	8543	m	1
837	14502	pc	1
837	34806	m	4
837	8444	pc	1
845	95	app	6
8481	8523	m	6
858	311	pc	1
8601	8692	pc	1
8694	8537	pc	1
872	171	pc	1
872	8523	app	2
910	14419	m	1
9123	111	pc	1
9123	156	m	3
93	156	pc	8
93	34323	m	3
9326	152	pc	3
933	8537	pc	1
9389	196	app	1
9409	8692	app	1
944	8516	m	5
9444	130	app	1
9472	609	m	7
9517	14000	app	5
9539	360	app	1
9617	14326	m	1
9687	35694	app	1
9688	196	m	1
9688	41588	app	2
9704	203	app	5
9704	8516	pc	1
9736	111	pc	4
9736	156	m	1
9749	14526	app	3
9799	8735	app	1
9909	8537	pc	1
993	8493	app	2
9993	203	app	1
1	234	app	9
1	23442	m	1
1	26521	pc	1
10015	14326	pc	1
10039	97	pc	1
10070	156	m	2
10097	130	pc	6
10171	97	app	1
10184	196	m	1
10198	234	app	1
102	310	pc	10
10266	311	m	1
1029	8523	m	2
10387	14286	app	1
10506	8523	app	7
10513	15520	pc	1
10513	190	m	3
10564	14326	m	8
1057	37863	m	1
1096	35691	m	1
122	8735	m	2
12804	168	m	10
12804	212	m	2
12804	26523	pc	2
135	203	app	6
135	22431	pc	5
135	8516	pc	8
13951	34806	app	1
14357	125	app	1
14357	8543	app	1
147	311	pc	8
147	356	m	1
158	35828	m	11
16	609	app	6
188	190	pc	8
2	8537	pc	6
2015	22431	m	4
2015	8537	pc	1
202	35828	m	7
2037	14326	app	1
2038	311	m	1
2039	168	pc	6
2039	212	pc	2
2041	14286	app	1
2052	171	m	1
2053	234	pc	6
2054	609	app	4
2055	96	pc	8
2192	186	pc	1
222	8537	pc	1
2248	460	app	6
228	186	pc	3
2296	14286	m	1
2302	360	app	1
2303	23087	app	1
2307	310	app	1
2315	125	pc	1
2315	8543	pc	1
2315	96	m	5
2323	207	pc	2
2325	130	app	1
2329	22431	app	1
2329	8692	pc	1
2337	128	app	1
2337	8546	app	6
2342	23087	pc	1
2346	310	pc	1
2346	34323	m	1
2350	14526	app	2
2354	186	pc	1
2364	130	pc	1
2371	311	m	1
2372	168	pc	6
2372	212	pc	2
2373	14000	m	4
2373	15520	app	1
2378	95	app	1
2380	34323	app	1
2389	36488	pc	1
2394	710	app	1
2394	97	app	1
2395	360	m	1
2422	95	app	2
2501	14502	m	2
2501	314	app	1
265	111	m	11
265	34323	app	3
265	8558	pc	3
291	26523	m	1
291	309	app	1
293	460	app	1
297	15520	pc	1
3	14379	pc	3
3	96	app	13
304	133	app	4
304	8608	pc	4
3184	111	pc	3
3184	156	m	1
319	35136	pc	1
3209	156	app	1
3209	35694	pc	1
3237	310	pc	1
3237	34323	m	1
330	190	m	3
3328	14000	pc	5
3359	14526	app	1
3439	14455	app	5
3445	14379	m	2
3453	8735	app	1
3470	309	app	2
3479	168	m	4
3479	212	m	3
3479	26523	pc	1
355	26523	pc	1
362	8523	pc	6
367	35691	m	1
367	611	app	3
37	8493	app	5
375	41588	pc	1
385	22431	app	1
385	8516	app	3
397	311	app	1
4	14502	m	5
4	8444	m	1
408	168	pc	1
408	212	pc	4
414	314	pc	1
424	96	pc	9
450	34807	pc	1
450	36488	app	2
450	611	pc	1
455	460	app	1
463	8855	pc	1
469	97	pc	3
483	37861	m	1
483	8493	pc	5
5	14286	m	6
505	133	pc	2
520	234	m	5
523	34806	pc	1
536	35694	pc	1
541	38117	m	1
541	8442	m	1
5633	234	app	1
5669	309	m	2
5695	14326	pc	1
5709	14363	app	1
5709	203	app	2
5722	14379	m	3
5733	125	app	2
5733	8543	app	1
5756	168	m	5
5756	212	m	6
577	14502	pc	1
5772	125	pc	1
5772	8543	pc	1
5772	96	m	4
5853	14455	m	8
5853	311	app	1
5936	8523	pc	1
5958	15520	m	1
606	8493	app	6
623	111	app	3
623	26516	pc	1
637	8735	pc	4
645	8493	pc	2
656	460	pc	2
669	102	app	2
6745	26523	m	1
6745	8659	m	1
6752	14286	pc	1
6760	22431	pc	1
6770	95	app	2
679	186	pc	1
696	311	m	1
697	168	pc	1
697	212	pc	3
699	8493	m	1
700	460	pc	7
710	360	pc	1
710	611	m	1
710	8445	pc	1
7133	35691	app	2
7133	37863	pc	1
7154	8735	m	3
722	196	pc	1
722	23087	pc	1
722	609	m	2
725	37863	pc	2
726	156	pc	1
7289	102	pc	1
7303	196	pc	1
7303	609	m	1
740	311	m	7
7576	128	app	2
7620	128	app	1
7620	8546	app	1
771	8537	m	1
772	125	app	6
772	14379	m	1
772	8543	app	2
776	196	m	1
776	23087	m	4
783	199	pc	1
79	207	pc	9
7951	96	pc	3
801	35984	app	1
811	26523	app	7
831	130	m	2
831	203	pc	4
834	234	app	1
836	96	app	1
837	14502	m	1
837	8444	m	1
845	190	pc	10
858	311	m	1
8601	8537	app	1
8601	8692	m	1
8694	38118	app	1
8694	8537	m	1
872	14286	app	1
872	171	m	1
8854	8735	app	1
9123	111	m	1
9123	8558	pc	1
9146	199	pc	1
93	111	pc	3
93	156	m	12
9326	152	m	3
933	8537	m	1
9422	156	pc	1
9530	234	app	1
961	34323	pc	1
967	14455	pc	3
9687	234	pc	1
9688	609	app	1
9704	8516	m	2
9709	130	pc	1
9717	168	pc	5
9717	212	pc	1
9736	111	m	3
1	14354	pc	3
1	145	app	4
1	26521	m	1
10015	14326	m	1
10039	97	m	1
10097	130	m	6
10171	14286	app	1
102	310	m	11
102	36488	pc	1
10266	14455	pc	2
10285	8523	pc	8
10291	207	pc	1
10448	156	app	1
10467	128	app	1
10513	15520	m	1
1067	14526	pc	1
1078	8735	app	2
1086	8493	app	2
11077	14526	pc	1
11296	14000	pc	3
122	26531	pc	8
12804	26523	m	1
135	22431	m	5
135	8516	m	11
13951	14502	app	1
147	311	m	12
16	196	app	5
16	23087	app	1
18	34806	pc	9
188	190	m	18
2	8537	m	5
2015	38118	app	1
2015	8537	m	1
2032	460	app	1
2038	14455	pc	6
2039	168	m	7
2039	212	m	2
2039	26523	pc	2
2040	8855	pc	1
2042	360	app	1
2045	34806	pc	1
2046	37863	app	1
2046	710	pc	1
2046	97	pc	1
2047	310	app	3
2053	234	m	6
2054	196	app	2
2055	125	pc	10
2055	186	app	1
2055	8543	pc	6
2055	96	m	9
222	8537	m	1
2247	35691	app	2
2248	310	pc	2
228	186	m	2
2303	156	pc	3
2307	611	pc	2
2315	125	m	1
2319	14379	app	1
2319	609	pc	4
2323	207	m	2
2325	203	app	7
2325	8516	pc	2
2329	8537	app	1
2337	311	pc	1
2342	23087	m	1
2342	36011	pc	1
2346	310	m	1
2354	186	m	1
2360	199	pc	1
2363	95	pc	6
2364	130	m	1
2364	14363	pc	1
2364	203	pc	2
2371	133	pc	1
2371	14455	pc	3
2372	168	m	6
2372	212	m	2
2372	26523	pc	1
2372	8659	pc	1
2378	190	pc	1
2380	310	app	1
2389	36488	m	1
2392	41588	pc	1
2394	14286	app	1
2395	26516	app	1
2395	611	app	1
2422	190	pc	8
2501	34806	app	1
265	156	app	7
265	8558	m	4
276	35694	pc	3
276	8692	pc	1
291	102	app	3
293	310	pc	1
297	15520	m	1
3	125	app	11
3	14379	m	3
3	8543	app	6
304	8608	m	4
3157	130	pc	2
3163	14326	app	1
3177	35691	pc	1
3184	111	m	3
3184	8558	pc	1
319	14326	app	5
319	35136	m	1
319	8658	pc	1
3209	111	app	1
3209	35694	m	1
3237	310	m	1
330	23065	pc	1
3328	14000	m	10
3328	15520	app	2
3470	102	app	1
3479	26523	m	1
355	26523	m	1
355	309	app	1
362	14286	pc	2
362	8523	m	6
367	360	app	1
37	36008	app	1
375	41588	m	1
385	8493	pc	2
394	309	pc	1
4	34806	app	4
400	14000	app	3
408	168	m	1
408	212	m	4
414	314	m	1
424	125	pc	9
424	186	app	1
424	8543	pc	6
424	96	m	12
450	34807	m	1
450	360	pc	3
450	611	m	1
455	310	pc	1
463	186	pc	2
463	8855	m	1
469	97	m	2
483	36008	pc	1
483	8493	m	6
497	35984	app	1
5	8523	app	6
500	8608	app	1
505	133	m	2
505	311	app	2
518	14000	app	5
523	14502	pc	1
523	34806	m	1
531	95	app	2
5333	35721	pc	1
536	35694	m	1
536	8537	app	1
541	35984	app	1
556	309	pc	1
5632	8735	app	1
5695	14326	m	1
5722	41588	pc	1
577	14502	m	1
5772	125	m	1
5936	8523	m	1
5942	118	pc	1
5958	14000	pc	1
5959	8493	pc	1
606	36008	app	1
618	8608	app	1
623	26516	m	1
623	8558	app	2
637	8735	m	5
645	36008	pc	1
645	8493	m	3
652	14326	app	2
656	460	m	2
669	26523	app	5
6718	37863	app	1
6718	97	pc	1
6745	168	app	6
6745	212	app	2
6752	14286	m	1
6760	22431	m	1
6760	8537	pc	1
6770	190	pc	2
6776	130	pc	2
6788	128	pc	1
6788	8546	pc	5
679	186	m	1
6964	14354	pc	1
697	168	m	1
697	212	m	3
700	460	m	8
710	35691	pc	2
710	360	m	2
710	8445	m	1
7133	37863	m	1
722	196	m	1
722	23087	m	1
726	111	pc	1
726	156	m	1
7289	102	m	1
7303	196	m	1
740	133	pc	1
7453	8735	pc	3
751	14455	pc	3
7620	311	pc	2
771	35694	pc	5
776	609	app	5
783	199	m	1
79	118	pc	1
79	207	m	13
7921	15520	pc	1
7951	125	pc	6
7951	8543	pc	1
7951	96	m	3
811	152	pc	6
821	96	pc	4
831	203	m	4
836	125	app	1
836	8543	app	1
837	343	pc	1
837	34806	app	4
845	190	m	17
8481	8523	app	6
858	133	pc	1
8582	96	pc	2
891	460	pc	7
910	14419	app	1
910	97	pc	3
9123	156	app	3
9123	8558	m	1
914	26523	pc	1
9146	199	m	1
93	111	m	3
93	34323	app	4
93	8558	pc	5
933	35694	pc	1
9389	8537	pc	1
9422	156	m	1
944	8516	app	4
9449	130	pc	1
9472	609	app	6
961	156	pc	5
961	34323	m	1
9617	14326	app	1
9656	14326	pc	1
967	14455	m	4
9687	234	m	1
9688	196	app	2
9688	38118	pc	1
9709	130	m	1
9709	203	pc	1
9717	168	m	6
9717	212	m	1
9717	8659	pc	1
9736	156	app	1
977	609	pc	8
1	14354	m	2
1	23442	app	1
1	37981	pc	4
10070	156	app	2
10070	35694	pc	1
10088	14526	pc	1
10115	168	pc	2
10115	212	pc	2
10175	34806	pc	1
102	36488	m	1
10260	310	pc	1
10266	14455	m	2
10266	311	app	1
10285	8523	m	9
1029	8523	app	2
10291	207	m	1
10291	35984	app	1
10513	14000	pc	3
10513	190	app	2
10539	37863	pc	1
10552	190	pc	1
10564	14326	app	5
1057	37863	app	1
1057	97	pc	3
1067	14526	m	1
1096	35691	app	1
11077	14526	m	1
11296	14000	m	4
122	14526	pc	7
122	26531	m	11
122	8735	app	2
12291	710	pc	1
12291	97	pc	2
12804	168	app	7
12804	212	app	2
147	133	pc	7
147	356	app	1
158	14455	pc	12
158	35828	app	5
158	38116	pc	1
172	207	pc	12
18	14502	pc	8
18	34806	m	12
188	23065	pc	8
2	14255	pc	1
2	24056	pc	4
2	35694	pc	8
2	8692	pc	1
2015	22431	app	4
2015	37861	pc	1
2015	8692	pc	1
202	14455	pc	10
202	35828	app	4
2032	310	pc	5
2038	14455	m	6
2038	311	app	1
2039	26523	m	2
2040	186	pc	1
2040	8855	m	1
2043	156	pc	1
2045	34806	m	1
2046	14286	pc	1
2046	710	m	1
2046	97	m	1
2047	26516	pc	1
2047	611	pc	2
2050	130	pc	1
2052	171	app	1
2054	22431	pc	1
2055	125	m	14
2055	8543	m	7
2192	96	pc	5
222	35694	pc	2
2248	310	m	2
228	96	pc	9
2296	14286	app	1
2303	111	pc	1
2303	156	m	3
2307	360	pc	3
2307	611	m	2
2315	96	app	5
2319	196	pc	1
2319	609	m	4
2325	8516	m	2
2337	311	m	1
2342	36011	m	1
2346	34323	app	1
2346	38115	pc	2
2354	96	pc	7
2363	95	m	6
2364	14363	m	1
2364	203	m	2
2371	133	m	1
2371	14455	m	5
2371	311	app	1
2372	26523	m	1
2372	8659	m	1
2373	14000	app	3
2378	15520	pc	3
2378	190	m	1
2380	611	pc	1
2392	41588	m	1
2395	360	app	1
241	35828	pc	4
2422	15520	pc	1
2422	190	m	8
2501	14502	app	3
265	111	app	7
265	26516	pc	3
276	35694	m	2
276	8692	m	1
291	26523	app	1
293	310	m	1
297	14000	pc	4
3	41588	pc	1
304	14326	pc	6
3157	130	m	2
3157	203	pc	1
3177	35691	m	1
3184	156	app	1
3184	35694	pc	1
3184	8558	m	1
319	8658	m	1
3237	34323	app	1
3266	14326	pc	1
330	190	app	3
330	23065	m	1
342	460	pc	12
3445	14379	app	3
3445	609	pc	2
3479	168	app	5
3479	212	app	3
362	14286	m	2
375	130	pc	2
385	8493	m	4
394	102	pc	1
394	309	m	1
397	8608	pc	1
4	14502	app	7
4	8444	app	1
403	35828	pc	5
424	125	m	11
424	8543	m	6
428	609	pc	10
450	35691	pc	1
450	360	m	2
455	310	m	1
463	186	m	1
483	36008	m	1
483	37861	app	1
5	14286	app	6
518	14419	pc	2
520	234	app	5
523	14502	m	1
531	190	pc	4
5333	35721	m	1
537	130	pc	1
541	38117	app	1
541	8442	app	1
556	102	pc	1
556	309	m	1
5669	309	app	2
5722	14379	app	4
5722	41588	m	1
5722	609	pc	5
5756	168	app	6
5756	212	app	5
5772	96	app	5
5853	14455	app	4
5942	8609	pc	1
5958	14000	m	1
5959	8493	m	1
645	36008	m	1
669	152	pc	1
669	314	pc	1
6718	14286	pc	1
6729	8523	m	1
6745	26523	app	1
6745	8659	app	1
6760	8537	m	1
6770	15520	pc	1
6770	190	m	2
6776	130	m	1
6776	203	pc	1
6788	128	m	1
6788	8546	m	5
679	96	pc	5
696	311	app	1
6964	14354	m	1
6964	37981	pc	1
6964	8523	pc	2
699	8493	app	1
710	35691	m	2
710	611	app	1
7154	8735	app	3
722	609	app	2
726	111	m	1
726	8558	pc	1
7303	609	app	1
740	133	m	1
740	311	app	4
7453	8735	m	2
751	14455	m	4
7620	311	m	2
771	35694	m	5
771	798	pc	1
771	8537	app	1
772	14379	app	1
776	196	app	1
776	23087	app	4
7921	15520	m	1
7951	125	m	7
7951	8543	m	1
811	152	m	6
821	125	pc	7
821	186	app	1
821	8543	pc	5
821	96	m	5
831	130	app	3
837	14502	app	1
837	343	m	1
837	8444	app	1
858	133	m	1
858	311	app	1
8582	125	pc	1
8582	8543	pc	1
8582	96	m	2
8601	8692	app	1
8601	95	pc	2
8694	8537	app	1
872	171	app	1
882	128	pc	1
882	8546	pc	1
891	460	m	7
9123	111	app	1
914	26523	m	1
93	156	app	7
93	8558	m	6
9326	152	app	3
933	35694	m	1
933	8537	app	1
9389	8537	m	1
9422	8558	pc	1
944	8493	pc	3
9449	130	m	1
9449	203	pc	1
9481	207	pc	1
961	111	pc	1
961	156	m	5
9656	14326	m	1
9688	22431	pc	1
9704	8516	app	1
9709	203	m	1
9717	8659	m	1
9736	111	app	3
977	196	pc	1
977	23087	pc	1
977	609	m	12
9854	168	pc	1
9854	212	pc	1
9871	14526	pc	1
9902	128	pc	1
9909	8537	app	1
1	26521	app	1
1	37981	m	4
10015	14326	app	1
10070	35694	m	1
10088	14526	m	1
10097	130	app	5
10115	168	m	1
10115	212	m	2
10134	35694	pc	2
1016	41588	pc	1
10175	14502	pc	4
10175	34806	m	1
102	310	app	7
10260	310	m	1
10454	190	pc	1
10513	14000	m	4
10513	15520	app	1
10524	35691	pc	1
10536	350	m	1
10539	37863	m	2
10552	15520	pc	1
10552	190	m	1
1057	14286	pc	6
1057	97	m	3
1078	35721	pc	1
1086	36488	pc	1
122	14526	m	6
12291	14286	pc	1
12291	710	m	1
12291	97	m	1
12804	26523	app	1
135	22431	app	4
135	8516	app	6
13951	186	pc	1
14357	130	pc	1
147	133	m	8
147	311	app	5
158	14455	m	26
172	118	pc	1
172	207	m	22
18	14502	m	7
188	190	app	5
188	23065	m	12
2	14255	m	1
2	24056	m	4
2	35694	m	7
2	798	pc	1
2	8537	app	5
2	8692	m	1
2015	37861	m	1
2015	8537	app	1
2015	8692	m	1
202	14455	m	27
2032	310	m	5
2039	168	app	6
2039	212	app	2
