sloc1	scate2	platform	common_pos
882	34323	m	1
891	171	app	1
891	8735	m	4
8973	36008	pc	1
901	14286	app	1
910	199	m	1
9123	8659	m	1
914	203	m	6
9146	360	app	1
927	207	app	1
93	168	m	16
93	212	m	5
93	8659	pc	2
9326	8493	pc	1
933	26523	m	1
9422	168	pc	1
9422	212	pc	2
9444	710	app	1
9499	611	app	2
952	35694	m	3
952	8537	app	1
952	8692	m	1
9539	311	m	1
9617	171	pc	1
9617	8523	app	2
9656	8523	pc	1
968	130	app	1
9704	14286	app	1
9749	34323	pc	1
9799	23087	pc	1
9837	14326	m	1
984	360	pc	8
984	611	m	1
984	8445	pc	5
993	14502	m	1
9993	14286	app	1
1	14455	m	13
1	38116	m	1
10039	199	app	1
10070	26523	m	1
10120	15520	pc	1
10120	190	m	1
10134	168	m	1
10134	212	m	2
10171	14326	m	1
10229	125	app	1
10266	234	m	1
10417	360	app	2
10417	8445	app	1
10434	14000	pc	3
10434	190	app	1
10448	168	app	1
10467	8558	app	1
10485	14326	app	1
10513	186	pc	1
10536	207	m	1
10564	8523	app	7
1057	199	m	1
1086	26531	app	2
12291	199	m	1
12804	22431	pc	2
147	234	pc	6
147	26516	app	1
158	95	m	12
16	309	pc	2
1734	611	pc	1
18	460	pc	7
188	8855	pc	2
2	26523	m	6
2	309	app	6
2015	309	app	1
202	95	m	8
2032	35721	pc	1
2039	196	app	1
2042	311	pc	1
2044	14000	pc	5
2044	190	app	4
2045	8493	pc	5
2048	207	pc	1
2049	36008	app	1
222	26523	m	6
222	309	app	2
228	15520	pc	3
2292	133	m	3
2292	14455	m	2
2296	14326	pc	1
2299	15520	pc	1
2299	190	m	2
2303	168	pc	1
2303	212	pc	5
2307	128	pc	1
2307	8546	pc	4
2315	35691	pc	2
2325	710	app	1
2337	35694	app	2
2350	460	app	7
2360	360	app	2
2364	97	pc	1
2371	234	m	2
2372	196	app	1
2373	125	pc	6
2373	186	app	1
2373	8543	pc	3
2373	96	m	8
2378	14502	app	1
2380	712	pc	1
2381	207	pc	1
2394	14326	m	1
2395	128	app	4
2397	15520	m	1
2398	8516	app	4
241	35694	m	7
241	8537	app	2
241	8692	m	1
2501	8493	app	2
265	168	app	7
265	212	app	4
291	22431	m	2
291	8516	m	14
293	14526	app	2
296	130	pc	3
3	14000	app	8
304	14354	m	1
3184	26523	m	1
3251	360	app	4
3266	8523	pc	2
330	186	pc	2
3328	8855	app	1
3328	96	pc	7
3350	156	pc	1
3359	460	app	3
342	171	app	1
342	8735	m	4
3434	207	pc	1
3470	8516	m	3
3479	22431	pc	1
3489	95	app	1
355	203	app	7
355	22431	pc	3
355	8516	pc	5
357	26531	app	1
362	8608	pc	1
367	311	pc	1
37	14502	m	9
375	14419	m	1
394	130	m	1
394	203	pc	8
394	41588	app	1
397	234	app	1
399	14379	pc	2
399	96	app	1
4	460	app	9
403	35694	m	3
403	8537	app	1
407	234	m	3
409	125	pc	1
409	8543	pc	1
409	96	m	1
413	190	app	5
413	23065	m	3
414	37861	m	1
414	8493	pc	8
424	14000	pc	8
424	8717	pc	1
450	128	m	1
450	8546	m	1
468	8493	m	1
497	125	app	6
497	8543	app	4
5	14326	pc	7
502	130	pc	1
523	460	m	5
5333	23087	m	1
541	125	app	5
541	14379	m	1
541	8543	app	5
556	130	m	4
556	203	pc	7
556	41588	app	1
5653	8537	app	1
5653	8692	m	1
5669	130	app	2
5709	14286	app	1
572	310	app	1
5722	8442	m	1
5733	35691	app	1
5845	14502	m	2
5845	314	app	1
5853	234	app	2
5898	14379	m	3
592	14526	m	1
5928	95	app	5
5936	14455	app	2
5942	14379	m	1
606	14502	m	1
613	118	m	1
615	22431	m	1
637	14326	app	2
656	14526	pc	1
656	8735	app	1
6700	35984	app	1
6745	22431	m	1
6745	8537	pc	2
6788	111	m	1
6788	8558	pc	2
679	15520	pc	1
6805	130	pc	2
686	34323	pc	1
693	14379	app	1
696	234	m	1
6964	14455	m	7
698	125	pc	1
698	186	app	1
698	8543	pc	1
700	14526	pc	1
7133	199	pc	1
725	133	pc	1
726	168	m	1
726	212	m	5
7289	130	app	2
7303	14419	app	1
740	145	pc	1
740	234	m	26
740	29389	app	1
7576	35694	app	4
7620	35694	app	2
771	102	app	1
783	35691	app	3
791	130	pc	1
811	22431	app	3
811	8516	app	6
831	97	m	1
834	14455	m	1
837	460	app	9
845	8855	pc	1
858	145	pc	1
858	234	m	4
858	29389	app	1
8716	611	app	2
8760	8735	m	1
882	111	pc	2
882	156	m	4
8854	23087	pc	1
8973	36008	m	1
8973	8692	app	1
8973	95	pc	1
901	8735	pc	2
9123	168	app	1
9123	212	app	1
914	130	app	5
93	35721	app	1
93	8659	m	2
9326	8493	m	1
9357	8523	app	1
9363	207	app	1
9422	168	m	1
9422	212	m	2
9444	14286	app	1
9499	360	app	1
9517	125	app	1
9539	14455	pc	1
9551	36014	m	1
961	168	pc	3
961	212	pc	1
9617	171	m	1
9656	8523	m	1
967	95	app	5
968	203	app	6
968	22431	pc	1
968	8516	pc	1
9706	350	app	1
9709	37863	app	1
9709	97	pc	2
9717	196	app	2
9736	168	app	1
9736	212	app	1
9749	310	pc	1
9799	23087	m	1
9811	130	pc	2
984	35691	pc	4
984	360	m	7
984	8445	m	4
1	26517	pc	3
10015	37981	app	1
10070	168	app	1
10097	14286	pc	1
10106	314	pc	1
10120	15520	m	1
1016	14000	app	2
10175	8493	pc	1
10285	14455	app	1
10285	8608	pc	1
10434	14000	m	6
10461	8735	app	1
10467	35694	app	1
10513	186	m	1
1067	460	pc	3
1086	14526	app	1
11296	8855	app	1
12804	22431	m	2
147	145	pc	2
147	234	m	10
16	102	pc	4
16	309	m	2
1734	360	pc	2
1734	611	m	1
18	460	m	5
188	186	pc	6
188	8855	m	2
2	102	app	5
2015	102	app	3
2032	35721	m	1
2039	22431	pc	1
2040	36488	m	1
2041	14326	app	1
2042	311	m	1
2044	14000	m	9
2045	8493	m	6
2047	128	pc	1
2047	8546	pc	5
2048	207	m	1
2048	35984	app	1
2049	95	app	1
2054	102	pc	1
2055	35691	pc	3
222	102	app	1
228	15520	m	2
2296	14326	m	1
2302	133	pc	1
2302	14455	pc	7
2303	168	m	1
2303	212	m	5
2307	128	m	1
2307	8546	m	4
2315	34807	app	1
2325	14286	app	1
2337	234	pc	1
2354	34807	pc	1
2364	14286	pc	1
2372	22431	pc	1
2373	125	m	7
2373	8543	m	3
2380	128	pc	1
2380	8546	pc	3
2381	118	pc	1
2381	207	m	1
2381	35984	app	1
2390	14455	app	3
2393	36488	pc	1
2397	14000	pc	3
2398	8493	pc	1
2422	37862	pc	1
2429	310	app	2
276	26523	app	4
296	130	m	4
296	203	pc	3
3	14419	pc	7
304	26521	app	1
3157	97	pc	1
3163	8735	pc	3
3184	168	app	3
319	207	pc	9
3266	8523	m	2
330	186	m	1
3328	125	pc	6
3328	186	app	2
3328	8543	pc	5
3328	96	m	9
3350	111	pc	3
3350	156	m	1
342	26531	pc	9
3434	118	pc	1
3434	207	m	1
3479	22431	m	1
355	22431	m	2
355	8516	m	5
362	8608	m	1
367	311	m	1
37	34806	app	5
37	8761	pc	1
394	203	m	8
399	125	app	4
399	14379	m	2
4	310	pc	9
409	125	m	1
414	36008	pc	2
414	8493	m	14
424	14000	m	13
424	15520	app	3
428	35984	app	1
463	15520	pc	1
5	14326	m	9
5	8608	app	6
502	130	m	1
502	203	pc	6
505	234	app	1
520	14455	pc	4
541	41588	pc	1
556	203	m	8
5632	23087	pc	1
5669	14363	app	1
5695	8523	app	6
572	34807	pc	1
572	611	pc	2
5756	8537	pc	1
5845	34806	app	1
5898	41588	pc	1
5928	190	pc	1
5958	8855	app	1
5958	96	pc	1
606	34806	app	1
629	35984	pc	1
645	34806	pc	1
652	207	pc	1
669	22431	app	2
669	37861	pc	1
669	8516	app	5
6718	199	app	1
6729	133	app	1
6729	14455	app	4
6729	8608	pc	2
6745	8537	m	2
6752	14326	pc	1
6760	309	app	1
6776	37863	app	1
6776	97	pc	1
6788	35694	pc	3
6788	8558	m	2
6803	35984	pc	1
6805	130	m	2
686	156	pc	7
686	34323	m	1
693	130	pc	1
698	125	m	1
699	14502	pc	1
700	14526	m	1
710	128	app	1
7133	199	m	1
725	133	m	1
728	8493	app	2
740	145	m	1
751	95	app	1
7576	234	pc	1
7620	234	pc	2
771	26523	app	3
776	309	pc	3
791	130	m	2
791	203	pc	2
7921	186	pc	1
7951	35691	pc	2
811	8493	pc	6
821	14000	pc	5
837	310	pc	8
845	186	pc	3
845	8855	m	1
8481	8608	app	1
858	145	m	1
8716	360	app	1
872	14326	app	1
882	111	m	2
882	34323	app	1
882	8558	pc	1
8854	23087	m	1
891	14526	pc	1
891	8735	app	3
8973	95	m	1
901	8735	m	2
910	199	app	1
914	203	app	6
914	22431	pc	3
914	8516	pc	8
93	168	app	6
93	212	app	4
933	26523	app	1
946	111	pc	1
952	35694	app	4
952	8692	app	1
952	95	pc	6
9539	14455	m	1
9539	311	app	1
9551	130	pc	1
961	168	m	2
961	212	m	1
9617	8735	pc	1
9646	360	pc	2
967	190	pc	1
968	22431	m	1
968	8516	m	1
9706	156	pc	1
9717	22431	pc	1
9749	310	m	1
9811	130	m	2
9811	203	pc	5
9837	14326	app	1
984	35691	m	3
984	611	app	1
993	14502	app	1
1	14455	app	5
1	26517	m	3
1	38116	app	1
1005	207	pc	1
10070	26523	app	1
10088	460	pc	1
10097	14286	m	1
10106	314	m	1
10106	34806	pc	1
10120	14000	pc	3
10120	190	app	1
10134	168	app	1
10134	212	app	2
1016	14419	pc	1
10171	14326	app	1
10175	8493	m	1
102	712	pc	2
10266	234	app	1
10285	8608	m	1
10304	360	pc	1
1039	156	pc	7
10467	234	pc	2
10536	207	app	1
1057	199	app	1
1067	460	m	3
1096	199	pc	1
11226	168	pc	1
11226	212	pc	1
11296	125	pc	1
11296	8543	pc	1
122	350	pc	1
12291	199	app	1
147	145	m	2
158	95	app	9
16	102	m	6
16	26523	pc	7
1734	360	m	2
188	186	m	9
2	26523	app	3
202	95	app	6
2039	22431	m	1
2042	14455	pc	2
2047	128	m	1
2047	8546	m	5
2049	190	pc	1
2050	97	pc	2
2054	102	m	2
2055	34807	app	1
2055	35691	m	2
222	26523	app	4
228	14000	pc	5
2292	133	app	3
2292	14455	app	1
2299	14000	pc	6
2299	190	app	2
2302	133	m	2
2302	14455	m	9
2337	234	m	1
2344	8493	pc	2
2364	14286	m	1
2371	234	app	1
2372	22431	m	1
2372	8537	pc	2
2373	96	app	6
2378	186	pc	1
2380	128	m	1
2380	8546	m	3
2381	118	m	1
2393	36488	m	1
2394	14326	app	1
2397	14000	m	4
2398	8493	m	1
241	35694	app	6
241	8692	app	1
241	95	pc	7
2422	186	pc	1
2429	26516	pc	1
2429	611	pc	2
2501	36488	pc	2
291	22431	app	2
291	8516	app	7
296	203	m	3
3	14419	m	8
304	14354	app	1
3157	97	m	1
3163	8735	m	2
3184	26523	app	1
319	118	pc	1
319	207	m	14
3237	712	pc	1
330	96	pc	7
3328	125	m	6
3328	8543	m	5
3350	111	m	3
342	14526	pc	7
342	26531	m	13
342	8735	app	4
3434	118	m	1
3470	8516	app	2
3489	15520	pc	6
362	14326	pc	1
37	14502	app	6
37	8761	m	1
375	14419	app	1
375	97	pc	1
385	34806	pc	1
394	130	app	1
4	310	m	15
4	36488	pc	4
403	35694	app	3
403	95	pc	3
407	234	app	2
408	8537	pc	1
409	96	app	1
413	23065	app	2
413	35984	pc	1
414	36008	m	2
414	37861	app	1
450	128	app	1
450	8546	app	1
463	15520	m	1
468	8493	app	1
502	203	m	7
518	199	pc	1
520	14455	m	3
523	460	app	5
531	8855	pc	1
5333	23087	app	1
537	97	pc	1
541	14379	app	1
541	41588	m	1
556	130	app	3
5632	23087	m	1
5632	36011	pc	1
5653	37861	app	1
5653	95	pc	1
572	34807	m	1
572	360	pc	1
572	611	m	2
5722	8442	app	1
5756	8537	m	1
577	310	pc	1
5845	14502	app	2
5853	23065	pc	1
5898	14379	app	3
5898	41588	m	1
5898	609	pc	1
592	14526	app	1
5928	15520	pc	2
5928	190	m	1
5942	609	pc	1
5958	96	m	1
606	14502	app	1
615	22431	app	1
623	35828	pc	1
629	35984	m	1
645	14502	pc	2
645	34806	m	1
648	609	pc	1
652	118	pc	1
652	207	m	1
669	37861	m	1
669	8493	pc	2
6729	8608	m	3
6745	22431	app	1
6745	8692	pc	1
6752	14326	m	1
6770	186	pc	1
6776	14286	pc	1
6776	97	m	1
6788	111	app	1
6788	35694	m	3
679	14000	pc	4
6803	35984	m	1
686	111	pc	3
686	156	m	8
693	130	m	1
693	203	pc	2
6964	14455	app	4
6964	8608	pc	1
698	14379	pc	1
699	14502	m	1
710	311	pc	1
7154	23087	pc	1
722	309	pc	6
726	168	app	1
726	212	app	3
7303	309	pc	1
740	234	app	5
740	26521	pc	1
751	190	pc	1
7576	234	m	1
7620	234	m	2
776	102	pc	1
776	309	m	3
79	609	pc	6
791	203	m	2
7921	186	m	2
7951	35691	m	2
801	130	pc	3
811	36008	pc	1
811	8493	m	7
821	14000	m	8
821	15520	app	1
834	14455	app	1
837	310	m	10
837	36488	pc	1
845	186	m	3
858	234	app	3
8582	35691	pc	2
8760	8735	app	1
882	156	app	3
882	8558	m	1
891	14526	m	1
8973	36008	app	1
914	22431	m	3
914	8516	m	11
927	168	pc	1
927	212	pc	5
93	8659	app	3
9326	8493	app	1
933	314	pc	1
9357	8735	pc	1
9422	168	app	1
9422	212	app	1
946	111	m	1
946	8558	pc	1
952	95	m	6
9551	203	pc	1
9551	36014	app	1
9617	171	app	1
9617	8735	m	1
9656	8523	app	1
967	190	m	1
9706	156	m	1
9717	22431	m	1
9717	8537	pc	2
9799	23087	app	1
9811	203	m	6
9832	34323	pc	2
984	360	app	5
984	8445	app	3
9871	460	pc	1
1005	207	m	1
10106	14502	pc	1
10120	14000	m	3
10120	15520	app	1
10159	14379	pc	1
1016	14419	m	1
102	128	pc	7
102	26520	pc	4
102	712	m	2
102	8546	pc	8
10229	130	pc	1
10304	360	m	1
1039	111	pc	1
1039	156	m	8
10434	14000	app	4
10454	8855	pc	1
10467	234	m	2
10513	125	pc	1
10513	8543	pc	1
10552	186	pc	1
1096	199	m	1
11226	212	m	1
11226	26523	pc	1
11296	125	m	1
122	350	m	1
12804	22431	app	1
12804	8692	pc	1
14357	97	pc	3
147	234	app	4
147	26521	pc	1
158	190	pc	9
16	26523	m	12
16	309	app	2
1734	611	app	1
18	460	app	7
188	8855	app	2
188	96	pc	18
2	152	pc	1
2	314	pc	6
2015	314	pc	4
202	190	pc	2
2042	14455	m	2
2044	14000	app	5
2045	8493	app	4
2046	14326	pc	1
2048	207	app	1
2049	15520	pc	2
2049	190	m	1
2050	97	m	2
2192	35691	pc	1
228	14000	m	5
228	15520	app	3
2284	190	pc	1
2296	14326	app	1
2299	14000	m	9
2303	168	app	1
2303	212	app	5
2307	128	app	1
2315	35691	app	1
2315	37863	pc	2
2329	14502	pc	2
2342	168	pc	4
2342	212	pc	1
2344	8493	m	3
2346	128	pc	2
2346	8546	pc	1
2354	35691	pc	1
2372	8537	m	2
2373	125	app	5
2373	8543	app	2
2380	712	app	1
2381	207	app	1
2395	14455	pc	5
2408	8493	pc	2
241	95	m	6
2422	186	m	1
2429	26516	m	1
2429	360	pc	2
2429	611	m	2
2501	36488	m	1
291	8493	pc	3
296	130	app	2
319	118	m	1
3237	128	pc	1
3237	8546	pc	2
3266	8523	app	2
330	125	pc	6
330	186	app	2
330	8543	pc	1
330	96	m	9
3328	96	app	7
3350	14255	pc	1
3350	156	app	1
3350	35694	pc	1
342	14526	m	5
3434	207	app	1
3470	8493	pc	2
3479	22431	app	1
3489	15520	m	5
355	22431	app	2
355	8516	app	4
362	14326	m	1
362	8608	app	1
367	311	app	1
375	97	m	1
385	14502	pc	2
385	34806	m	1
394	203	app	5
394	22431	pc	2
394	8516	pc	4
399	14379	app	3
4	36488	m	3
403	95	m	3
408	8537	m	1
409	125	app	1
413	35984	m	1
413	8442	pc	1
414	8493	app	5
424	14000	app	6
463	14000	pc	7
463	8717	pc	1
497	130	pc	2
5	14326	app	4
500	207	pc	1
502	130	app	2
518	199	m	1
523	310	pc	1
531	186	pc	2
5333	156	pc	1
537	97	m	1
541	130	pc	7
556	203	app	6
556	8516	pc	8
5632	36011	m	1
5653	95	m	1
572	35691	pc	1
572	360	m	1
5733	97	pc	2
577	310	m	1
5853	23065	m	1
5898	196	pc	1
5898	609	m	1
5928	15520	m	3
5942	609	m	1
615	8493	pc	1
623	35828	m	1
645	14502	m	2
648	609	m	1
652	118	m	1
656	14526	app	1
669	8493	m	2
6718	14326	pc	1
6745	8537	app	2
6776	14286	m	1
6788	8558	app	2
679	14000	m	6
6803	207	pc	1
6805	130	app	3
686	111	m	3
686	34323	app	1
686	8558	pc	2
693	203	m	3
6964	8608	m	1
698	125	app	1
698	14379	m	2
700	14526	app	1
710	311	m	1
7133	199	app	1
7154	23087	m	1
722	102	pc	1
722	309	m	6
725	133	app	1
725	8608	pc	1
7303	309	m	1
740	14354	pc	1
740	145	app	1
740	26521	m	1
751	190	m	1
772	97	pc	1
776	102	m	1
776	26523	pc	1
783	8523	pc	8
79	196	pc	3
79	23087	pc	1
79	609	m	2
791	130	app	1
7921	96	pc	5
801	130	m	3
801	203	pc	5
811	36008	m	1
837	36488	m	1
845	8855	app	1
845	96	pc	13
858	145	app	1
8582	35691	m	1
8694	34806	pc	1
882	111	app	2
882	26516	pc	1
8854	23087	app	1
8973	95	app	1
901	8735	app	2
9146	8523	pc	1
927	168	m	1
927	212	m	5
933	314	m	1
9357	8735	m	1
9363	168	pc	4
9363	212	pc	3
944	34806	pc	1
946	8558	m	1
9517	130	pc	1
9529	128	pc	1
9539	14455	app	1
9551	203	m	1
961	168	app	3
961	212	app	1
968	22431	app	1
968	8516	app	1
9704	26531	m	1
9706	8558	pc	2
9717	8537	m	1
9749	310	app	1
9799	156	pc	1
9811	130	app	2
984	35691	app	3
9871	460	m	1
9976	168	pc	1
1	26517	app	3
10097	14286	app	1
10106	14502	m	1
10106	314	app	1
10159	14379	m	1
10175	8493	app	1
102	128	m	14
102	26520	m	3
102	8546	m	10
10229	130	m	1
10229	203	pc	2
10285	8608	app	1
10304	26516	app	1
10387	460	pc	3
1039	111	m	1
10417	8523	pc	2
10513	125	m	1
10552	186	m	1
1057	14326	pc	2
1067	34323	pc	1
1067	460	app	3
11226	26523	m	1
12291	14326	pc	2
147	14354	pc	1
147	145	app	2
147	26521	m	1
158	190	m	24
16	102	app	4
172	609	pc	11
1734	360	app	2
18	310	pc	5
188	125	pc	5
188	186	app	5
188	8543	pc	7
188	96	m	18
2	152	m	1
2	314	m	5
2015	314	m	4
202	190	m	2
2039	22431	app	1
2039	8692	pc	1
2041	460	pc	1
2046	14326	m	1
2047	128	app	1
2047	35828	pc	1
2047	8546	app	5
2049	15520	m	2
2052	23087	pc	1
2054	102	app	1
2055	35691	app	2
2192	35691	m	1
2248	128	pc	1
2248	8546	pc	1
2302	133	app	1
2302	14455	app	5
2302	8608	pc	1
2328	14379	pc	1
2337	234	app	1
2342	168	m	5
2342	212	m	1
2342	26523	pc	1
2346	128	m	1
2346	8546	m	1
2354	35691	m	1
2360	8523	pc	1
2364	14286	app	1
2372	22431	app	1
2372	8692	pc	1
2378	96	pc	2
2380	128	app	1
2380	8546	app	2
2381	118	app	1
2395	14455	m	6
2397	14000	app	4
2398	8493	app	1
2408	8493	m	2
2422	37862	app	1
2422	96	pc	6
2429	360	m	2
265	35828	pc	7
291	8493	m	4
293	128	pc	1
293	8546	pc	2
296	203	app	3
296	8516	pc	7
3	14419	app	5
3	710	pc	3
3	97	pc	6
3157	97	app	1
3163	8735	app	3
3177	199	pc	2
319	207	app	5
3237	128	m	1
3237	8546	m	2
3251	8523	pc	6
330	125	m	6
330	8543	m	1
3328	125	app	4
3328	8543	app	5
3350	111	app	2
3350	14255	m	1
3350	35694	m	1
342	26531	app	5
3434	118	app	1
3470	8493	m	2
3489	14000	pc	4
355	8493	pc	2
37	8761	app	1
385	14502	m	1
394	22431	m	2
394	8516	m	5
399	130	pc	1
4	310	app	5
413	8442	m	1
414	36008	app	2
424	14419	pc	2
455	128	pc	1
463	14000	m	9
463	15520	app	1
463	8717	m	1
497	130	m	2
497	203	pc	6
500	118	pc	1
500	207	m	1
502	203	app	6
502	8516	pc	1
520	14455	app	3
523	310	m	1
523	36488	pc	1
531	186	m	2
5333	156	m	1
541	130	m	8
541	203	pc	8
541	41588	app	1
556	8516	m	11
5632	23087	app	1
5709	14526	pc	1
572	34807	app	1
572	35691	m	1
572	611	app	1
5733	14286	pc	1
5733	97	m	1
5756	8537	app	1
5845	186	pc	3
5898	196	m	1
5898	41588	app	1
5928	14000	pc	5
5928	190	app	1
5958	96	app	1
613	168	pc	4
613	212	pc	4
615	8493	m	1
629	35984	app	1
645	34806	app	1
652	207	app	1
669	37861	app	1
6718	14326	m	1
6729	8608	app	2
6760	152	pc	1
6770	96	pc	2
6788	35694	app	3
6803	118	pc	1
6803	207	m	1
686	156	app	6
686	8558	m	3
693	130	app	2
699	14502	app	1
710	133	pc	1
722	102	m	1
722	26523	pc	4
725	8608	m	1
740	14354	m	1
7452	360	pc	2
7468	156	pc	1
7576	234	app	1
7620	234	app	2
772	97	m	1
776	26523	m	1
776	309	app	3
783	14286	pc	1
783	8523	m	9
79	196	m	5
79	23087	m	1
791	203	app	2
791	22431	pc	1
791	8516	pc	2
7921	125	pc	1
7921	186	app	1
7921	8543	pc	1
7921	96	m	5
7951	35691	app	2
801	203	m	7
811	8493	app	5
821	14000	app	5
836	97	pc	2
837	310	app	5
845	125	pc	8
845	186	app	2
845	8543	pc	3
845	96	m	18
8694	14502	pc	2
8694	34806	m	1
882	26516	m	1
882	8558	app	1
8854	156	pc	1
891	14526	app	1
8973	190	pc	3
914	22431	app	2
914	8516	app	7
9146	8523	m	1
9326	36488	pc	2
9363	168	m	4
9363	212	m	2
9363	26523	pc	1
9409	186	pc	1
944	14502	pc	1
944	34806	m	1
9444	14526	pc	1
9481	609	pc	1
9499	8523	pc	1
9517	130	m	1
9517	203	pc	1
952	95	app	5
9529	128	m	1
9551	130	app	1
9617	8735	app	1
967	190	app	1
968	8493	pc	3
9706	156	app	1
9706	8558	m	1
9717	22431	app	1
9749	611	pc	1
977	309	pc	1
979	460	pc	1
9799	111	pc	3
9799	156	m	1
9811	203	app	5
9854	8537	pc	1
9976	168	m	1
9976	26523	pc	1
1005	207	app	1
10106	34806	app	1
10120	14000	app	2
10159	41588	pc	1
1016	14419	app	1
102	712	app	2
10229	203	m	2
10260	128	pc	1
10260	8546	pc	1
10304	360	app	1
10387	460	m	3
1039	156	app	6
1039	35694	pc	3
10417	8523	m	2
10467	234	app	2
10536	212	pc	5
10552	96	pc	6
1057	14326	m	2
1067	34323	m	1
1078	156	pc	5
1096	199	app	1
11226	212	app	1
122	34323	pc	1
122	350	app	1
12291	14326	m	2
12804	36008	pc	1
135	34806	pc	2
147	14354	m	1
147	37981	pc	3
158	23065	pc	7
16	26523	app	4
172	196	pc	9
172	23087	pc	1
172	609	m	12
1734	8746	pc	1
18	310	m	7
18	36488	pc	2
188	125	m	4
188	8543	m	7
2015	14502	pc	1
202	23065	pc	7
2032	128	pc	3
2032	8546	pc	2
2040	35691	pc	3
2041	460	m	1
2042	14455	app	2
2045	36488	pc	1
2047	311	pc	2
2047	35828	m	1
2049	14000	pc	6
2049	190	app	1
2050	97	app	2
2052	23087	m	1
2248	128	m	1
2248	8546	m	2
228	14000	app	5
2299	14000	app	5
2302	8608	m	1
2319	102	pc	1
2325	14526	pc	2
2328	14379	m	1
2342	26523	m	1
2344	8493	app	2
2350	611	pc	4
2360	8523	m	1
2363	8855	pc	1
2372	8537	app	2
2378	125	pc	7
2378	186	app	2
2378	8543	pc	3
2378	96	m	2
2380	311	pc	1
2394	460	pc	4
241	95	app	5
2422	125	pc	10
2422	186	app	1
2422	8543	pc	7
2422	96	m	6
2429	26516	app	2
2429	611	app	2
2501	34807	pc	1
265	35828	m	10
293	128	m	1
293	8546	m	2
296	8516	m	10
3	710	m	4
3	97	m	6
304	207	pc	13
3177	199	m	2
319	118	app	1
3237	712	app	1
3251	8523	m	7
330	96	app	6
3359	611	pc	1
342	14526	app	5
3439	207	pc	1
3453	111	pc	2
3489	14000	m	6
3489	15520	app	3
355	36008	pc	1
355	8493	m	2
357	128	pc	1
357	8546	pc	3
362	14326	app	1
375	97	app	1
385	34806	app	1
399	130	m	1
399	203	pc	3
4	34807	pc	8
4	36488	app	3
4	611	pc	14
403	95	app	2
408	8537	app	1
413	26518	pc	1
413	35984	app	1
424	14419	m	2
428	309	pc	2
450	133	pc	3
455	128	m	1
497	203	m	7
502	8516	m	1
518	14001	pc	2
518	199	app	1
523	36488	m	1
531	96	pc	7
5333	8558	pc	2
541	203	m	9
5632	156	pc	1
5632	36011	app	1
5653	95	app	1
5669	8493	pc	3
5709	14526	m	1
572	360	app	1
5733	14286	m	1
577	310	app	1
5845	186	m	4
5853	23065	app	1
5853	35984	pc	1
5898	609	app	1
5928	14000	m	6
5928	15520	app	2
5942	609	app	1
613	168	m	5
613	212	m	4
623	14455	pc	3
623	35828	app	1
637	8752	pc	1
645	14502	app	1
648	609	app	1
652	118	app	1
669	8493	app	2
6700	168	pc	7
6700	212	pc	1
6760	152	m	1
6760	34806	pc	1
6770	8543	pc	1
6770	96	m	2
6776	14286	app	1
6788	234	pc	1
679	14000	app	4
686	111	app	3
686	26516	pc	1
693	203	app	2
693	8516	pc	2
6964	8608	app	1
698	14379	app	1
710	133	m	1
710	311	app	1
7133	14326	pc	1
7154	23087	app	1
722	26523	m	4
722	309	app	6
725	14326	pc	1
728	15520	pc	4
7289	8493	pc	2
7303	309	app	1
740	26521	app	1
7452	360	m	2
7468	111	pc	2
7468	156	m	1
751	190	app	1
776	102	app	1
783	14286	m	1
79	609	app	6
791	22431	m	1
791	8516	m	2
7921	125	m	1
801	130	app	3
811	36008	app	1
821	14419	pc	1
837	34807	pc	1
837	36488	app	2
837	611	pc	10
845	125	m	8
845	8543	m	4
8582	35691	app	2
8694	14502	m	2
8694	314	app	1
8716	8523	pc	4
8854	111	pc	1
8854	156	m	2
8973	15520	pc	1
8973	190	m	3
914	8493	pc	2
927	168	app	1
927	212	app	4
93	35828	pc	7
9357	8735	app	1
9363	26523	m	1
9389	34806	pc	1
9409	186	m	1
944	14502	m	1
9444	14526	m	1
946	29389	pc	1
946	8558	app	1
9481	196	pc	1
9481	609	m	1
9499	8523	m	1
9517	203	m	1
952	190	pc	4
9551	203	app	1
9551	8516	pc	1
968	8493	m	4
9704	26531	app	1
9717	8537	app	2
9749	360	pc	1
9749	611	m	1
977	102	pc	1
977	309	m	1
979	460	m	1
9799	111	m	4
9799	8558	pc	2
9854	8537	m	1
9871	460	app	1
9976	26523	m	1
9993	8444	pc	3
10106	14502	app	1
10159	14379	app	1
10175	36488	pc	1
102	128	app	5
102	26520	app	5
102	356	pc	2
102	8546	app	6
10229	130	app	2
10260	128	m	1
10362	199	pc	1
1039	111	app	1
1039	35694	m	3
10454	96	pc	1
10492	41588	m	1
10492	609	pc	1
10513	125	app	1
10536	212	m	4
10536	26523	pc	1
10552	125	pc	1
10552	96	m	6
1078	111	pc	4
1078	156	m	5
11226	26523	app	1
122	156	pc	7
122	34323	m	1
12804	95	pc	7
135	14502	pc	3
135	34806	m	2
147	26521	app	1
147	37981	m	3
158	190	app	6
158	23065	m	8
172	196	m	17
172	23087	m	1
1734	8746	m	1
18	36488	m	2
188	14379	pc	7
188	96	app	14
2	152	app	1
2	314	app	4
2015	14502	m	1
2015	314	app	3
202	190	app	2
202	23065	m	8
