sloc1	scate2	zdprice	online_price	member_price	price	diff	range
135	14326	1.44	43.2	32.4	34.848	-8.352	-0.193333333333
135	14354	2.72	30.0	22.5	24.544	-5.456	-0.181866666667
135	14379		7.68	5.76			
135	14419	0.32	18.72	14.04	15.04	-3.68	-0.196581196581
135	14455	13.57	55.92	41.94	47.45	-8.47	-0.151466380544
135	26523	0.52	24.96	18.72	20.072	-4.888	-0.195833333333
135	26531	1.11	29.52	22.14	23.838	-5.682	-0.192479674797
135	35691	0.73	23.52	17.64	18.962	-4.558	-0.193792517007
135	35694	2.72	28.08	21.06	23.008	-5.072	-0.180626780627
135	35721	1.08	25.92	19.44	20.952	-4.968	-0.191666666667
135	35828	4.33	14.4	10.8	12.386	-2.014	-0.139861111111
135	35984		25.92	19.44			
135	41588	1.0	14.4	10.8	11.72	-2.68	-0.186111111111
147	95	157.6	163.68	122.76	162.464	-1.216	-0.00742913000978
147	96	333.53	223.2	167.4	245.266	22.066	0.0988620071685
147	97	1.8	34.8	26.1	28.2	-6.6	-0.189655172414
147	102	25.88	65.28	48.96	57.4	-7.88	-0.120710784314
147	111	30.07	77.76	58.32	68.222	-9.538	-0.122659465021
147	118		29.04	21.78			
147	125	78.28	118.32	88.74	110.312	-8.008	-0.0676808654496
147	128	8.04	41.76	31.32	35.016	-6.744	-0.161494252874
147	130	4.04	30.24	22.68	25.0	-5.24	-0.17328042328
147	133	6.95	18.24	13.68	15.982	-2.258	-0.123793859649
147	145	0.45	14.4	10.8	11.61	-2.79	-0.19375
147	156	90.89	133.92	100.44	125.314	-8.606	-0.0642622461171
147	168	77.09	102.48	76.86	97.402	-5.078	-0.0495511319282
147	171		3.12	2.34			
147	196	9.52	66.72	50.04	55.28	-11.44	-0.171462829736
147	199	0.9	20.16	15.12	16.308	-3.852	-0.191071428571
147	203	62.56	78.96	59.22	75.68	-3.28	-0.0415400202634
147	207	11.03	46.32	34.74	39.262	-7.058	-0.152374784111
147	212	10.1	79.68	59.76	65.764	-13.916	-0.174648594378
147	234	22.1	68.64	51.48	59.332	-9.308	-0.135606060606
147	309	0.85	7.68	5.76	6.314	-1.366	-0.177864583333
147	310	7.75	46.32	34.74	38.606	-7.714	-0.166537132988
147	314	0.66	7.44	5.58	6.084	-1.356	-0.182258064516
147	360	5.79	46.32	34.74	38.214	-8.106	-0.175
147	460	47.73	65.28	48.96	61.77	-3.51	-0.0537683823529
147	609	73.75	124.56	93.42	114.398	-10.162	-0.0815831727681
147	611	4.44	51.12	38.34	41.784	-9.336	-0.182629107981
147	710	2.75	15.12	11.34	12.646	-2.474	-0.163624338624
147	8442	3.88	30.24	22.68	24.968	-5.272	-0.174338624339
147	8493	4.53	47.76	35.82	39.114	-8.646	-0.181030150754
147	8516	47.43	65.28	48.96	61.71	-3.57	-0.0546875
147	8523	33.81	64.32	48.24	58.218	-6.102	-0.0948694029851
147	8537	3.25	36.96	27.72	30.218	-6.742	-0.182413419913
147	8543	2.36	36.96	27.72	30.04	-6.92	-0.187229437229
147	8558	30.12	42.48	31.86	40.008	-2.472	-0.0581920903955
147	8608	2.65	35.52	26.64	28.946	-6.574	-0.185078828829
147	8659		75.12	56.34			
147	14000	41.9	159.6	119.7	136.06	-23.54	-0.147493734336
147	14001	1.21	14.4	10.8	11.762	-2.638	-0.183194444444
147	14255	0.83	45.36	34.02	36.454	-8.906	-0.196340388007
147	14286	4.91	55.92	41.94	45.718	-10.202	-0.182439198856
147	14326	23.95	63.84	47.88	55.862	-7.978	-0.124968671679
147	14354	1.51	28.32	21.24	22.958	-5.362	-0.189336158192
147	14419	3.82	27.84	20.88	23.036	-4.804	-0.172557471264
147	14455	28.22	57.84	43.38	51.916	-5.924	-0.102420470263
147	14502	2.93	51.84	38.88	42.058	-9.782	-0.188695987654
147	15520	1.1	15.12	11.34	12.316	-2.804	-0.18544973545
147	22431	11.11	40.32	30.24	34.478	-5.842	-0.144890873016
147	26523	9.34	54.72	41.04	45.644	-9.076	-0.165862573099
147	26531	1.84	46.32	34.74	37.424	-8.896	-0.192055267703
147	34323	5.2	59.76	44.82	48.848	-10.912	-0.182597054886
147	34806	0.54	14.4	10.8	11.628	-2.772	-0.1925
147	35691	2.0	23.52	17.64	19.216	-4.304	-0.182993197279
147	35694	5.17	29.04	21.78	24.266	-4.774	-0.164393939394
147	35828	1.64	25.68	19.26	20.872	-4.808	-0.18722741433
147	35984	1.0	21.36	16.02	17.288	-4.072	-0.19063670412
147	36008	0.6	14.4	10.8	11.64	-2.76	-0.191666666667
147	37861		14.4	10.8			
147	37981	1.57	14.4	10.8	11.834	-2.566	-0.178194444444
158	95	277.47	181.92	136.44	201.03	19.11	0.105046174142
158	96	107.59	170.4	127.8	157.838	-12.562	-0.073720657277
158	97	1.27	90.96	68.22	73.022	-17.938	-0.197207563764
158	102	13.45	46.32	34.74	39.746	-6.574	-0.141925734024
158	111	27.16	77.28	57.96	67.256	-10.024	-0.129710144928
158	125	190.51	232.56	174.42	224.15	-8.41	-0.0361627106983
158	128	11.25	51.12	38.34	43.146	-7.974	-0.155985915493
158	130	17.12	48.72	36.54	42.4	-6.32	-0.129720853859
158	133	16.26	41.52	31.14	36.468	-5.052	-0.121676300578
158	145	1.26	30.48	22.86	24.636	-5.844	-0.191732283465
158	156	177.29	295.2	221.4	271.618	-23.582	-0.0798848238482
158	168	131.63	107.76	80.82	112.534	4.774	0.0443021529324
158	171	1.17	3.12	2.34	2.73	-0.39	-0.125
158	190	44.94	50.64	37.98	49.5	-1.14	-0.0225118483412
158	196	11.0	57.84	43.38	48.472	-9.368	-0.161964038728
158	199	2.92	46.32	34.74	37.64	-8.68	-0.187392055268
158	203	128.33	119.28	89.46	121.09	1.81	0.015174379611
158	207	11.78	67.2	50.4	56.116	-11.084	-0.16494047619
158	212	49.65	72.24	54.18	67.722	-4.518	-0.0625415282392
158	234	19.81	74.88	56.16	63.866	-11.014	-0.147088675214
158	309	18.67	43.2	32.4	38.294	-4.906	-0.113564814815
158	310	30.51	155.28	116.46	130.326	-24.954	-0.16070324575
158	311	6.55	64.08	48.06	52.574	-11.506	-0.179556803995
158	314	2.65	3.12	2.34	3.026	-0.094	-0.0301282051282
158	360	44.36	57.84	43.38	55.144	-2.696	-0.0466113416321
158	460	29.54	65.28	48.96	58.132	-7.148	-0.10949754902
158	609	29.51	114.48	85.86	97.486	-16.994	-0.148445143256
158	611	37.67	87.36	65.52	77.422	-9.938	-0.113759157509
158	710	14.32	59.04	44.28	50.096	-8.944	-0.151490514905
158	8442		21.36	16.02			
158	8493	34.45	68.64	51.48	61.802	-6.838	-0.0996212121212
158	8516	204.52	136.56	102.42	150.152	13.592	0.0995313415349
158	8523	40.59	65.76	49.32	60.726	-5.034	-0.0765510948905
158	8537	0.28	14.4	10.8	11.576	-2.824	-0.196111111111
158	8543	6.68	52.8	39.6	43.576	-9.224	-0.174696969697
158	8558	12.72	51.12	38.34	43.44	-7.68	-0.150234741784
158	8608	14.36	33.12	24.84	29.368	-3.752	-0.113285024155
158	8659	11.14	51.36	38.52	43.316	-8.044	-0.156619937695
158	8692	0.54	14.4	10.8	11.628	-2.772	-0.1925
158	8717		20.16	15.12			
158	8735	4.4	46.32	34.74	37.936	-8.384	-0.181001727116
158	14000	96.96	309.84	232.38	267.264	-42.576	-0.137412858249
158	14001		27.84	20.88			
158	14286	14.74	36.96	27.72	32.516	-4.444	-0.120238095238
158	14326	38.01	67.92	50.94	61.938	-5.982	-0.088074204947
158	14354	35.33	38.88	29.16	38.17	-0.71	-0.0182613168724
158	14379	9.76	18.48	13.86	16.736	-1.744	-0.0943722943723
158	14419	11.52	27.84	20.88	24.576	-3.264	-0.11724137931
158	14455	67.83	92.4	69.3	87.486	-4.914	-0.0531818181818
158	14502	5.52	44.16	33.12	36.432	-7.728	-0.175
158	22431	18.6	74.88	56.16	63.624	-11.256	-0.150320512821
158	23087	11.6	103.68	77.76	85.264	-18.416	-0.17762345679
158	26516	1.79	14.4	10.8	11.878	-2.522	-0.175138888889
158	26523	20.86	60.96	45.72	52.94	-8.02	-0.13156167979
158	26531	12.71	46.32	34.74	39.598	-6.722	-0.1451208981
158	34806	5.06	25.68	19.26	21.556	-4.124	-0.160591900312
158	34807	1.76	14.4	10.8	11.872	-2.528	-0.175555555556
158	35691	6.68	41.52	31.14	34.552	-6.968	-0.167822736031
158	35694	34.15	78.96	59.22	69.998	-8.962	-0.113500506586
158	35721	1.82	51.36	38.52	41.452	-9.908	-0.192912772586
158	35828	2.96	26.4	19.8	21.712	-4.688	-0.177575757576
158	36008	2.52	14.4	10.8	12.024	-2.376	-0.165
158	36488	2.46	14.4	10.8	12.012	-2.388	-0.165833333333
172	95	61.02	110.16	82.62	100.332	-9.828	-0.0892156862745
172	96	316.57	161.52	121.14	192.53	31.01	0.191988608222
172	97	4.87	31.68	23.76	26.318	-5.362	-0.169255050505
172	102	15.46	43.2	32.4	37.652	-5.548	-0.128425925926
172	111	45.05	114.48	85.86	100.594	-13.886	-0.121296296296
172	125	217.51	212.64	159.48	213.614	0.974	0.0045805116629
172	128	16.84	90.24	67.68	75.56	-14.68	-0.162677304965
172	133	14.06	43.2	32.4	37.372	-5.828	-0.134907407407
172	145	1.37	20.16	15.12	16.402	-3.758	-0.186408730159
172	156	40.59	156.72	117.54	133.494	-23.226	-0.148200612557
172	168	74.5	108.0	81.0	101.3	-6.7	-0.062037037037
172	171	1.34	3.12	2.34	2.764	-0.356	-0.114102564103
172	190	23.46	65.28	48.96	56.916	-8.364	-0.128125
172	196	23.75	64.56	48.42	56.398	-8.162	-0.126425030979
172	199	2.01	51.36	38.52	41.49	-9.87	-0.192172897196
172	203	285.65	186.72	140.04	206.506	19.786	0.105966152528
172	207	10.88	45.84	34.38	38.848	-6.992	-0.152530541012
172	212	26.08	54.48	40.86	48.8	-5.68	-0.104258443465
172	234	20.89	67.92	50.94	58.514	-9.406	-0.138486454653
172	309	11.64	20.4	15.3	18.648	-1.752	-0.0858823529412
172	310	33.77	88.32	66.24	77.41	-10.91	-0.12352807971
172	311	14.92	52.8	39.6	45.224	-7.576	-0.143484848485
172	314	0.79	3.12	2.34	2.654	-0.466	-0.149358974359
172	360	42.65	57.84	43.38	54.802	-3.038	-0.0525242047026
172	460	242.78	80.88	60.66	113.26	32.38	0.400346191889
172	609	47.78	114.48	85.86	101.14	-13.34	-0.116526904263
172	611	27.32	78.96	59.22	68.632	-10.328	-0.130800405268
172	710	4.73	49.68	37.26	40.69	-8.99	-0.180958132045
172	8445	7.16	37.44	28.08	31.384	-6.056	-0.161752136752
172	8493	9.14	52.8	39.6	44.068	-8.732	-0.165378787879
172	8516	47.37	74.16	55.62	68.802	-5.358	-0.0722491909385
172	8523	58.05	84.96	63.72	79.578	-5.382	-0.0633474576271
172	8537	1.26	21.36	16.02	17.34	-4.02	-0.188202247191
172	8543	8.62	52.8	39.6	43.964	-8.836	-0.167348484848
172	8546	2.07	14.4	10.8	11.934	-2.466	-0.17125
172	8558	25.77	48.96	36.72	44.322	-4.638	-0.0947303921569
172	8608	7.86	20.16	15.12	17.7	-2.46	-0.122023809524
172	8659	7.28	57.84	43.38	47.728	-10.112	-0.174827109267
172	8735	4.37	52.8	39.6	43.114	-9.686	-0.183446969697
172	14000	65.81	275.28	206.46	233.386	-41.894	-0.152186864284
172	14326	18.29	67.92	50.94	57.994	-9.926	-0.146142520612
172	14379	1.98	14.4	10.8	11.916	-2.484	-0.1725
172	14455	15.44	67.2	50.4	56.848	-10.352	-0.154047619048
172	14526	5.27	30.24	22.68	25.246	-4.994	-0.165145502646
172	22431	16.81	71.76	53.82	60.77	-10.99	-0.153149386845
172	23087	10.1	42.72	32.04	36.196	-6.524	-0.152715355805
172	26516	3.6	20.16	15.12	16.848	-3.312	-0.164285714286
172	26523	8.15	37.44	28.08	31.582	-5.858	-0.156463675214
172	26531	6.75	36.96	27.72	30.918	-6.042	-0.163474025974
172	34323	5.94	49.2	36.9	40.548	-8.652	-0.175853658537
172	34806	2.87	40.32	30.24	32.83	-7.49	-0.185763888889
172	35694	9.89	53.04	39.78	44.41	-8.63	-0.162707390649
172	35721	4.41	42.72	32.04	35.058	-7.662	-0.179353932584
172	35828	11.12	20.88	15.66	18.928	-1.952	-0.0934865900383
172	35984	0.59	20.16	15.12	16.246	-3.914	-0.194146825397
172	36008	2.0	14.4	10.8	11.92	-2.48	-0.172222222222
172	37861	0.54	14.4	10.8	11.628	-2.772	-0.1925
188	95	103.51	122.64	91.98	118.814	-3.826	-0.0311969993477
188	96	342.03	182.16	136.62	214.134	31.974	0.175527009223
188	97		46.32	34.74			
188	102	13.93	51.12	38.34	43.682	-7.438	-0.145500782473
188	111	41.42	85.92	64.44	77.02	-8.9	-0.103584729981
188	125	147.45	193.44	145.08	184.242	-9.198	-0.0475496277916
188	128	6.42	57.84	43.38	47.556	-10.284	-0.177800829876
188	130	4.72	54.96	41.22	44.912	-10.048	-0.182823871907
188	133	23.17	30.48	22.86	29.018	-1.462	-0.0479658792651
188	152	1.34	21.36	16.02	17.356	-4.004	-0.187453183521
188	156	56.87	158.16	118.62	137.902	-20.258	-0.128085483055
188	168	101.46	78.96	59.22	83.46	4.5	0.056990881459
188	171	0.28	3.12	2.34	2.552	-0.568	-0.182051282051
188	190	30.89	46.32	34.74	43.234	-3.086	-0.0666234887737
188	196	28.17	67.92	50.94	59.97	-7.95	-0.117049469965
188	199	2.36	43.2	32.4	35.032	-8.168	-0.189074074074
188	203	36.78	78.96	59.22	70.524	-8.436	-0.106838905775
188	207	9.94	52.8	39.6	44.228	-8.572	-0.162348484848
188	234	29.08	88.8	66.6	76.856	-11.944	-0.134504504505
188	309	6.26	28.56	21.42	24.1	-4.46	-0.156162464986
188	310	16.61	124.32	93.24	102.778	-21.542	-0.173278635779
188	311	10.33	46.32	34.74	39.122	-7.198	-0.155397236615
188	360	13.06	55.44	41.58	46.964	-8.476	-0.152886002886
188	460	59.65	65.28	48.96	64.154	-1.126	-0.0172487745098
188	609	25.85	112.8	84.6	95.41	-17.39	-0.154166666667
188	611	10.49	85.92	64.44	70.834	-15.086	-0.175581936685
188	8442	4.14	37.44	28.08	30.78	-6.66	-0.177884615385
188	8445	19.55	37.44	28.08	33.862	-3.578	-0.0955662393162
188	8493	11.02	51.12	38.34	43.1	-8.02	-0.156885758998
188	8516	22.64	62.64	46.98	54.64	-8.0	-0.127713920817
188	8523	119.99	84.96	63.72	91.966	7.006	0.0824623352166
188	8537	3.4	37.44	28.08	30.632	-6.808	-0.181837606838
188	8543	9.18	52.8	39.6	44.076	-8.724	-0.165227272727
188	8558	9.19	46.32	34.74	38.894	-7.426	-0.160319516408
188	8608	3.58	14.4	10.8	12.236	-2.164	-0.150277777778
188	8609		3.12	2.34			
188	8645	0.77	36.96	27.72	29.722	-7.238	-0.195833333333
188	8658	5.8	35.52	26.64	29.576	-5.944	-0.167342342342
188	8659	4.5	71.28	53.46	57.924	-13.356	-0.187373737374
188	8692	0.72	36.96	27.72	29.712	-7.248	-0.196103896104
188	8735		19.44	14.58			
188	8746		3.12	2.34			
188	8855	0.72	3.12	2.34	2.64	-0.48	-0.153846153846
188	14000	98.55	204.72	153.54	183.486	-21.234	-0.103722157093
188	14001	1.04	3.12	2.34	2.704	-0.416	-0.133333333333
188	14255	0.75	20.16	15.12	16.278	-3.882	-0.19255952381
188	14326	17.93	88.8	66.6	74.626	-14.174	-0.159617117117
188	14379	3.44	44.88	33.66	36.592	-8.288	-0.184670231729
188	14419	4.53	46.32	34.74	37.962	-8.358	-0.180440414508
188	14455	47.48	74.16	55.62	68.824	-5.336	-0.0719525350593
188	14502	2.85	46.32	34.74	37.626	-8.694	-0.187694300518
188	14526	4.52	36.96	27.72	30.472	-6.488	-0.175541125541
188	15520	6.67	28.32	21.24	23.99	-4.33	-0.152895480226
188	22431	15.63	27.12	20.34	24.822	-2.298	-0.0847345132743
188	23065	43.09	120.48	90.36	105.002	-15.478	-0.128469455511
188	23087	22.15	50.16	37.62	44.558	-5.602	-0.11168261563
188	26516	1.11	36.0	27.0	29.022	-6.978	-0.193833333333
188	26523	11.46	60.96	45.72	51.06	-9.9	-0.162401574803
188	26531	2.12	28.32	21.24	23.08	-5.24	-0.185028248588
188	29389	1.56	30.24	22.68	24.504	-5.736	-0.189682539683
188	34323	2.69	43.68	32.76	35.482	-8.198	-0.187683150183
188	34806	3.4	14.4	10.8	12.2	-2.2	-0.152777777778
188	34807	1.48	14.4	10.8	11.816	-2.584	-0.179444444444
188	35136	13.89	60.24	45.18	50.97	-9.27	-0.153884462151
188	35691	2.12	7.44	5.58	6.376	-1.064	-0.143010752688
188	35694	15.28	53.04	39.78	45.488	-7.552	-0.142383107089
188	35721	1.9	44.88	33.66	36.284	-8.596	-0.191532976827
188	35828	0.86	7.68	5.76	6.316	-1.364	-0.177604166667
188	35984	0.6	7.68	5.76	6.264	-1.416	-0.184375
188	36008	6.84	20.16	15.12	17.496	-2.664	-0.132142857143
188	37981	4.52	26.4	19.8	22.024	-4.376	-0.165757575758
202	95	63.58	114.48	85.86	104.3	-10.18	-0.0889238294899
202	96	270.93	209.52	157.14	221.802	12.282	0.0586197021764
202	97	2.52	54.48	40.86	44.088	-10.392	-0.190748898678
202	102	18.22	56.64	42.48	48.956	-7.684	-0.135663841808
202	111	34.18	123.84	92.88	105.908	-17.932	-0.144799741602
202	118	12.03	23.52	17.64	21.222	-2.298	-0.0977040816327
202	125	96.43	263.76	197.82	230.294	-33.466	-0.126880497422
202	128	25.98	90.24	67.68	77.388	-12.852	-0.142420212766
202	130	8.33	61.68	46.26	51.01	-10.67	-0.172989623865
202	133	7.48	9.6	7.2	9.176	-0.424	-0.0441666666667
202	156	120.46	208.8	156.6	191.132	-17.668	-0.0846168582375
202	168	159.12	120.48	90.36	128.208	7.728	0.0641434262948
202	171	4.78	14.4	10.8	12.476	-1.924	-0.133611111111
202	186	1.65	20.16	15.12	16.458	-3.702	-0.183630952381
202	190	7.88	43.2	32.4	36.136	-7.064	-0.163518518519
202	196	24.5	90.24	67.68	77.092	-13.148	-0.14570035461
202	199	1.29	20.88	15.66	16.962	-3.918	-0.187643678161
202	203	23.3	65.04	48.78	56.692	-8.348	-0.128351783518
202	207	19.06	43.2	32.4	38.372	-4.828	-0.111759259259
202	234	42.72	92.4	69.3	82.464	-9.936	-0.107532467532
202	309	7.75	37.44	28.08	31.502	-5.938	-0.15860042735
202	310	17.05	55.92	41.94	48.146	-7.774	-0.139020028612
202	314	2.34	7.44	5.58	6.42	-1.02	-0.137096774194
202	343		7.68	5.76			
202	356	1.1	3.6	2.7	3.1	-0.5	-0.138888888889
202	360	8.48	51.36	38.52	42.784	-8.576	-0.166978193146
202	460	73.63	93.6	70.2	89.606	-3.994	-0.0426709401709
202	609	97.06	124.56	93.42	119.06	-5.5	-0.0441554271034
202	611	7.4	78.96	59.22	64.648	-14.312	-0.18125633232
202	8445	8.76	52.8	39.6	43.992	-8.808	-0.166818181818
202	8516	39.19	55.92	41.94	52.574	-3.346	-0.0598354792561
202	8523	51.59	84.96	63.72	78.286	-6.674	-0.078554613936
202	8537	2.92	52.8	39.6	42.824	-9.976	-0.188939393939
202	8543	3.35	46.32	34.74	37.726	-8.594	-0.185535405872
202	8546	0.74	3.12	2.34	2.644	-0.476	-0.152564102564
202	8558	10.1	46.32	34.74	39.076	-7.244	-0.156390328152
202	8608	1.8	26.4	19.8	21.48	-4.92	-0.186363636364
202	8609	0.35	21.84	16.38	17.542	-4.298	-0.196794871795
202	8659	6.24	91.44	68.58	74.4	-17.04	-0.186351706037
202	8717		6.72	5.04			
202	8719	2.16	21.36	16.02	17.52	-3.84	-0.179775280899
202	8735	1.97	26.88	20.16	21.898	-4.982	-0.185342261905
202	8761	0.54	14.4	10.8	11.628	-2.772	-0.1925
202	14000	49.99	185.28	138.96	158.222	-27.058	-0.146038428325
202	14255	2.34	14.4	10.8	11.988	-2.412	-0.1675
202	14286	10.35	55.92	41.94	46.806	-9.114	-0.162982832618
202	14326	13.07	76.08	57.06	63.478	-12.602	-0.165641430074
202	14354	3.63	27.84	20.88	22.998	-4.842	-0.173922413793
202	14363	0.49	3.12	2.34	2.594	-0.526	-0.16858974359
202	14419	2.7	37.44	28.08	30.492	-6.948	-0.185576923077
202	14455	24.02	64.56	48.42	56.452	-8.108	-0.125588599752
202	14502	0.45	46.8	35.1	37.53	-9.27	-0.198076923077
202	14526	15.88	21.36	16.02	20.264	-1.096	-0.0513108614232
202	15520	2.8	14.4	10.8	12.08	-2.32	-0.161111111111
202	22431	61.95	85.44	64.08	80.742	-4.698	-0.0549859550562
202	23065	27.88	71.28	53.46	62.6	-8.68	-0.12177328844
202	26523	15.85	64.8	48.6	55.01	-9.79	-0.151080246914
202	26531	5.5	41.52	31.14	34.316	-7.204	-0.173506743738
202	34323	6.58	59.76	44.82	49.124	-10.636	-0.177978580991
202	34806	3.6	41.52	31.14	33.936	-7.584	-0.182658959538
202	34807	0.33	20.88	15.66	16.77	-4.11	-0.19683908046
202	35136	1.6	18.96	14.22	15.488	-3.472	-0.183122362869
202	35694	16.09	61.92	46.44	52.754	-9.166	-0.148029715762
202	35721	1.41	26.4	19.8	21.402	-4.998	-0.189318181818
202	35828	2.17	21.36	16.02	17.522	-3.838	-0.17968164794
202	36008	1.4	36.0	27.0	29.08	-6.92	-0.192222222222
202	36488	4.33	14.4	10.8	12.386	-2.014	-0.139861111111
202	37863		14.4	10.8			
202	37981	13.77	51.36	38.52	43.842	-7.518	-0.146378504673
222	95	16.66	51.84	38.88	44.804	-7.036	-0.135725308642
222	96	90.95	130.08	97.56	122.254	-7.826	-0.0601629766298
222	118	2.92	28.32	21.24	23.24	-5.08	-0.179378531073
222	125	28.0	84.72	63.54	73.376	-11.344	-0.133899905571
222	128	3.72	46.56	34.92	37.992	-8.568	-0.184020618557
222	130	3.8	30.96	23.22	25.528	-5.432	-0.175452196382
222	133	1.26	28.08	21.06	22.716	-5.364	-0.191025641026
222	145	0.75	14.4	10.8	11.67	-2.73	-0.189583333333
222	156	52.15	103.44	77.58	93.182	-10.258	-0.0991686001547
222	168	70.51	85.44	64.08	82.454	-2.986	-0.0349485018727
222	171	2.6	14.4	10.8	12.04	-2.36	-0.163888888889
222	190	2.59	35.52	26.64	28.934	-6.586	-0.185416666667
222	196	3.06	43.2	32.4	35.172	-8.028	-0.185833333333
222	203	19.04	60.0	45.0	51.808	-8.192	-0.136533333333
222	207	6.26	38.64	28.98	32.164	-6.476	-0.167598343685
222	212	17.06	57.84	43.38	49.684	-8.156	-0.141009681881
222	234	9.37	51.36	38.52	42.962	-8.398	-0.163512461059
222	309	1.43	35.28	26.46	28.51	-6.77	-0.191893424036
222	310	6.33	38.64	28.98	32.178	-6.462	-0.167236024845
222	311	0.99	27.84	20.88	22.47	-5.37	-0.192887931034
222	360	10.69	40.56	30.42	34.586	-5.974	-0.147287968442
222	460	13.27	41.28	30.96	35.678	-5.602	-0.135707364341
222	609	21.35	97.68	73.26	82.414	-15.266	-0.156285831286
222	611	11.13	60.24	45.18	50.418	-9.822	-0.163047808765
222	8493	1.56	26.88	20.16	21.816	-5.064	-0.188392857143
222	8516	54.71	48.72	36.54	49.918	1.198	0.0245894909688
222	8523	67.45	90.24	67.68	85.682	-4.558	-0.050509751773
222	8537	3.6	25.92	19.44	21.456	-4.464	-0.172222222222
222	8543		27.12	20.34			
222	8546	1.62	14.4	10.8	11.844	-2.556	-0.1775
222	8558	1.96	33.6	25.2	27.272	-6.328	-0.188333333333
222	8608	1.08	14.4	10.8	11.736	-2.664	-0.185
222	8659	3.5	25.92	19.44	21.436	-4.484	-0.17299382716
222	8719		14.4	10.8			
222	8735	0.22	12.24	9.18	9.836	-2.404	-0.196405228758
222	14000	31.23	87.84	65.88	76.518	-11.322	-0.128893442623
222	14286	0.72	24.96	18.72	20.112	-4.848	-0.194230769231
222	14326	5.18	38.88	29.16	32.14	-6.74	-0.173353909465
222	14379	0.36	20.16	15.12	16.2	-3.96	-0.196428571429
222	14419	4.66	24.96	18.72	20.9	-4.06	-0.16266025641
222	14455	14.68	44.88	33.66	38.84	-6.04	-0.134581105169
222	14502	0.9	20.16	15.12	16.308	-3.852	-0.191071428571
222	14526	0.9	21.6	16.2	17.46	-4.14	-0.191666666667
222	22431	12.44	40.32	30.24	34.744	-5.576	-0.138293650794
222	23087	13.72	52.8	39.6	44.984	-7.816	-0.14803030303
222	24056		14.4	10.8			
222	26523	4.08	47.76	35.82	39.024	-8.736	-0.182914572864
222	26531	0.73	12.24	9.18	9.938	-2.302	-0.188071895425
222	34323		35.28	26.46			
222	34807		25.92	19.44			
222	35691	0.88	23.52	17.64	18.992	-4.528	-0.192517006803
222	35721	0.18	14.4	10.8	11.556	-2.844	-0.1975
222	35828	0.95	14.4	10.8	11.71	-2.69	-0.186805555556
222	35984	0.54	14.4	10.8	11.628	-2.772	-0.1925
222	37863	1.63	14.4	10.8	11.846	-2.554	-0.177361111111
228	95	6.68	53.04	39.78	43.768	-9.272	-0.174811463047
228	96	109.94	71.28	53.46	79.012	7.732	0.10847362514
228	97	7.92	26.88	20.16	23.088	-3.792	-0.141071428571
228	102	1.23	31.44	23.58	25.398	-6.042	-0.192175572519
228	125	14.31	53.52	40.14	45.678	-7.842	-0.146524663677
228	128	0.18	26.88	20.16	21.54	-5.34	-0.198660714286
228	130	1.08	20.16	15.12	16.344	-3.816	-0.189285714286
228	133		25.92	19.44			
228	156	34.53	72.96	54.72	65.274	-7.686	-0.105345394737
228	168	57.36	65.76	49.32	64.08	-1.68	-0.0255474452555
228	196	0.97	26.88	20.16	21.698	-5.182	-0.192782738095
228	199	0.15	14.4	10.8	11.55	-2.85	-0.197916666667
228	203	29.25	46.32	34.74	42.906	-3.414	-0.0737046632124
228	207	0.8	32.64	24.48	26.272	-6.368	-0.195098039216
228	212	3.78	30.0	22.5	24.756	-5.244	-0.1748
228	234	4.44	53.76	40.32	43.896	-9.864	-0.183482142857
228	311	6.59	33.6	25.2	28.198	-5.402	-0.160773809524
228	360	0.51	14.4	10.8	11.622	-2.778	-0.192916666667
228	460	12.02	31.44	23.58	27.556	-3.884	-0.123536895674
228	609	5.9	71.28	53.46	58.204	-13.076	-0.183445566779
228	611	1.71	33.12	24.84	26.838	-6.282	-0.189673913043
228	8516	17.04	35.52	26.64	31.824	-3.696	-0.104054054054
228	8523	15.74	26.88	20.16	24.652	-2.228	-0.0828869047619
228	8537	17.8	20.16	15.12	19.688	-0.472	-0.0234126984127
228	8546	0.0	14.4	10.8	11.52	-2.88	-0.2
228	8558	0.7	20.16	15.12	16.268	-3.892	-0.193055555556
228	8659		26.4	19.8			
228	14286	6.69	18.72	14.04	16.314	-2.406	-0.128525641026
228	14326	6.66	43.2	32.4	35.892	-7.308	-0.169166666667
228	14419	4.55	25.92	19.44	21.646	-4.274	-0.164891975309
228	14455	7.68	40.56	30.42	33.984	-6.576	-0.162130177515
228	14502	2.79	26.88	20.16	22.062	-4.818	-0.179241071429
228	23087	0.77	42.0	31.5	33.754	-8.246	-0.196333333333
228	34323		12.24	9.18			
228	35691	2.88	23.52	17.64	19.392	-4.128	-0.175510204082
228	35694	1.22	12.24	9.18	10.036	-2.204	-0.180065359477
228	35981		7.68	5.76			
228	35984		14.4	10.8			
241	95	69.26	110.64	82.98	102.364	-8.276	-0.0748011569053
241	96	124.15	151.68	113.76	146.174	-5.506	-0.0363001054852
241	102	13.47	55.92	41.94	47.43	-8.49	-0.151824034335
241	111	24.93	65.28	48.96	57.21	-8.07	-0.123621323529
241	118	0.8	15.12	11.34	12.256	-2.864	-0.189417989418
241	125	89.52	141.84	106.38	131.376	-10.464	-0.0737732656514
241	128	6.96	57.84	43.38	47.664	-10.176	-0.175933609959
