sloc1	scate2	platform	clks_one_day	sloc-scate	online_price	member_price	valid_rate_new	jz_clks_one_day	predict_clks	pos_ctr	common_pos_jz	common_pos_zd	start_pos	end_pos	zd_get_clks	acp_jz	zd_cnt	zdprice
385	8543	pc	5	385-8543	14.4	10.8	0.38	0.0	1.9	0.228571428571	1.0	0	2.0	7.0	0.0	1.89	5.0	0.0
385	8543	app	15	385-8543	14.4	10.8	1.0	1.0	15.0	0.532110091743	1.0	0	2.0	7.0	1.0	1.76875	5.0	0.35
385	8543	m	6	385-8543	14.4	10.8	1.0	0.0	6.0	0.261904761905	1.0	0	2.0	7.0	2.0	1.89	5.0	0.76
413	125	m	1091	413-125	147.84	110.88	0.87	281.0	949.17	0.1367622039	8.0	2	9.0	15.0	130.0	0.992848484848	6.0	21.51
413	125	pc	221	413-125	147.84	110.88	0.65	43.0	143.65	0.179883945841	7.0	2	8.0	14.0	26.0	0.983214285714	6.0	4.26
413	125	app	159	413-125	147.84	110.88	1.0	26.0	159.0	0.287511230907	6.0	2	7.0	13.0	26.0	1.18244444444	6.0	5.12
413	8543	m	12	413-8543	14.4	10.8	1.0	1.0	12.0	0.329545454545	2.0	1	3.0	8.0	1.0	0.896666666667	5.0	0.18
413	8543	pc	47	413-8543	14.4	10.8	0.65	6.0	30.55	0.170658682635	2.0	1	3.0	8.0	5.0	0.9	5.0	0.9
413	8543	app	55	413-8543	14.4	10.8	1.0	6.0	55.0	0.277202072539	3.0	1	4.0	9.0	6.0	0.9	5.0	1.08
414	14455	app	808	414-14455	89.28	66.96	1.0	43.0	808.0	0.330858960764	5.0	4	6.0	14.0	43.0	2.8527	8.0	15.33
414	14455	m	771	414-14455	89.28	66.96	1.0	272.0	771.0	0.158206743238	17.0	4	18.0	26.0	122.0	2.32553704039	8.0	35.46
414	14455	pc	223	414-14455	89.28	66.96	0.65	19.0	144.95	0.32138284251	7.0	4	8.0	16.0	19.0	2.35	8.0	5.58
414	34806	m	30	414-34806	25.68	19.26	0.83	6.0	24.9	0.130841121495	16.0	1	17.0	22.0	3.0	1.68625	5.0	1.01
414	34806	pc	36	414-34806	25.68	19.26	0.88	8.0	31.68	0.20233463035	11.0	1	12.0	17.0	6.0	1.489	5.0	1.79
414	34806	app	36	414-34806	25.68	19.26	1.0	6.0	36.0	0.193675889328	6.0	1	7.0	12.0	6.0	3.73020833333	5.0	4.48
471	156	pc	73	471-156	57.84	43.38	0.64	14.0	46.72	0.177949709865	5.0	3	6.0	13.0	8.0	1.60357142857	7.0	1.83
471	156	app	315	471-156	57.84	43.38	1.0	25.0	315.0	0.365942028986	4.0	3	5.0	12.0	25.0	1.52115384615	7.0	5.43
471	156	m	316	471-156	57.84	43.38	1.0	43.0	316.0	0.229448961156	5.0	3	6.0	13.0	43.0	1.55083333333	7.0	9.53
5	36488	pc	24	5-36488	14.4	10.8	0.52	5.0	12.48	0.109195402299	4.0	0	5.0	10.0	1.0	0.9	5.0	0.18
5	36488	app	14	5-36488	14.4	10.8	1.0	1.0	14.0	0.232323232323	4.0	0	5.0	10.0	1.0		5.0	
5	36488	m	51	5-36488	14.4	10.8	0.87	15.0	44.37	0.207756232687	4.0	0	5.0	10.0	9.0	0.819	5.0	1.47
505	14526	pc	8	505-14526	14.4	10.8	1.0	3.0	8.0	0.142857142857	6.0	2	7.0	13.0	1.0		6.0	
505	14526	app	29	505-14526	14.4	10.8	1.0	4.0	29.0	0.292682926829	4.0	2	5.0	11.0	4.0		6.0	
505	14526	m	23	505-14526	14.4	10.8	1.0	5.0	23.0	0.193939393939	4.0	2	5.0	11.0	4.0		6.0	
531	609	pc	39	531-609	50.64	37.98	0.74	11.0	28.86	0.165467625899	7.0	4	8.0	16.0	5.0	1.83375	8.0	1.15
531	609	app	162	531-609	50.64	37.98	1.0	20.0	162.0	0.303083700441	7.0	4	8.0	16.0	20.0	1.87225	8.0	4.68
531	609	m	68	531-609	50.64	37.98	0.83	10.0	56.44	0.198744769874	8.0	4	9.0	17.0	10.0	1.585	8.0	1.98
541	35721	app	20	541-35721	38.88	29.16	1.0	1.0	20.0	0.262068965517	2.0	1	3.0	8.0	1.0	1.3	5.0	0.26
541	35721	m	2	541-35721	38.88	29.16	1.0	0.0	2.0	0.6	2.0	1	3.0	8.0	1.0	5.0	5.0	1.0
541	35721	pc	25	541-35721	38.88	29.16	0.55	2.0	13.75	0.217877094972	3.0	1	4.0	9.0	2.0	1.38	5.0	0.55
606	23065	app	75	606-23065	62.64	46.98	1.0	13.0	75.0	0.296577946768	4.0	0	5.0	10.0	13.0	0.91	5.0	2.37
606	23065	m	167	606-23065	62.64	46.98	0.89	49.0	148.63	0.139316239316	5.0	0	6.0	11.0	21.0	0.92	5.0	3.86
606	23065	pc	55	606-23065	62.64	46.98	0.49	12.0	26.95	0.0670103092784	5.0	0	6.0	11.0	2.0	0.917222222222	5.0	0.37
606	310	m	83	606-310	42.72	32.04	1.0	11.0	83.0	0.279109589041	4.0	4	5.0	13.0	11.0	1.0	8.0	1.38
606	310	pc	146	606-310	42.72	32.04	0.72	19.0	105.12	0.134897360704	4.0	4	5.0	13.0	14.0	0.9	8.0	1.58
606	310	app	112	606-310	42.72	32.04	1.0	11.0	112.0	0.383544303797	3.0	4	4.0	12.0	11.0	0.9	8.0	1.24
613	196	m	3	613-196	42.24	31.68	1.0	0.0	3.0	0.272727272727	0.0	0	1.0	6.0	1.0		5.0	
613	196	pc	15	613-196	42.24	31.68	1.0	0.0	15.0	0.140186915888	0.0	0	1.0	6.0	2.0		5.0	
613	196	app	14	613-196	42.24	31.68	1.0	0.0	14.0	0.71568627451	0.0	0	1.0	6.0	10.0		5.0	
613	310	app	78	613-310	14.4	10.8	1.0	5.0	78.0	0.64609800363	2.0	8	3.0	20.0	5.0		17.0	
613	310	m	61	613-310	14.4	10.8	1.0	5.0	61.0	0.583720930233	2.0	8	3.0	20.0	5.0		17.0	
613	310	pc	48	613-310	14.4	10.8	0.51	4.0	24.48	0.510263929619	2.0	8	3.0	20.0	4.0		17.0	
637	14502	app	16	637-14502	20.16	15.12	1.0	0.0	16.0	0.41592920354	3.0	1	4.0	9.0	7.0	1.25	5.0	1.75
637	14502	m	17	637-14502	20.16	15.12	0.98	2.0	16.66	0.605042016807	3.0	1	4.0	9.0	2.0	0.9	5.0	0.36
637	14502	pc	24	637-14502	20.16	15.12	0.72	3.0	17.28	0.302325581395	3.0	1	4.0	9.0	3.0	0.9	5.0	0.54
652	128	pc	10	652-128	49.44	37.08	0.97	2.0	9.7	0.211267605634	4.0	2	5.0	11.0	2.0	1.77	6.0	0.59
652	128	app	21	652-128	49.44	37.08	1.0	1.0	21.0	0.300653594771	4.0	2	5.0	11.0	1.0	1.82	6.0	0.3
652	128	m	9	652-128	49.44	37.08	1.0	1.0	9.0	0.283582089552	4.0	2	5.0	11.0	1.0	1.66	6.0	0.28
693	95	pc	20	693-95	26.88	20.16	0.88	2.0	17.6	0.30985915493	1.0	0	2.0	7.0	2.0	0.9	5.0	0.36
693	95	app	680	693-95	26.88	20.16	1.0	6.0	680.0	0.382291229543	1.0	0	2.0	7.0	6.0	0.9	5.0	1.08
693	95	m	231	693-95	26.88	20.16	0.95	5.0	219.45	0.366501854141	1.0	0	2.0	7.0	5.0	0.9	5.0	0.9
7154	360	app	8	7154-360	14.4	10.8	1.0	0.0	8.0	0.280701754386	1.0	1	2.0	7.0	2.0	1.0	5.0	0.4
7154	360	m	3	7154-360	14.4	10.8	1.0	0.0	3.0	0.363636363636	1.0	1	2.0	7.0	1.0		5.0	
722	203	m	281	722-203	33.36	25.02	0.76	39.0	213.56	0.237804878049	8.0	12	9.0	20.0	39.0	2.325	11.0	8.24
722	203	pc	41	722-203	33.36	25.02	0.71	15.0	29.11	0.215277777778	6.0	12	7.0	18.0	6.0	1.9475	11.0	1.06
722	203	app	111	722-203	33.36	25.02	1.0	29.0	111.0	0.312820512821	6.0	12	7.0	18.0	29.0	2.97973684211	11.0	7.86
7303	203	m	94	7303-203	28.08	21.06	0.82	12.0	77.08	0.271623672231	4.0	0	5.0	10.0	12.0	0.93	5.0	2.23
7303	203	pc	13	7303-203	28.08	21.06	0.61	2.0	7.93	0.0978260869565	4.0	0	5.0	10.0	1.0	0.9	5.0	0.18
7303	203	app	38	7303-203	28.08	21.06	1.0	8.0	38.0	0.353383458647	3.0	0	4.0	9.0	8.0	1.003	5.0	1.6
740	14363	app	12	740-14363	14.4	10.8	1.0	0.0	12.0	0.409090909091	1.0	0	2.0	7.0	5.0	0.9	5.0	0.9
740	14363	pc	21	740-14363	14.4	10.8	0.53	0.0	11.13	0.16	1.0	0	2.0	7.0	2.0	0.9	5.0	0.36
740	14455	m	423	740-14455	67.2	50.4	1.0	67.0	423.0	0.195747553156	10.0	4	11.0	19.0	67.0	1.91994318182	8.0	16.08
740	14455	pc	109	740-14455	67.2	50.4	0.66	14.0	71.94	0.19477124183	6.0	4	7.0	15.0	14.0	2.0	8.0	3.5
740	14455	app	545	740-14455	67.2	50.4	1.0	27.0	545.0	0.387071447265	4.0	4	5.0	13.0	27.0	2.27416666667	8.0	7.68
740	26531	pc	20	740-26531	52.8	39.6	0.84	6.0	16.8	0.132867132867	6.0	1	7.0	12.0	2.0	1.31666666667	5.0	0.53
740	26531	app	112	740-26531	52.8	39.6	1.0	5.0	112.0	0.341772151899	3.0	1	4.0	9.0	5.0	0.98	5.0	0.98
740	26531	m	77	740-26531	52.8	39.6	1.0	8.0	77.0	0.202578268877	8.0	1	9.0	14.0	8.0	0.9	5.0	1.44
740	8719	pc	26	740-8719	14.4	10.8	0.98	2.0	25.48	0.211956521739	1.0	1	2.0	7.0	2.0	0.9	5.0	0.36
740	8719	app	43	740-8719	14.4	10.8	1.0	1.0	43.0	0.403973509934	1.0	1	2.0	7.0	1.0	0.9	5.0	0.18
740	8719	m	10	740-8719	14.4	10.8	1.0	1.0	10.0	0.381578947368	1.0	1	2.0	7.0	1.0	0.9	5.0	0.18
7620	8735	pc	13	7620-8735	14.4	10.8	0.5	0.0	6.5	0.263736263736	1.0	0	2.0	7.0	2.0	0.9	5.0	0.36
7620	8735	app	11	7620-8735	14.4	10.8	1.0	1.0	11.0	0.4875	1.0	0	2.0	7.0	1.0	0.9	5.0	0.18
7620	8735	m	8	7620-8735	14.4	10.8	1.0	0.0	8.0	0.241935483871	1.0	0	2.0	7.0	2.0	0.9275	5.0	0.37
771	234	app	322	771-234	48.0	36.0	1.0	10.0	322.0	0.299645390071	4.0	2	5.0	11.0	10.0	1.60115384615	6.0	2.67
771	234	m	93	771-234	48.0	36.0	0.8	7.0	74.4	0.141321044547	11.0	2	12.0	18.0	7.0	1.14375	6.0	1.33
771	234	pc	57	771-234	48.0	36.0	0.77	9.0	43.89	0.143564356436	8.0	2	9.0	15.0	6.0	1.61208333333	6.0	1.61
772	314	pc	2	772-314	14.4	10.8	1.0	0.0	2.0	0.285714285714	1.0	3	2.0	9.0	1.0	1.0	7.0	0.14
772	314	app	20	772-314	14.4	10.8	1.0	0.0	20.0	0.534722222222	1.0	3	2.0	9.0	11.0		7.0	
772	314	m	5	772-314	14.4	10.8	1.0	0.0	5.0	0.292682926829	1.0	3	2.0	9.0	1.0		7.0	
79	26516	pc	39	79-26516	3.12	2.34	1.0	2.0	39.0	0.305755395683	1.0	0	2.0	7.0	2.0		5.0	
79	26516	app	130	79-26516	3.12	2.34	1.0	0.0	130.0	0.42967032967	1.0	0	2.0	7.0	56.0		5.0	
79	26516	m	107	79-26516	3.12	2.34	0.97	1.0	103.79	0.286284953395	1.0	0	2.0	7.0	1.0	0.876666666667	5.0	0.18
801	168	app	300	801-168	44.4	33.3	1.0	55.0	300.0	0.374524714829	7.0	12	8.0	19.0	55.0	3.07455291005	11.0	15.37
801	168	m	182	801-168	44.4	33.3	0.83	32.0	151.06	0.178125	13.0	12	14.0	25.0	27.0	1.57	11.0	3.85
801	168	pc	49	801-168	44.4	33.3	0.82	15.0	40.18	0.25787965616	8.0	12	9.0	20.0	10.0	1.9575	11.0	1.78
858	14455	m	76	858-14455	40.56	30.42	0.94	6.0	71.44	0.173184357542	8.0	3	9.0	16.0	6.0	1.555	7.0	1.33
858	14455	pc	122	858-14455	40.56	30.42	0.62	3.0	75.64	0.122807017544	7.0	3	8.0	15.0	3.0	1.985	7.0	0.85
858	14455	app	119	858-14455	40.56	30.42	1.0	8.0	119.0	0.391148325359	5.0	3	6.0	13.0	8.0	2.38875	7.0	2.73
8694	234	app	156	8694-234	42.24	31.68	1.0	1.0	156.0	0.326344576117	1.0	0	2.0	7.0	1.0	0.998888888889	5.0	0.2
8694	234	m	25	8694-234	42.24	31.68	0.78	1.0	19.5	0.2	1.0	0	2.0	7.0	1.0	1.05	5.0	0.21
8694	234	pc	12	8694-234	42.24	31.68	0.91	0.0	10.92	0.452380952381	1.0	0	2.0	7.0	5.0	1.0	5.0	1.0
910	26523	app	14	910-26523	40.32	30.24	1.0	1.0	14.0	0.605769230769	2.0	4	3.0	11.0	1.0	1.14	8.0	0.14
910	26523	m	36	910-26523	40.32	30.24	1.0	1.0	36.0	0.290196078431	2.0	4	3.0	11.0	1.0	0.9	8.0	0.11
910	26523	pc	24	910-26523	40.32	30.24	0.61	1.0	14.64	0.163742690058	2.0	4	3.0	11.0	1.0	0.9	8.0	0.11
910	8523	m	104	910-8523	20.16	15.12	0.74	17.0	76.96	0.041095890411	10.0	11	11.0	21.0	3.0	1.075	10.0	0.32
910	8523	pc	45	910-8523	20.16	15.12	0.55	8.0	24.75	0.24213836478	8.0	11	9.0	19.0	6.0	0.983333333333	10.0	0.59
910	8523	app	67	910-8523	20.16	15.12	1.0	28.0	67.0	0.336842105263	7.0	11	8.0	18.0	23.0	2.29166666667	10.0	5.27
914	190	pc	14	914-190	20.16	15.12	0.87	5.0	12.18	0.26213592233	5.0	1	6.0	11.0	3.0	0.9	5.0	0.54
914	190	app	82	914-190	20.16	15.12	1.0	6.0	82.0	0.264705882353	4.0	1	5.0	10.0	6.0		5.0	
914	190	m	32	914-190	20.16	15.12	1.0	4.0	32.0	0.0877192982456	5.0	1	6.0	11.0	3.0	0.895	5.0	0.54
944	96	pc	63	944-96	44.4	33.3	0.62	14.0	39.06	0.229024943311	4.0	2	5.0	11.0	9.0	2.01166666667	6.0	3.02
944	96	app	119	944-96	44.4	33.3	0.95	31.0	113.05	0.316167664671	5.0	2	6.0	12.0	31.0	2.98571428571	6.0	15.43
944	96	m	511	944-96	44.4	33.3	0.8	97.0	408.8	0.150642817216	5.0	2	6.0	12.0	62.0	2.98	6.0	30.79
9472	8558	app	8	9472-8558	14.4	10.8	1.0	0.0	8.0	0.491803278689	0.0	0	1.0	6.0	4.0		5.0	
9472	8558	m	4	9472-8558	14.4	10.8	1.0	0.0	4.0	0.441176470588	0.0	0	1.0	6.0	2.0		5.0	
9472	8558	pc	6	9472-8558	14.4	10.8	1.0	0.0	6.0	0.372093023256	0.0	0	1.0	6.0	2.0		5.0	
9551	95	pc	35	9551-95	26.88	20.16	1.0	1.0	35.0	0.0522088353414	1.0	1	2.0	7.0	1.0	0.9	5.0	0.18
9551	95	app	416	9551-95	26.88	20.16	1.0	3.0	416.0	0.225618131868	1.0	1	2.0	7.0	3.0	0.9	5.0	0.54
9551	95	m	163	9551-95	26.88	20.16	1.0	3.0	163.0	0.287467134093	1.0	1	2.0	7.0	3.0	0.9	5.0	0.54
9704	95	app	180	9704-95	39.36	29.52	1.0	9.0	180.0	0.200793650794	2.0	0	3.0	8.0	9.0		5.0	
9704	95	m	125	9704-95	39.36	29.52	1.0	9.0	125.0	0.236363636364	2.0	0	3.0	8.0	9.0	0.978214285714	5.0	1.76
9704	95	pc	11	9704-95	39.36	29.52	0.89	1.0	9.79	0.291139240506	2.0	0	3.0	8.0	1.0		5.0	
984	311	m	14	984-311	41.52	31.14	1.0	1.0	14.0	0.166666666667	5.0	0	6.0	11.0	1.0	0.9	5.0	0.18
984	311	pc	36	984-311	41.52	31.14	0.33	2.0	11.88	0.1875	5.0	0	6.0	11.0	2.0	0.9	5.0	0.36
984	311	app	93	984-311	41.52	31.14	1.0	4.0	93.0	0.277182235835	4.0	0	5.0	10.0	4.0	1.00333333333	5.0	0.8
1	23065	m	2878	1-23065	181.44	136.08	0.47	420.0	1352.66	0.0145416645987	20.0	1	21.0	26.0	20.0	2.42845653112	5.0	9.71
1	23065	pc	752	1-23065	181.44	136.08	0.81	120.0	609.12	0.0581086213445	14.0	1	15.0	20.0	35.0	2.43970017637	5.0	17.08
1	23065	app	605	1-23065	181.44	136.08	1.0	169.0	605.0	0.182719546742	8.0	1	9.0	14.0	111.0	4.89560018793	5.0	108.68
10120	168	pc	22	10120-168	12.0	9.0	0.79	3.0	17.38	0.246753246753	3.0	2	4.0	10.0	3.0	1.05	6.0	0.52
10120	168	app	88	10120-168	12.0	9.0	1.0	16.0	88.0	0.317741935484	3.0	2	4.0	10.0	16.0	1.0	6.0	2.67
10120	168	m	79	10120-168	12.0	9.0	0.87	9.0	68.73	0.133815551537	3.0	2	4.0	10.0	9.0	1.0	6.0	1.5
10120	96	m	129	10120-96	26.88	20.16	1.0	38.0	129.0	0.358719646799	2.0	1	3.0	8.0	38.0	0.900833333333	5.0	6.85
10120	96	pc	28	10120-96	26.88	20.16	0.74	4.0	20.72	0.0909090909091	2.0	1	3.0	8.0	2.0	0.9	5.0	0.36
10120	96	app	115	10120-96	26.88	20.16	0.99	16.0	113.85	0.35758323058	2.0	1	3.0	8.0	16.0	0.9	5.0	2.88
102	14001	pc	76	102-14001	36.0	27.0	0.79	9.0	60.04	0.164485981308	3.0	1	4.0	9.0	9.0	0.9225	5.0	1.66
102	14001	app	186	102-14001	36.0	27.0	1.0	7.0	186.0	0.31675592961	2.0	1	3.0	8.0	7.0	1.55416666667	5.0	2.18
102	14001	m	66	102-14001	36.0	27.0	0.75	3.0	49.5	0.329764453961	2.0	1	3.0	8.0	3.0	0.9	5.0	0.54
102	8558	m	312	102-8558	60.72	45.54	0.83	77.0	258.96	0.0347349177331	26.0	14	27.0	40.0	9.0	1.30825	13.0	0.91
102	8558	pc	162	102-8558	60.72	45.54	0.6	50.0	97.2	0.257469244288	9.0	14	10.0	23.0	25.0	1.33166666667	13.0	2.56
102	8558	app	441	102-8558	60.72	45.54	0.97	79.0	427.77	0.464401294498	6.0	14	7.0	20.0	79.0	3.60099507389	13.0	21.88
10229	168	app	50	10229-168	7.68	5.76	1.0	1.0	50.0	0.521126760563	1.0	0	2.0	7.0	1.0		5.0	
10229	168	m	17	10229-168	7.68	5.76	1.0	0.0	17.0	0.377049180328	1.0	0	2.0	7.0	6.0	0.9	5.0	1.08
10229	168	pc	2	10229-168	7.68	5.76	1.0	0.0	2.0	0.4	1.0	0	2.0	7.0	1.0	0.9	5.0	0.18
1039	26523	m	17	1039-26523	24.96	18.72	1.0	0.0	17.0	0.45	1.0	1	2.0	7.0	8.0	2.9	5.0	4.64
1039	26523	pc	14	1039-26523	24.96	18.72	0.53	0.0	7.42	0.438775510204	1.0	1	2.0	7.0	3.0	1.0	5.0	0.6
1039	26523	app	92	1039-26523	24.96	18.72	1.0	0.0	92.0	0.392248062016	1.0	1	2.0	7.0	36.0		5.0	
10454	609	pc	14	10454-609	7.68	5.76	0.46	1.0	6.44	0.0606060606061	4.0	0	5.0	10.0	0.0		5.0	
10454	609	app	28	10454-609	7.68	5.76	1.0	3.0	28.0	0.247524752475	3.0	0	4.0	9.0	3.0		5.0	
10454	609	m	36	10454-609	7.68	5.76	0.75	5.0	27.0	0.294117647059	4.0	0	5.0	10.0	5.0	0.878571428571	5.0	0.88
1057	8523	m	114	1057-8523	14.4	10.8	0.69	18.0	78.66	0.0873907615481	10.0	2	11.0	17.0	7.0	1.325	6.0	1.55
1057	8523	pc	40	1057-8523	14.4	10.8	0.54	5.0	21.6	0.18661971831	9.0	2	10.0	16.0	4.0	2.99625	6.0	2.0
1057	8523	app	64	1057-8523	14.4	10.8	1.0	19.0	64.0	0.223946784922	7.0	2	8.0	14.0	14.0	3.45516666667	6.0	8.06
12291	8523	m	32	12291-8523	14.4	10.8	0.65	8.0	20.8	0.0305676855895	11.0	2	12.0	18.0	1.0	1.985	6.0	0.33
12291	8523	pc	37	12291-8523	14.4	10.8	0.6	8.0	22.2	0.169884169884	8.0	2	9.0	15.0	4.0	1.15666666667	6.0	0.77
12291	8523	app	74	12291-8523	14.4	10.8	1.0	26.0	74.0	0.211538461538	7.0	2	8.0	14.0	16.0	1.6025	6.0	4.27
12804	23065	app	13	12804-23065	23.52	17.64	0.96	3.0	12.48	0.0860215053763	7.0	1	8.0	13.0	1.0	1.5	5.0	0.3
12804	23065	m	7	12804-23065	23.52	17.64	0.6	0.0	4.2	0.423076923077	10.0	1	11.0	16.0	2.0		5.0	
135	95	app	877	135-95	52.56	39.42	1.0	89.0	877.0	0.320364642683	5.0	3	6.0	13.0	89.0	1.72310606061	7.0	21.91
135	95	m	487	135-95	52.56	39.42	0.98	51.0	477.26	0.223329425557	6.0	3	7.0	14.0	51.0	1.17422222222	7.0	8.56
135	95	pc	131	135-95	52.56	39.42	0.88	26.0	115.28	0.186956521739	5.0	3	6.0	13.0	22.0	1.24666666667	7.0	3.92
147	14455	m	463	147-14455	57.84	43.38	1.0	68.0	463.0	0.0727496917386	24.0	4	25.0	33.0	34.0	1.8547962963	8.0	7.88
147	14455	pc	111	147-14455	57.84	43.38	0.63	18.0	69.93	0.226221079692	9.0	4	10.0	18.0	16.0	2.10285714286	8.0	4.21
147	14455	app	693	147-14455	57.84	43.38	1.0	52.0	693.0	0.355802927231	4.0	4	5.0	13.0	52.0	2.48108333333	8.0	16.13
147	26531	pc	17	147-26531	46.32	34.74	0.66	3.0	11.22	0.0983606557377	5.0	1	6.0	11.0	1.0	1.0	5.0	0.2
147	26531	app	80	147-26531	46.32	34.74	1.0	3.0	80.0	0.3125	3.0	1	4.0	9.0	3.0	0.9375	5.0	0.56
147	26531	m	44	147-26531	46.32	34.74	0.98	6.0	43.12	0.160256410256	7.0	1	8.0	13.0	6.0	0.9	5.0	1.08
16	22431	m	4	16-22431	23.52	17.64	1.0	3.0	4.0	0.0645161290323	5.0	2	6.0	12.0	0.0	1.91	6.0	0.0
16	22431	pc	7	16-22431	23.52	17.64	0.51	2.0	3.57	0.0816326530612	6.0	2	7.0	13.0	0.0	3.27	6.0	0.0
16	22431	app	79	16-22431	23.52	17.64	1.0	16.0	79.0	0.323741007194	4.0	2	5.0	11.0	16.0	1.88678571429	6.0	5.03
16	8516	m	232	16-8516	14.4	10.8	0.74	51.0	171.68	0.128299570289	9.0	5	10.0	24.0	22.0	2.10175	14.0	3.3
16	8516	pc	9	16-8516	14.4	10.8	0.9	7.0	8.1	0.301587301587	7.0	5	8.0	22.0	2.0	2.1	14.0	0.3
16	8516	app	142	16-8516	14.4	10.8	1.0	24.0	142.0	0.473947895792	6.0	5	7.0	21.0	24.0	2.06388888889	14.0	3.54
18	8855	app	13	18-8855	20.16	15.12	1.0	0.0	13.0	0.226804123711	2.0	1	3.0	8.0	3.0	1.35	5.0	0.81
18	8855	m	5	18-8855	20.16	15.12	1.0	0.0	5.0	0.25641025641	1.0	1	2.0	7.0	1.0	0.9	5.0	0.18
18	8855	pc	29	18-8855	20.16	15.12	1.0	2.0	29.0	0.177339901478	2.0	1	3.0	8.0	2.0	0.9	5.0	0.36
2	234	app	904	2-234	67.92	50.94	1.0	43.0	904.0	0.585727818124	5.0	27	6.0	32.0	43.0	4.51584656085	26.0	7.47
2	234	m	743	2-234	67.92	50.94	0.6	154.0	445.8	0.183618534897	24.0	27	25.0	51.0	82.0	3.29011463845	26.0	10.38
2	234	pc	430	2-234	67.92	50.94	0.47	48.0	202.1	0.381347494192	12.0	27	13.0	39.0	48.0	3.21916666667	26.0	5.94
2	37861	m	7	2-37861	14.4	10.8	0.91	1.0	6.37	0.127272727273	3.0	0	4.0	9.0	1.0	0.9	5.0	0.18
2	37861	pc	38	2-37861	14.4	10.8	0.94	10.0	35.72	0.0966542750929	3.0	0	4.0	9.0	3.0	0.9	5.0	0.54
2	37861	app	22	2-37861	14.4	10.8	1.0	3.0	22.0	0.269230769231	4.0	0	5.0	10.0	3.0	0.9	5.0	0.54
2015	234	app	788	2015-234	106.56	79.92	1.0	18.0	788.0	0.577773749094	3.0	5	4.0	18.0	18.0	5.58166666667	14.0	7.18
2015	234	m	144	2015-234	106.56	79.92	0.73	11.0	105.12	0.283596837945	6.0	5	7.0	21.0	11.0	4.793	14.0	3.77
2015	234	pc	136	2015-234	106.56	79.92	0.65	13.0	88.4	0.176285414481	5.0	5	6.0	20.0	13.0	4.84833333333	14.0	4.5
202	8609	pc	139	202-8609	21.84	16.38	0.44	2.0	61.16	0.475359342916	2.0	1	3.0	8.0	2.0		5.0	
202	8609	app	97	202-8609	21.84	16.38	0.97	3.0	94.09	0.33284457478	2.0	1	3.0	8.0	3.0		5.0	
202	8609	m	26	202-8609	21.84	16.38	0.75	2.0	19.5	0.311475409836	2.0	1	3.0	8.0	2.0	0.882857142857	5.0	0.35
2032	156	m	135	2032-156	50.88	38.16	1.0	43.0	135.0	0.104761904762	7.0	2	8.0	14.0	14.0	1.87166666667	6.0	4.37
2032	156	pc	31	2032-156	50.88	38.16	0.59	11.0	18.29	0.178082191781	7.0	2	8.0	14.0	3.0	2.40125	6.0	1.2
2032	156	app	114	2032-156	50.88	38.16	1.0	25.0	114.0	0.332084893883	6.0	2	7.0	13.0	25.0	2.565	6.0	10.69
2052	611	pc	14	2052-611	40.32	30.24	0.67	2.0	9.38	0.0891089108911	3.0	0	4.0	9.0	1.0	1.12428571429	5.0	0.22
2052	611	app	18	2052-611	40.32	30.24	1.0	2.0	18.0	0.238095238095	3.0	0	4.0	9.0	2.0	1.12	5.0	0.45
2052	611	m	9	2052-611	40.32	30.24	0.83	0.0	7.47	0.0441176470588	3.0	0	4.0	9.0	0.0	1.13	5.0	0.0
2055	609	app	52	2055-609	42.24	31.68	1.0	9.0	52.0	0.232876712329	7.0	0	8.0	13.0	9.0	4.54416666667	5.0	8.18
2055	609	m	38	2055-609	42.24	31.68	0.65	6.0	24.7	0.093984962406	13.0	0	14.0	19.0	2.0	4.23476190476	5.0	1.69
2055	609	pc	14	2055-609	42.24	31.68	0.45	3.0	6.3	0.0808080808081	14.0	0	15.0	20.0	1.0	1.54333333333	5.0	0.31
222	234	app	615	222-234	51.36	38.52	1.0	19.0	615.0	0.418156489436	4.0	11	5.0	15.0	19.0	2.47038847118	10.0	4.69
222	234	m	196	222-234	51.36	38.52	0.83	39.0	162.68	0.108363636364	20.0	11	21.0	31.0	18.0	1.32861111111	10.0	2.39
222	234	pc	119	222-234	51.36	38.52	0.61	15.0	72.59	0.318562874251	8.0	11	9.0	19.0	15.0	1.52544444444	10.0	2.29
228	102	pc	12	228-102	31.44	23.58	0.7	0.0	8.4	0.435294117647	1.0	2	2.0	8.0	4.0	1.0	6.0	0.67
228	102	app	111	228-102	31.44	23.58	1.0	1.0	111.0	0.498714652956	1.0	2	2.0	8.0	1.0	1.03846153846	6.0	0.17
228	102	m	131	228-102	31.44	23.58	0.95	2.0	124.45	0.604575163399	1.0	2	2.0	8.0	2.0	1.16666666667	6.0	0.39
2299	168	pc	13	2299-168	7.68	5.76	0.59	2.0	7.67	0.417582417582	4.0	6	5.0	20.0	2.0	0.9	15.0	0.12
2299	168	app	53	2299-168	7.68	5.76	1.0	11.0	53.0	0.557333333333	5.0	6	6.0	21.0	11.0	0.9	15.0	0.66
2299	168	m	90	2299-168	7.68	5.76	0.92	9.0	82.8	0.434645669291	5.0	6	6.0	21.0	9.0	0.925	15.0	0.56
