sloc1	scate2	platform	clks_one_day	sloc-scate	online_price	member_price	valid_rate_new	jz_clks_one_day	predict_clks	pos_ctr	common_pos_jz	common_pos_zd	start_pos	end_pos	zd_get_clks	acp_jz	zd_cnt	zdprice
414	196	m	120	414-196	55.92	41.94	0.85	34.0	102.0	0.0546318289786	24.0	1	25.0	30.0	6.0	3.13620833333	5.0	3.76
414	23087	pc	47	414-23087	80.4	60.3	0.66	20.0	31.02	0.276595744681	10.0	0	11.0	16.0	9.0	1.66816666667	5.0	3.0
414	23087	app	188	414-23087	80.4	60.3	1.0	26.0	188.0	0.223146747352	7.0	0	8.0	13.0	26.0	2.21787698413	5.0	11.53
414	23087	m	359	414-23087	80.4	60.3	0.79	115.0	283.61	0.037773359841	11.0	0	12.0	17.0	11.0	1.94866666667	5.0	4.29
424	168	app	278	424-168	51.36	38.52	1.0	53.0	278.0	0.341700819672	7.0	12	8.0	19.0	53.0	5.67207142857	11.0	27.33
424	168	m	739	424-168	51.36	38.52	0.58	82.0	428.62	0.232746955345	14.0	12	15.0	26.0	82.0	1.27076839827	11.0	9.47
424	168	pc	152	424-168	51.36	38.52	0.71	32.0	107.92	0.299530516432	9.0	12	10.0	21.0	32.0	2.58708333333	11.0	7.53
471	609	m	158	471-609	49.44	37.08	0.9	37.0	142.2	0.182310469314	7.0	4	8.0	16.0	26.0	2.20722222222	8.0	7.17
471	609	pc	86	471-609	49.44	37.08	0.65	22.0	55.9	0.172470978441	6.0	4	7.0	15.0	10.0	1.8975	8.0	2.37
471	609	app	351	471-609	49.44	37.08	1.0	25.0	351.0	0.403978887536	4.0	4	5.0	13.0	25.0	2.24535714286	8.0	7.02
497	14455	pc	7	497-14455	33.6	25.2	0.45	0.0	3.15	0.2	1.0	0	2.0	7.0	1.0	1.0	5.0	0.2
497	14455	app	93	497-14455	33.6	25.2	1.0	2.0	93.0	0.420091324201	1.0	0	2.0	7.0	2.0	1.0025	5.0	0.4
497	14455	m	36	497-14455	33.6	25.2	1.0	2.0	36.0	0.277777777778	2.0	0	3.0	8.0	2.0	0.954	5.0	0.38
523	203	pc	29	523-203	36.48	27.36	0.4	7.0	11.6	0.156862745098	4.0	0	5.0	10.0	2.0	1.045	5.0	0.42
523	203	app	292	523-203	36.48	27.36	0.77	31.0	224.84	0.34228515625	5.0	0	6.0	11.0	31.0	1.131375	5.0	7.01
523	203	m	239	523-203	36.48	27.36	0.88	48.0	210.32	0.185935637664	5.0	0	6.0	11.0	39.0	1.13625	5.0	8.86
531	125	m	95	531-125	43.44	32.58	0.87	17.0	82.65	0.16393442623	7.0	2	8.0	14.0	14.0	0.88925	6.0	2.07
531	125	pc	36	531-125	43.44	32.58	0.67	10.0	24.12	0.192913385827	6.0	2	7.0	13.0	5.0	0.9	6.0	0.75
531	125	app	27	531-125	43.44	32.58	1.0	4.0	27.0	0.241025641026	6.0	2	7.0	13.0	4.0	0.9	6.0	0.6
541	14455	pc	80	541-14455	59.76	44.82	0.75	12.0	60.0	0.180212014134	8.0	3	9.0	16.0	11.0	1.569	7.0	2.47
541	14455	app	618	541-14455	59.76	44.82	1.0	34.0	618.0	0.332178332178	4.0	3	5.0	12.0	34.0	2.5465	7.0	12.37
541	14455	m	280	541-14455	59.76	44.82	0.93	41.0	260.4	0.14373088685	13.0	3	14.0	21.0	37.0	1.5112	7.0	7.99
556	234	app	301	556-234	49.68	37.26	1.0	1.0	301.0	0.519677572309	1.0	3	2.0	9.0	1.0	0.9	7.0	0.13
556	234	m	159	556-234	49.68	37.26	0.82	1.0	130.38	0.678635547576	1.0	3	2.0	9.0	1.0	1.43	7.0	0.2
556	234	pc	31	556-234	49.68	37.26	0.49	0.0	15.19	0.37668161435	1.0	3	2.0	9.0	6.0	1.0	7.0	0.86
5772	95	pc	3	5772-95	7.68	5.76	1.0	0.0	3.0	0.692307692308	0.0	8	1.0	18.0	2.0		17.0	
5772	95	app	264	5772-95	7.68	5.76	1.0	0.0	264.0	0.754991905019	0.0	8	1.0	18.0	199.0		17.0	
5772	95	m	82	5772-95	7.68	5.76	1.0	0.0	82.0	0.678756476684	0.0	8	1.0	18.0	56.0		17.0	
5845	96	m	43	5845-96	11.28	8.46	1.0	0.0	43.0	0.814569536424	0.0	9	1.0	19.0	35.0		18.0	
5845	96	pc	18	5845-96	11.28	8.46	1.0	0.0	18.0	0.294573643411	0.0	9	1.0	19.0	5.0		18.0	
5845	96	app	68	5845-96	11.28	8.46	1.0	0.0	68.0	0.785714285714	0.0	9	1.0	19.0	53.0		18.0	
606	102	pc	32	606-102	25.68	19.26	0.7	8.0	22.4	0.128318584071	2.0	0	3.0	8.0	3.0	1.0	5.0	0.6
606	102	app	124	606-102	25.68	19.26	1.0	11.0	124.0	0.337543053961	2.0	0	3.0	8.0	11.0	1.0275	5.0	2.26
606	102	m	95	606-102	25.68	19.26	0.95	5.0	90.25	0.482089552239	2.0	0	3.0	8.0	5.0	1.0	5.0	1.0
623	14526	pc	31	623-14526	14.4	10.8	1.0	0.0	31.0	0.0409090909091	1.0	1	2.0	7.0	1.0		5.0	
623	14526	app	7	623-14526	14.4	10.8	1.0	0.0	7.0	0.5	1.0	1	2.0	7.0	4.0	0.91	5.0	0.73
623	14526	m	4	623-14526	14.4	10.8	1.0	0.0	4.0	0.0294117647059	1.0	1	2.0	7.0	0.0		5.0	
6752	96	pc	21	6752-96	26.88	20.16	0.74	8.0	15.54	0.289473684211	6.0	2	7.0	13.0	4.0	0.9625	6.0	0.64
6752	96	app	95	6752-96	26.88	20.16	1.0	33.0	95.0	0.237237237237	6.0	2	7.0	13.0	23.0	0.955555555556	6.0	3.66
6752	96	m	150	6752-96	26.88	20.16	0.93	47.0	139.5	0.132701421801	6.0	2	7.0	13.0	19.0	0.9109375	6.0	2.88
6760	14502	m	2	6760-14502	14.4	10.8	0.7	0.0	1.4	0.684210526316	1.0	0	2.0	7.0	1.0	0.9	5.0	0.18
6760	14502	pc	7	6760-14502	14.4	10.8	1.0	0.0	7.0	0.244897959184	1.0	0	2.0	7.0	2.0	0.9	5.0	0.36
6760	14502	app	9	6760-14502	14.4	10.8	1.0	0.0	9.0	0.393939393939	1.0	0	2.0	7.0	4.0	0.9	5.0	0.72
696	310	pc	3	696-310	14.4	10.8	0.29	0.0	0.87	0.047619047619	1.0	1	2.0	7.0	0.0	0.9	5.0	0.0
696	310	app	24	696-310	14.4	10.8	1.0	1.0	24.0	0.3	1.0	1	2.0	7.0	1.0	0.9	5.0	0.18
700	125	app	37	700-125	12.24	9.18	1.0	7.0	37.0	0.340996168582	5.0	10	6.0	15.0	7.0	2.55	9.0	1.98
700	125	m	75	700-125	12.24	9.18	0.74	12.0	55.5	0.245283018868	6.0	10	7.0	16.0	12.0	1.09125	9.0	1.46
700	125	pc	28	700-125	12.24	9.18	0.68	4.0	19.04	0.156565656566	5.0	10	6.0	15.0	3.0	1.315	9.0	0.44
700	8543	app	12	700-8543	14.4	10.8	1.0	1.0	12.0	0.61797752809	1.0	3	2.0	9.0	1.0	0.997142857143	7.0	0.14
700	8543	m	1	700-8543	14.4	10.8	0.87	0.0	0.87	0.166666666667	1.0	3	2.0	9.0	0.0	0.9375	7.0	0.0
700	8543	pc	13	700-8543	14.4	10.8	0.6	0.0	7.8	0.212765957447	1.0	3	2.0	9.0	2.0	0.9	7.0	0.26
740	310	pc	150	740-310	45.84	34.38	0.64	20.0	96.0	0.177587844255	6.0	1	7.0	12.0	17.0	0.965924369748	5.0	3.28
740	310	app	254	740-310	45.84	34.38	1.0	25.0	254.0	0.234699606962	5.0	1	6.0	11.0	25.0	0.960833333333	5.0	4.8
740	310	m	128	740-310	45.84	34.38	1.0	17.0	128.0	0.225806451613	6.0	1	7.0	12.0	17.0	0.954166666667	5.0	3.24
7620	23065	m	26	7620-23065	7.68	5.76	1.0	4.0	26.0	0.31914893617	3.0	0	4.0	9.0	4.0	0.9	5.0	0.72
7620	23065	pc	10	7620-23065	7.68	5.76	0.55	1.0	5.5	0.355263157895	2.0	0	3.0	8.0	1.0	0.9	5.0	0.18
7620	23065	app	29	7620-23065	7.68	5.76	1.0	4.0	29.0	0.485436893204	2.0	0	3.0	8.0	4.0	0.9	5.0	0.72
771	118	pc	7	771-118	30.24	22.68	0.61	1.0	4.27	0.428571428571	1.0	0	2.0	7.0	1.0	2.05714285714	5.0	0.41
771	118	app	23	771-118	30.24	22.68	1.0	0.0	23.0	0.478787878788	1.0	0	2.0	7.0	11.0	1.0	5.0	2.2
771	118	m	48	771-118	30.24	22.68	0.98	1.0	47.04	0.44674556213	1.0	0	2.0	7.0	1.0	3.11428571429	5.0	0.62
771	8608	app	46	771-8608	14.4	10.8	1.0	5.0	46.0	0.39751552795	3.0	2	4.0	10.0	5.0	1.0	6.0	0.83
771	8608	m	18	771-8608	14.4	10.8	0.92	3.0	16.56	0.259541984733	3.0	2	4.0	10.0	3.0	1.21428571429	6.0	0.61
771	8608	pc	7	771-8608	14.4	10.8	0.98	2.0	6.86	0.396226415094	3.0	2	4.0	10.0	2.0	1.0	6.0	0.33
79	133	pc	56	79-133	36.0	27.0	0.6	10.0	33.6	0.15306122449	8.0	4	9.0	17.0	5.0	2.59261904762	8.0	1.62
79	133	app	43	79-133	36.0	27.0	1.0	6.0	43.0	0.287128712871	6.0	4	7.0	15.0	6.0	3.76125	8.0	2.82
79	133	m	70	79-133	36.0	27.0	0.72	13.0	50.4	0.222222222222	10.0	4	11.0	19.0	11.0	2.145625	8.0	2.95
7951	168	app	80	7951-168	23.52	17.64	1.0	1.0	80.0	0.376785714286	1.0	1	2.0	7.0	1.0	0.9	5.0	0.18
7951	168	m	53	7951-168	23.52	17.64	0.96	3.0	50.88	0.369973190349	1.0	1	2.0	7.0	3.0	0.9	5.0	0.54
7951	168	pc	13	7951-168	23.52	17.64	0.66	0.0	8.58	0.526315789474	1.0	1	2.0	7.0	5.0	0.9	5.0	0.9
801	26516	app	23	801-26516	14.4	10.8	1.0	0.0	23.0	0.361963190184	1.0	0	2.0	7.0	8.0		5.0	
801	26516	m	0	801-26516	14.4	10.8	1.0	0.0	0.0	0.166666666667	1.0	0	2.0	7.0	0.0	1.24	5.0	0.0
801	26516	pc	1	801-26516	14.4	10.8	1.0	0.0	1.0	0.0833333333333	1.0	0	2.0	7.0	0.0	0.9	5.0	0.0
801	8516	m	110	801-8516	26.88	20.16	0.85	20.0	93.5	0.12661498708	7.0	3	8.0	15.0	12.0	1.16111111111	7.0	1.99
801	8516	pc	38	801-8516	26.88	20.16	0.49	3.0	18.62	0.235294117647	5.0	3	6.0	13.0	3.0	0.945	7.0	0.4
801	8516	app	243	801-8516	26.88	20.16	1.0	35.0	243.0	0.338416422287	5.0	3	6.0	13.0	35.0	1.04379807692	7.0	5.22
811	609	pc	68	811-609	103.68	77.76	0.74	26.0	50.32	0.207112970711	11.0	13	12.0	24.0	10.0	2.57666666667	12.0	2.15
811	609	app	440	811-609	103.68	77.76	1.0	58.0	440.0	0.360012961763	7.0	13	8.0	20.0	58.0	8.70584980237	12.0	42.08
811	609	m	115	811-609	103.68	77.76	0.69	28.0	79.35	0.159062885327	15.0	13	16.0	28.0	13.0	2.18166666667	12.0	2.36
837	360	m	421	837-360	52.8	39.6	0.66	50.0	277.86	0.0688368938623	23.0	5	24.0	38.0	19.0	3.33932679739	14.0	4.53
837	360	pc	159	837-360	52.8	39.6	0.54	30.0	85.86	0.227313566936	11.0	5	12.0	26.0	20.0	2.93833333333	14.0	4.2
837	360	app	436	837-360	52.8	39.6	1.0	53.0	436.0	0.462041884817	6.0	5	7.0	21.0	53.0	2.20292647059	14.0	8.34
837	8445	m	340	837-8445	23.52	17.64	0.82	26.0	278.8	0.411665967268	3.0	0	4.0	9.0	26.0	0.9	5.0	4.68
837	8445	pc	41	837-8445	23.52	17.64	0.5	6.0	20.5	0.278745644599	3.0	0	4.0	9.0	6.0	0.9	5.0	1.08
837	8445	app	877	837-8445	23.52	17.64	0.8	70.0	701.6	0.397200065115	3.0	0	4.0	9.0	70.0	0.925	5.0	12.95
858	310	pc	52	858-310	20.16	15.12	0.54	5.0	28.08	0.296195652174	2.0	1	3.0	8.0	5.0		5.0	
858	310	app	105	858-310	20.16	15.12	1.0	8.0	105.0	0.374830852503	2.0	1	3.0	8.0	8.0	0.91	5.0	1.46
858	310	m	64	858-310	20.16	15.12	0.95	5.0	60.8	0.305803571429	2.0	1	3.0	8.0	5.0	0.91	5.0	0.91
8694	8608	app	1	8694-8608	14.4	10.8	1.0	0.0	1.0	0.666666666667	0.0	0	1.0	6.0	1.0		5.0	
882	234	m	98	882-234	42.24	31.68	0.86	7.0	84.28	0.266375545852	7.0	1	8.0	13.0	7.0	1.0	5.0	1.4
882	234	pc	31	882-234	42.24	31.68	0.56	2.0	17.36	0.22869955157	7.0	1	8.0	13.0	2.0	1.0	5.0	0.4
882	234	app	190	882-234	42.24	31.68	1.0	12.0	190.0	0.270411985019	5.0	1	6.0	11.0	12.0	1.0	5.0	2.4
891	96	app	475	891-96	47.76	35.82	0.79	64.0	375.25	0.323820967257	6.0	2	7.0	13.0	64.0	2.76323636364	6.0	29.47
891	96	m	831	891-96	47.76	35.82	0.72	139.0	598.32	0.130905342725	6.0	2	7.0	13.0	78.0	1.37333333333	6.0	17.85
891	96	pc	208	891-96	47.76	35.82	0.27	10.0	56.16	0.224503764545	6.0	2	7.0	13.0	10.0	2.76	6.0	4.6
93	8735	pc	32	93-8735	21.36	16.02	0.81	6.0	25.92	0.149779735683	10.0	1	11.0	16.0	4.0	0.9	5.0	0.72
93	8735	app	51	93-8735	21.36	16.02	1.0	9.0	51.0	0.222841225627	6.0	1	7.0	12.0	9.0	1.24	5.0	2.23
93	8735	m	21	93-8735	21.36	16.02	1.0	4.0	21.0	0.131578947368	9.0	1	10.0	15.0	3.0	0.89	5.0	0.53
9409	96	m	44	9409-96	26.88	20.16	0.93	6.0	40.92	0.294871794872	2.0	1	3.0	8.0	6.0	0.9125	5.0	1.1
9409	96	pc	12	9409-96	26.88	20.16	0.66	1.0	7.92	0.222222222222	2.0	1	3.0	8.0	1.0	0.9	5.0	0.18
9409	96	app	85	9409-96	26.88	20.16	1.0	28.0	85.0	0.253756260434	3.0	1	4.0	9.0	22.0	0.9	5.0	3.96
9530	460	app	13	9530-460	14.4	10.8	1.0	6.0	13.0	0.229166666667	5.0	0	6.0	11.0	3.0	1.0	5.0	0.6
9530	460	m	42	9530-460	14.4	10.8	0.54	6.0	22.68	0.128378378378	5.0	0	6.0	11.0	3.0	1.0	5.0	0.6
9530	460	pc	2	9530-460	14.4	10.8	0.88	2.0	1.76	0.157894736842	5.0	0	6.0	11.0	0.0	1.0	5.0	0.0
967	111	pc	2	967-111	26.88	20.16	0.67	1.0	1.34	0.235294117647	1.0	0	2.0	7.0	0.0	1.1	5.0	0.0
967	111	app	25	967-111	26.88	20.16	1.0	1.0	25.0	0.238888888889	1.0	0	2.0	7.0	1.0	1.0	5.0	0.2
967	111	m	17	967-111	26.88	20.16	0.37	0.0	6.29	0.366666666667	1.0	0	2.0	7.0	2.0	1.0	5.0	0.4
984	26523	app	138	984-26523	42.72	32.04	1.0	10.0	138.0	0.34778121775	3.0	2	4.0	10.0	10.0	0.9	6.0	1.5
984	26523	m	66	984-26523	42.72	32.04	1.0	6.0	66.0	0.378494623656	3.0	2	4.0	10.0	6.0	0.895	6.0	0.9
984	26523	pc	43	984-26523	42.72	32.04	0.74	7.0	31.82	0.193442622951	4.0	2	5.0	11.0	6.0	0.9	6.0	0.9
984	8523	m	262	984-8523	64.08	48.06	0.61	49.0	159.82	0.125954198473	10.0	3	11.0	18.0	20.0	2.88669642857	7.0	8.25
984	8523	pc	56	984-8523	64.08	48.06	0.62	16.0	34.72	0.116751269036	8.0	3	9.0	16.0	4.0	2.90333333333	7.0	1.66
984	8523	app	232	984-8523	64.08	48.06	1.0	66.0	232.0	0.306034482759	6.0	3	7.0	14.0	66.0	3.4472	7.0	32.5
993	26523	pc	5	993-26523	12.24	9.18	1.0	0.0	5.0	0.567567567568	0.0	3	1.0	8.0	3.0		7.0	
993	26523	app	51	993-26523	12.24	9.18	1.0	0.0	51.0	0.426592797784	0.0	3	1.0	8.0	22.0		7.0	
993	26523	m	30	993-26523	12.24	9.18	1.0	0.0	30.0	0.658767772512	0.0	3	1.0	8.0	20.0		7.0	
1	128	pc	262	1-128	313.92	235.44	0.71	80.0	186.02	0.131808278867	11.0	1	12.0	17.0	25.0	4.12	5.0	20.6
1	128	app	328	1-128	313.92	235.44	1.0	42.0	328.0	0.22256097561	8.0	1	9.0	14.0	42.0	3.97680555556	5.0	33.41
1	128	m	526	1-128	313.92	235.44	0.77	168.0	405.02	0.0420624151967	21.0	1	22.0	27.0	17.0	4.09162946458	5.0	13.91
1	26522	m	49	1-26522	14.4	10.8	1.0	0.0	49.0	0.166189111748	0.0	0	1.0	6.0	8.0		5.0	
1	26522	pc	1	1-26522	14.4	10.8	1.0	0.0	1.0	0.5	0.0	0	1.0	6.0	0.0		5.0	
1	26522	app	3	1-26522	14.4	10.8	1.0	0.0	3.0	0.565217391304	0.0	0	1.0	6.0	2.0		5.0	
1	8546	pc	121	1-8546	56.4	42.3	0.8	26.0	96.8	0.168632075472	6.0	1	7.0	12.0	16.0	1.28151515152	5.0	4.1
1	8546	app	28	1-8546	56.4	42.3	1.0	4.0	28.0	0.205	5.0	1	6.0	11.0	4.0	2.14416666667	5.0	1.72
1	8546	m	75	1-8546	56.4	42.3	0.79	6.0	59.25	0.157495256167	6.0	1	7.0	12.0	6.0	0.935	5.0	1.12
10039	96	pc	28	10039-96	21.12	15.84	0.71	5.0	19.88	0.114427860697	4.0	0	5.0	10.0	2.0	1.0	5.0	0.4
10039	96	app	25	10039-96	21.12	15.84	0.93	4.0	23.25	0.258426966292	4.0	0	5.0	10.0	4.0	1.6275	5.0	1.3
10039	96	m	117	10039-96	21.12	15.84	0.38	14.0	44.46	0.187120291616	4.0	0	5.0	10.0	8.0	1.505	5.0	2.41
1016	309	pc	39	1016-309	14.4	10.8	0.6	0.0	23.4	0.151624548736	1.0	0	2.0	7.0	4.0	0.9	5.0	0.72
1016	309	app	3	1016-309	14.4	10.8	1.0	0.0	3.0	0.318181818182	1.0	0	2.0	7.0	1.0	0.9	5.0	0.18
102	311	m	97	102-311	49.92	37.44	1.0	12.0	97.0	0.138686131387	16.0	10	17.0	26.0	12.0	2.266	9.0	3.02
102	311	pc	259	102-311	49.92	37.44	0.59	41.0	152.81	0.253854625551	9.0	10	10.0	19.0	39.0	2.06733333333	9.0	8.96
102	311	app	355	102-311	49.92	37.44	1.0	34.0	355.0	0.361479694411	6.0	10	7.0	16.0	34.0	3.25976190476	9.0	12.31
1078	8558	m	22	1078-8558	14.4	10.8	0.74	1.0	16.28	0.0967741935484	3.0	5	4.0	18.0	1.0	1.13	14.0	0.08
1078	8558	pc	934	1078-8558	14.4	10.8	0.66	2.0	616.44	0.933516735442	2.0	5	3.0	17.0	2.0	1.18666666667	14.0	0.17
1078	8558	app	48	1078-8558	14.4	10.8	1.0	4.0	48.0	0.538461538462	3.0	5	4.0	18.0	4.0	1.17	14.0	0.33
122	111	m	410	122-111	57.84	43.38	0.78	69.0	319.8	0.117421602787	7.0	0	8.0	13.0	38.0	0.984375	5.0	7.48
122	111	pc	102	122-111	57.84	43.38	0.31	43.0	31.62	0.204735376045	6.0	0	7.0	12.0	6.0	1.00283333333	5.0	1.2
122	111	app	161	122-111	57.84	43.38	1.0	33.0	161.0	0.277728482697	5.0	0	6.0	11.0	33.0	1.2615	5.0	8.33
122	14000	app	355	122-14000	138.24	103.68	1.0	65.0	355.0	0.357056694813	11.0	18	12.0	29.0	65.0	6.18921626984	17.0	23.66
122	14000	m	1002	122-14000	138.24	103.68	0.73	234.0	731.46	0.407069555302	12.0	18	13.0	30.0	234.0	4.71677107813	17.0	64.92
122	14000	pc	147	122-14000	138.24	103.68	0.32	22.0	47.04	0.260154738878	12.0	18	13.0	30.0	12.0	5.289	17.0	3.73
122	8717	app	13	122-8717	15.12	11.34	1.0	0.0	13.0	0.5	1.0	0	2.0	7.0	6.0	0.9	5.0	1.08
122	8717	m	6	122-8717	15.12	11.34	0.6	0.0	3.6	0.558139534884	1.0	0	2.0	7.0	2.0	0.9	5.0	0.36
122	8717	pc	35	122-8717	15.12	11.34	0.58	1.0	20.3	0.269076305221	1.0	0	2.0	7.0	1.0	0.9	5.0	0.18
147	310	pc	100	147-310	46.32	34.74	0.52	17.0	52.0	0.199146514936	5.0	2	6.0	12.0	10.0	1.2245	6.0	2.04
147	310	app	236	147-310	46.32	34.74	1.0	15.0	236.0	0.315407854985	3.0	2	4.0	10.0	15.0	1.17	6.0	2.92
147	310	m	135	147-310	46.32	34.74	1.0	13.0	135.0	0.267441860465	4.0	2	5.0	11.0	13.0	1.2875	6.0	2.79
158	156	pc	499	158-156	295.2	221.4	0.67	138.0	334.33	0.162046298943	11.0	2	12.0	18.0	54.0	1.71022486772	6.0	15.39
158	156	app	2458	158-156	295.2	221.4	1.0	249.0	2458.0	0.226316401255	9.0	2	10.0	16.0	249.0	2.9520242915	6.0	122.51
158	156	m	1740	158-156	295.2	221.4	0.93	361.0	1618.2	0.0857002134297	20.0	2	21.0	27.0	139.0	1.70049878785	6.0	39.39
18	203	pc	374	18-203	177.12	132.84	0.59	100.0	220.66	0.14089347079	12.0	0	13.0	18.0	31.0	2.291	5.0	14.2
18	203	app	716	18-203	177.12	132.84	1.0	142.0	716.0	0.142800159553	9.0	0	10.0	15.0	102.0	3.0613125	5.0	62.45
18	203	m	1326	18-203	177.12	132.84	0.73	238.0	967.98	0.0883430295195	10.0	0	11.0	16.0	86.0	2.12416666667	5.0	36.54
2	118	pc	118	2-118	59.76	44.82	0.56	10.0	66.08	0.100241545894	4.0	2	5.0	11.0	7.0	1.15571428571	6.0	1.35
2	118	app	145	2-118	59.76	44.82	1.0	7.0	145.0	0.410784313725	3.0	2	4.0	10.0	7.0	1.45	6.0	1.69
2	118	m	84	2-118	59.76	44.82	0.92	9.0	77.28	0.212585034014	4.0	2	5.0	11.0	9.0	0.857916666667	6.0	1.29
2	8608	app	283	2-8608	47.76	35.82	1.0	27.0	283.0	0.31196365472	5.0	3	6.0	13.0	27.0	1.60933333333	7.0	6.21
2	8608	m	56	2-8608	47.76	35.82	0.94	13.0	52.64	0.277078085642	12.0	3	13.0	20.0	13.0	0.795	7.0	1.48
2	8608	pc	106	2-8608	47.76	35.82	0.96	26.0	101.76	0.137096774194	12.0	3	13.0	20.0	14.0	0.905476190476	7.0	1.81
202	156	pc	335	202-156	208.8	156.6	0.59	80.0	197.65	0.25010651896	11.0	7	12.0	28.0	49.0	2.11366666667	16.0	6.47
202	156	app	2418	202-156	208.8	156.6	1.0	258.0	2418.0	0.453417616825	7.0	7	8.0	24.0	258.0	4.72041944872	16.0	76.12
202	156	m	1133	202-156	208.8	156.6	0.95	290.0	1076.35	0.251670659438	13.0	7	14.0	30.0	271.0	2.23587804477	16.0	37.87
2049	111	pc	18	2049-111	14.4	10.8	0.43	3.0	7.74	0.176923076923	1.0	0	2.0	7.0	1.0	0.9	5.0	0.18
2049	111	app	24	2049-111	14.4	10.8	1.0	3.0	24.0	0.458823529412	1.0	0	2.0	7.0	3.0	0.915	5.0	0.55
2049	111	m	110	2049-111	14.4	10.8	0.67	2.0	73.7	0.184176394293	1.0	0	2.0	7.0	2.0	0.9	5.0	0.36
2054	14455	app	209	2054-14455	57.84	43.38	1.0	9.0	209.0	0.28084526244	4.0	1	5.0	10.0	9.0	1.1875	5.0	2.14
2054	14455	m	117	2054-14455	57.84	43.38	0.99	13.0	115.83	0.218712029162	6.0	1	7.0	12.0	13.0	1.185	5.0	3.08
2054	14455	pc	32	2054-14455	57.84	43.38	0.61	4.0	19.52	0.25	6.0	1	7.0	12.0	4.0	1.175	5.0	0.94
222	118	pc	30	222-118	28.32	21.24	0.71	4.0	21.3	0.172897196262	7.0	4	8.0	16.0	4.0	2.095	8.0	1.05
222	118	app	69	222-118	28.32	21.24	1.0	3.0	69.0	0.368530020704	3.0	4	4.0	12.0	3.0	1.4	8.0	0.52
222	118	m	49	222-118	28.32	21.24	0.87	7.0	42.63	0.119186046512	6.0	4	7.0	15.0	5.0	2.15875	8.0	1.35
222	8608	app	38	222-8608	14.4	10.8	1.0	2.0	38.0	0.369402985075	3.0	1	4.0	9.0	2.0	0.906666666667	5.0	0.36
222	8608	m	28	222-8608	14.4	10.8	0.58	1.0	16.24	0.341836734694	3.0	1	4.0	9.0	1.0	0.906666666667	5.0	0.18
222	8608	pc	24	222-8608	14.4	10.8	1.0	4.0	24.0	0.122093023256	3.0	1	4.0	9.0	3.0	0.9025	5.0	0.54
2284	156	pc	37	2284-156	14.4	10.8	0.95	0.0	35.15	0.247104247104	1.0	1	2.0	7.0	9.0	0.966666666667	5.0	1.74
2284	156	app	96	2284-156	14.4	10.8	1.0	0.0	96.0	0.434268833087	1.0	1	2.0	7.0	42.0	0.933333333333	5.0	7.84
2284	156	m	90	2284-156	14.4	10.8	1.0	0.0	90.0	0.400950871632	1.0	1	2.0	7.0	36.0	1.3	5.0	9.36
2328	609	m	49	2328-609	28.08	21.06	0.81	7.0	39.69	0.169540229885	8.0	0	9.0	14.0	7.0	1.05	5.0	1.47
2328	609	pc	22	2328-609	28.08	21.06	0.29	5.0	6.38	0.140127388535	7.0	0	8.0	13.0	1.0	1.03666666667	5.0	0.21
2328	609	app	114	2328-609	28.08	21.06	1.0	11.0	114.0	0.192786069652	6.0	0	7.0	12.0	11.0	1.8725	5.0	4.12
2350	8516	pc	9	2350-8516	7.68	5.76	0.8	0.0	7.2	0.5	1.0	5	2.0	16.0	4.0	1.48666666667	14.0	0.42
2350	8516	app	103	2350-8516	7.68	5.76	1.0	3.0	103.0	0.715076071923	1.0	5	2.0	16.0	3.0	1.14	14.0	0.24
2350	8516	m	14	2350-8516	7.68	5.76	0.8	0.0	11.2	0.747474747475	1.0	5	2.0	16.0	8.0	1.74333333333	14.0	1.0
2372	95	m	374	2372-95	26.88	20.16	1.0	5.0	374.0	0.330282227307	1.0	0	2.0	7.0	5.0	0.9	5.0	0.9
2372	95	pc	13	2372-95	26.88	20.16	1.0	0.0	13.0	0.34375	1.0	0	2.0	7.0	4.0	0.9	5.0	0.72
2372	95	app	796	2372-95	26.88	20.16	1.0	2.0	796.0	0.167085427136	1.0	0	2.0	7.0	2.0	0.9	5.0	0.36
2380	203	app	62	2380-203	23.52	17.64	1.0	16.0	62.0	0.281818181818	5.0	0	6.0	11.0	16.0	1.2375	5.0	3.96
2380	203	m	173	2380-203	23.52	17.64	0.58	17.0	100.34	0.179950698439	5.0	0	6.0	11.0	17.0	1.24583333333	5.0	4.24
2380	203	pc	11	2380-203	23.52	17.64	0.53	3.0	5.83	0.155844155844	5.0	0	6.0	11.0	1.0	0.975	5.0	0.2
241	171	app	77	241-171	3.12	2.34	1.0	3.0	77.0	0.539888682746	2.0	2	3.0	9.0	3.0	1.0	6.0	0.5
241	171	m	85	241-171	3.12	2.34	0.97	4.0	82.45	0.244966442953	2.0	2	3.0	9.0	4.0		6.0	
241	171	pc	11	241-171	3.12	2.34	0.87	2.0	9.57	0.430379746835	2.0	2	3.0	9.0	2.0	1.0	6.0	0.33
265	14455	m	262	265-14455	67.2	50.4	0.99	53.0	259.38	0.152671755725	16.0	11	17.0	27.0	40.0	0.884214285714	10.0	3.54
265	14455	pc	176	265-14455	67.2	50.4	0.7	17.0	123.2	0.269480519481	8.0	11	9.0	19.0	17.0	0.9	10.0	1.53
265	14455	app	619	265-14455	67.2	50.4	1.0	27.0	619.0	0.413228854575	4.0	11	5.0	15.0	27.0	1.28275	10.0	3.46
